Frequency (Hz),Level (dBm)
59.89,-82.31
59.90,-82.12
59.91,-82.73
59.92,-83.75
59.93,-82.51
59.94,-91.61
59.95,-85.15
59.96,-87.92
59.97,-85.59
59.98,-84.78
59.99,-90.20
60.00,-87.85
60.01,-88.49
60.02,-88.32
60.03,-96.47
60.04,-89.89
60.05,-92.72
60.06,-89.41
60.07,-92.47
60.08,-101.83
60.09,-93.96
60.10,-92.25
60.11,-96.15
60.12,-90.32
60.13,-97.49
60.14,-92.73
60.15,-91.31
60.16,-92.82
60.17,-94.94
60.18,-92.37
60.19,-92.43
60.20,-94.69
60.21,-93.64
60.22,-91.47
60.23,-92.39
60.24,-91.15
60.25,-94.90
60.26,-91.69
60.27,-94.44
60.28,-94.40
60.29,-97.26
60.30,-93.78
60.31,-89.88
60.32,-95.50
60.33,-88.43
60.34,-101.72
60.35,-94.81
60.36,-92.59
60.37,-98.67
60.38,-90.41
60.39,-88.76
60.40,-97.22
60.41,-93.39
60.42,-98.06
60.43,-89.19
60.44,-92.19
60.45,-92.31
60.46,-93.90
60.47,-97.50
60.48,-91.65
60.49,-90.75
60.50,-88.02
60.51,-90.80
60.52,-86.88
60.53,-98.56
60.54,-91.55
60.55,-85.33
60.56,-89.39
60.57,-96.32
60.58,-93.52
60.59,-92.08
60.60,-90.94
60.61,-94.11
60.62,-93.00
60.63,-96.50
60.64,-90.07
60.65,-89.03
60.66,-96.81
60.67,-95.00
60.68,-95.28
60.69,-95.16
60.70,-99.92
60.71,-92.74
60.72,-91.21
60.73,-101.92
60.74,-93.15
60.75,-92.10
60.76,-88.94
60.77,-91.05
60.78,-96.75
60.79,-97.77
60.80,-98.47
60.81,-97.91
60.82,-99.99
60.83,-92.13
60.84,-96.19
60.85,-90.40
60.86,-96.31
60.87,-90.59
60.88,-96.90
60.89,-94.86
60.90,-93.04
60.91,-95.10
60.92,-93.30
60.93,-87.79
60.94,-91.61
60.95,-97.74
60.96,-90.42
60.97,-96.72
60.98,-89.21
60.99,-94.26
61.00,-93.78
61.01,-91.08
61.02,-91.48
61.03,-93.11
61.04,-91.28
61.05,-93.46
61.06,-86.72
61.07,-94.60
61.08,-89.24
61.09,-85.53
61.10,-87.50
61.11,-85.80
61.12,-92.90
61.13,-89.69
61.14,-92.92
61.15,-89.54
61.16,-91.00
61.17,-90.47
61.18,-93.03
61.19,-94.53
61.20,-95.46
61.21,-90.95
61.22,-92.67
61.23,-93.59
61.24,-90.13
61.25,-94.42
61.26,-90.54
61.27,-92.35
61.28,-90.99
61.29,-93.67
61.30,-89.85
61.31,-90.89
61.32,-88.88
61.33,-88.64
61.34,-92.96
61.35,-88.38
61.36,-93.31
61.37,-91.10
61.38,-91.60
61.39,-85.21
61.40,-82.79
61.41,-86.10
61.42,-98.08
61.43,-87.64
61.44,-82.31
61.45,-82.31
61.46,-83.17
61.47,-88.22
61.48,-85.91
61.49,-86.23
61.50,-86.16
61.51,-89.65
61.52,-89.09
61.53,-93.86
61.54,-91.66
61.55,-92.91
61.56,-90.47
61.57,-87.04
61.58,-87.04
61.59,-91.21
61.60,-91.29
61.61,-89.07
61.62,-91.78
61.63,-87.51
61.64,-98.29
61.65,-92.21
61.66,-93.73
61.67,-87.24
61.68,-86.79
61.69,-84.00
61.70,-87.27
61.71,-83.79
61.72,-87.33
61.73,-89.98
61.74,-86.70
61.75,-84.36
61.76,-85.94
61.77,-87.16
61.78,-89.62
61.79,-87.72
61.80,-89.32
61.81,-86.44
61.82,-92.78
61.83,-86.59
61.84,-88.24
61.85,-90.57
61.86,-94.71
61.87,-87.83
61.88,-90.68
61.89,-92.18
61.90,-91.99
61.91,-92.24
61.92,-90.50
61.93,-88.12
61.94,-90.12
61.95,-102.32
61.96,-98.63
61.97,-96.07
61.98,-94.62
61.99,-92.37
62.00,-95.01
62.01,-95.11
62.02,-95.35
62.03,-96.39
62.04,-89.89
62.05,-90.98
62.06,-92.78
62.07,-93.12
62.08,-90.17
62.09,-92.83
62.10,-91.31
62.11,-90.64
62.12,-90.71
62.13,-85.32
62.14,-99.06
62.15,-89.40
62.16,-86.79
62.17,-93.32
62.18,-91.22
62.19,-86.74
62.20,-87.63
62.21,-90.71
62.22,-85.85
62.23,-89.26
62.24,-87.37
62.25,-91.51
62.26,-91.47
62.27,-85.26
62.28,-89.75
62.29,-86.94
62.30,-93.08
62.31,-88.92
62.32,-88.18
62.33,-89.55
62.34,-89.00
62.35,-92.60
62.36,-91.71
62.37,-87.43
62.38,-91.99
62.39,-94.48
62.40,-91.30
62.41,-99.35
62.42,-91.80
62.43,-88.72
62.44,-95.94
62.45,-95.96
62.46,-91.81
62.47,-95.22
62.48,-90.94
62.49,-90.17
62.50,-94.85
62.51,-93.21
62.52,-92.43
62.53,-91.96
62.54,-95.02
62.55,-90.50
62.56,-96.08
62.57,-90.65
62.58,-89.37
62.59,-94.13
62.60,-87.78
62.61,-91.77
62.62,-92.34
62.63,-92.68
62.64,-89.87
62.65,-98.93
62.66,-89.30
62.67,-93.63
62.68,-97.25
62.69,-92.09
62.70,-92.06
62.71,-93.07
62.72,-87.86
62.73,-89.70
62.74,-88.97
62.75,-92.89
62.76,-96.82
62.77,-91.39
62.78,-95.91
62.79,-94.70
62.80,-95.44
62.81,-86.74
62.82,-92.54
62.83,-94.61
62.84,-90.90
62.85,-92.87
62.86,-94.24
62.87,-90.74
62.88,-93.21
62.89,-88.00
62.90,-89.93
62.91,-87.24
62.92,-84.60
62.93,-83.64
62.94,-85.99
62.95,-81.66
62.96,-90.48
62.97,-82.67
62.98,-81.55
62.99,-82.26
63.00,-88.76
63.01,-82.91
63.02,-84.22
63.03,-84.99
63.04,-82.63
63.05,-87.66
63.06,-89.36
63.07,-89.91
63.08,-88.16
63.09,-89.35
63.10,-91.61
63.11,-95.38
63.12,-88.24
63.13,-93.45
63.14,-91.80
63.15,-90.10
63.16,-87.57
63.17,-100.10
63.18,-89.51
63.19,-94.18
63.20,-91.00
63.21,-93.71
63.22,-93.18
63.23,-93.96
63.24,-94.54
63.25,-90.51
63.26,-90.14
63.27,-91.38
63.28,-96.43
63.29,-91.70
63.30,-89.08
63.31,-97.75
63.32,-97.47
63.33,-94.19
63.34,-95.04
63.35,-93.00
63.36,-87.56
63.37,-97.59
63.38,-92.08
63.39,-91.30
63.40,-96.69
63.41,-88.50
63.42,-88.72
63.43,-96.78
63.44,-88.39
63.45,-90.42
63.46,-90.21
63.47,-96.33
63.48,-94.42
63.49,-96.38
63.50,-89.10
63.51,-87.75
63.52,-95.54
63.53,-88.62
63.54,-93.28
63.55,-92.51
63.56,-88.03
63.57,-99.14
63.58,-96.82
63.59,-97.96
63.60,-92.88
63.61,-98.96
63.62,-91.96
63.63,-97.44
63.64,-96.62
63.65,-88.87
63.66,-89.13
63.67,-94.91
63.68,-94.16
63.69,-98.38
63.70,-91.85
63.71,-94.55
63.72,-88.62
63.73,-90.32
63.74,-95.13
63.75,-93.57
63.76,-98.02
63.77,-94.33
63.78,-99.28
63.79,-90.16
63.80,-94.63
63.80,-94.04
63.81,-94.20
63.82,-93.31
63.83,-91.12
63.84,-94.00
63.85,-94.94
63.86,-97.74
63.87,-96.78
63.88,-93.42
63.89,-99.08
63.90,-95.68
63.91,-95.05
63.92,-95.95
63.93,-95.84
63.94,-94.57
63.95,-94.81
63.96,-94.16
63.97,-89.91
63.98,-91.57
63.99,-91.58
64.00,-102.38
64.01,-94.87
64.02,-93.63
64.03,-92.45
64.04,-90.74
64.05,-101.12
64.06,-100.55
64.07,-95.19
64.08,-90.47
64.09,-90.68
64.10,-92.32
64.11,-91.23
64.12,-93.70
64.13,-92.18
64.14,-96.67
64.15,-90.76
64.16,-89.68
64.17,-91.00
64.18,-97.44
64.19,-91.13
64.20,-93.31
64.21,-88.51
64.22,-102.57
64.23,-90.55
64.24,-99.97
64.25,-100.14
64.26,-96.35
64.27,-97.08
64.28,-93.74
64.29,-92.19
64.30,-99.58
64.31,-94.88
64.32,-92.50
64.33,-97.17
64.34,-92.74
64.35,-93.77
64.36,-97.28
64.37,-95.63
64.38,-93.71
64.39,-92.52
64.40,-89.32
64.41,-97.38
64.42,-96.39
64.43,-88.91
64.44,-87.48
64.45,-93.50
64.46,-91.02
64.47,-89.74
64.48,-88.43
64.49,-90.33
64.50,-88.89
64.51,-87.15
64.52,-88.08
64.53,-94.54
64.54,-89.50
64.55,-91.18
64.56,-90.11
64.57,-88.03
64.58,-90.08
64.59,-98.38
64.60,-95.63
64.61,-92.96
64.62,-90.51
64.63,-98.02
64.64,-93.92
64.65,-95.39
64.66,-92.38
64.67,-97.71
64.68,-93.56
64.69,-95.85
64.70,-94.20
64.71,-98.01
64.72,-90.09
64.73,-90.67
64.74,-95.62
64.75,-96.04
64.76,-91.66
64.77,-91.71
64.78,-98.87
64.79,-89.82
64.80,-93.08
64.81,-103.83
64.82,-92.61
64.83,-93.09
64.84,-105.21
64.85,-90.43
64.86,-95.33
64.87,-93.11
64.88,-93.11
64.89,-96.63
64.90,-93.77
64.91,-92.38
64.92,-95.96
64.93,-98.92
64.94,-93.03
64.95,-92.43
64.96,-89.46
64.97,-88.73
64.98,-90.53
64.99,-101.04
65.00,-93.84
65.01,-91.42
65.02,-96.46
65.03,-92.50
65.04,-95.22
65.05,-97.20
65.06,-96.49
65.07,-94.16
65.08,-99.21
65.09,-94.06
65.10,-92.98
65.11,-95.66
65.12,-89.19
65.13,-94.49
65.14,-94.73
65.15,-95.07
65.16,-92.48
65.17,-95.90
65.18,-92.32
65.19,-93.55
65.20,-96.31
65.21,-93.08
65.22,-98.50
65.23,-91.30
65.24,-99.08
65.25,-92.72
65.26,-90.48
65.27,-93.21
65.28,-91.07
65.29,-94.08
65.30,-92.00
65.31,-92.17
65.32,-87.91
65.33,-93.47
65.34,-93.24
65.35,-95.57
65.36,-91.37
65.37,-93.42
65.38,-93.86
65.39,-93.95
65.40,-93.99
65.41,-91.31
65.42,-97.16
65.43,-98.73
65.44,-94.78
65.45,-91.86
65.46,-92.52
65.47,-88.32
