Frequency_MHz,Power_dBm
50.000,-86.248
51.085,-86.681
52.170,-84.010
53.254,-76.863
54.339,-89.747
55.424,-80.502
56.509,-73.796
57.593,-81.773
58.678,-92.827
59.763,-80.793
60.848,-85.354
61.933,-88.506
63.017,-78.909
64.102,-87.428
65.187,-88.374
66.272,-79.943
67.357,-91.672
68.441,-86.860
69.526,-86.945
70.611,-86.951
71.696,-82.848
72.780,-85.865
73.865,-60.755
74.950,-76.902
76.035,-78.879
77.120,-82.442
78.204,-79.846
79.289,-85.936
80.374,-93.419
81.459,-85.587
82.543,-88.966
83.628,-80.540
84.713,-88.611
85.798,-79.985
86.883,-87.460
87.967,-90.210
89.052,-87.080
90.137,-94.480
91.222,-85.625
92.307,-86.153
93.391,-88.755
94.476,-85.266
95.561,-83.584
96.646,-87.145
97.730,-85.792
98.815,-86.089
99.900,-80.470
100.985,-90.095
102.070,-85.670
103.154,-91.652
104.239,-86.873
105.324,-91.639
106.409,-85.012
107.493,-82.167
108.578,-83.893
109.663,-84.146
400.000,-76.818
401.085,-84.566
402.170,-84.120
403.254,-90.252
404.339,-89.599
405.424,-82.323
406.509,-90.454
407.593,-89.402
408.678,-94.032
409.763,-84.098
410.848,-81.180
411.933,-89.972
413.017,-92.174
414.102,-96.896
415.187,-97.164
416.272,-93.313
417.357,-90.950
418.441,-94.511
419.526,-94.790
420.611,-79.413
421.696,-96.550
422.780,-89.461
423.865,-95.985
424.950,-96.426
426.035,-95.613
427.120,-96.211
428.204,-86.863
429.289,-91.760
430.374,-98.097
431.459,-95.341
432.543,-98.732
433.628,-91.105
434.713,-99.809
435.798,-100.261
436.883,-94.365
437.967,-96.953
439.052,-96.877
440.137,-90.173
441.222,-94.266
442.307,-90.743
443.391,-92.321
444.476,-84.295
445.561,-64.966
446.646,-92.868
447.730,-93.462
448.815,-96.873
449.900,-94.038
450.985,-91.411
452.070,-102.263
453.154,-98.908
454.239,-95.764
455.324,-95.825
456.409,-92.879
457.493,-96.439
458.578,-96.573
459.663,-96.388
460.748,-93.791
461.833,-78.343
462.917,-92.532
464.002,-96.733
465.087,-94.666
466.172,-88.247
467.257,-93.330
468.341,-92.091
469.426,-95.688
470.511,-98.032
471.596,-93.265
472.680,-97.723
473.765,-89.951
474.850,-100.698
475.935,-96.532
477.020,-94.621
478.104,-100.551
479.189,-73.548
480.274,-70.742
481.359,-99.882
482.443,-92.220
483.528,-97.482
484.613,-99.543
485.698,-87.585
486.783,-97.898
487.867,-97.808
488.952,-99.937
490.037,-97.356
491.122,-87.248
492.207,-100.090
493.291,-95.691
494.376,-97.262
495.461,-100.975
496.546,-96.044
497.630,-96.439
498.715,-102.915
499.800,-91.706
600.000,-89.049
601.085,-103.508
602.170,-89.946
603.254,-105.071
604.339,-104.951
605.424,-101.421
606.509,-102.814
607.593,-101.032
608.678,-94.658
609.763,-103.081
610.848,-99.073
611.933,-103.364
613.017,-99.704
614.102,-98.057
615.187,-76.094
616.272,-75.832
617.357,-95.398
618.441,-99.595
619.526,-100.914
620.611,-103.040
621.696,-99.804
622.780,-101.252
623.865,-101.472
624.950,-101.891
626.035,-100.682
627.120,-100.212
628.204,-95.944
629.289,-98.112
630.374,-102.439
631.459,-99.983
632.543,-101.322
633.628,-96.772
634.713,-102.224
635.798,-103.784
636.883,-95.237
637.967,-89.797
639.052,-89.821
640.137,-90.042
641.222,-92.442
642.307,-91.107
643.391,-95.024
644.476,-91.160
645.561,-91.989
646.646,-92.755
647.730,-94.384
648.815,-91.591
649.900,-95.224
650.985,-92.250
652.070,-99.585
653.154,-95.330
654.239,-103.768
655.324,-105.179
656.409,-104.125
657.493,-105.568
658.578,-98.046
659.663,-85.945
660.748,-102.740
661.833,-102.808
662.917,-99.974
664.002,-104.690
665.087,-102.376
666.172,-91.752
667.257,-87.698
668.341,-84.172
669.426,-99.998
670.511,-104.499
671.596,-103.716
672.680,-106.450
673.765,-106.515
674.850,-105.567
675.935,-104.113
677.020,-99.970
678.104,-107.910
679.189,-96.417
680.274,-100.423
681.359,-89.577
682.443,-91.066
683.528,-100.832
684.613,-104.896
685.698,-105.902
686.783,-106.114
687.867,-101.915
688.952,-107.376
690.037,-103.027
691.122,-106.952
692.207,-100.976
693.291,-108.878
694.376,-105.669
695.461,-107.684
696.546,-105.268
697.630,-105.165
698.715,-106.560
699.800,-94.439
800.000,-86.085
801.085,-104.169
802.170,-105.571
803.254,-107.306
804.339,-106.292
805.424,-103.124
806.509,-106.956
807.593,-108.241
808.678,-105.552
809.763,-101.692
810.848,-96.587
811.933,-102.489
813.017,-103.756
814.102,-102.543
815.187,-102.576
816.272,-103.790
817.357,-103.036
818.441,-106.990
819.526,-97.458
820.611,-89.645
821.696,-98.844
822.780,-99.055
823.865,-106.416
824.950,-105.273
826.035,-106.705
827.120,-106.559
828.204,-105.605
829.289,-105.849
830.374,-101.162
831.459,-85.286
832.543,-103.878
833.628,-101.059
834.713,-100.468
835.798,-88.513
836.883,-99.146
837.967,-101.013
839.052,-106.048
840.137,-94.339
841.222,-102.676
842.307,-105.578
843.391,-100.422
844.476,-105.205
845.561,-103.132
846.646,-101.822
847.730,-98.030
848.815,-104.730
849.900,-102.578
850.985,-101.327
852.070,-104.931
853.154,-103.332
854.239,-102.179
855.324,-99.361
856.409,-92.524
857.493,-84.818
858.578,-94.607
859.663,-100.497
860.748,-100.746
861.833,-93.824
862.917,-101.132
864.002,-98.350
865.087,-99.807
866.172,-100.722
867.257,-103.652
868.341,-102.028
869.426,-97.569
870.511,-98.326
871.596,-90.896
872.680,-83.439
873.765,-95.746
874.850,-100.315
875.935,-100.273
877.020,-101.941
878.104,-100.406
879.189,-92.173
880.274,-90.764
881.359,-97.162
882.443,-100.084
