Frequency (Hz),Level (dBm)
82.11,-91.17
82.22,-89.20
82.33,-87.84
82.44,-89.95
82.54,-89.22
82.65,-85.58
82.76,-84.92
82.87,-85.55
82.98,-86.88
83.09,-88.63
83.19,-90.11
83.30,-89.58
83.41,-89.57
83.52,-91.13
83.63,-89.05
83.74,-90.22
83.85,-89.65
83.95,-84.55
84.06,-85.26
84.17,-87.82
84.28,-90.16
84.39,-87.59
84.50,-85.87
84.60,-90.13
84.71,-90.47
84.82,-89.82
84.93,-88.23
85.04,-89.70
85.15,-88.05
85.26,-90.00
85.36,-89.00
85.47,-87.83
85.58,-78.66
85.69,-77.68
85.80,-87.16
85.91,-86.58
86.01,-87.73
86.12,-86.63
86.23,-90.32
86.34,-88.11
86.45,-88.56
86.56,-87.83
86.67,-86.78
86.77,-88.92
86.88,-88.12
86.99,-84.56
87.10,-83.83
87.21,-83.81
87.32,-83.56
87.42,-86.04
87.53,-82.17
87.64,-84.96
87.75,-83.88
87.86,-85.15
87.97,-82.68
88.08,-83.80
88.18,-83.01
88.29,-80.35
88.40,-81.14
88.51,-81.19
88.62,-82.23
88.73,-82.40
88.84,-83.14
88.94,-83.73
89.05,-85.24
89.16,-84.34
89.27,-85.24
89.38,-84.46
89.49,-82.94
89.59,-87.48
89.70,-83.56
89.81,-81.90
89.92,-84.67
90.03,-86.72
90.14,-87.00
90.25,-86.99
90.35,-88.19
90.46,-89.56
90.57,-89.49
90.68,-88.68
90.79,-87.21
90.90,-90.60
91.00,-83.60
91.11,-83.33
91.22,-81.98
91.33,-82.59
91.44,-88.01
91.55,-89.65
91.66,-88.67
91.76,-85.01
91.87,-86.07
91.98,-87.45
92.09,-83.73
92.20,-82.90
92.31,-86.35
92.42,-87.14
92.52,-85.98
92.63,-84.88
92.74,-84.28
92.85,-85.27
92.96,-86.53
93.07,-86.40
93.17,-85.33
93.28,-83.24
93.39,-86.80
93.50,-85.42
93.61,-82.84
93.72,-82.65
93.83,-86.57
93.93,-83.85
94.04,-80.73
94.15,-79.68
94.26,-83.99
94.37,-84.73
94.48,-84.16
94.58,-84.14
94.69,-82.61
94.80,-82.47
94.91,-79.32
95.02,-79.94
95.13,-85.53
95.24,-83.07
95.34,-83.83
95.45,-85.08
95.56,-83.34
95.67,-84.58
95.78,-81.98
95.89,-79.26
95.99,-79.62
96.10,-82.10
96.21,-82.84
96.32,-81.82
96.43,-85.34
96.54,-85.07
96.65,-85.09
96.75,-86.24
96.86,-83.41
96.97,-84.78
97.08,-86.03
97.19,-85.37
97.30,-82.32
97.41,-82.57
97.51,-88.10
97.62,-86.64
97.73,-87.83
97.84,-86.22
97.95,-87.24
98.06,-84.54
98.16,-86.55
98.27,-87.41
98.38,-88.23
98.49,-87.57
98.60,-90.83
98.71,-90.61
98.82,-88.77
98.92,-90.80
99.03,-87.86
99.14,-88.24
99.25,-89.90
99.36,-90.70
99.47,-91.12
99.57,-90.31
99.68,-90.62
99.79,-85.80
99.90,-84.53
99.90,-83.24
99.92,-83.16
99.94,-85.05
99.97,-86.17
99.99,-84.19
100.01,-86.43
100.03,-80.61
100.05,-85.08
100.08,-86.32
100.10,-90.08
100.12,-87.03
100.14,-87.47
100.16,-85.76
100.19,-86.94
100.21,-89.63
100.23,-92.48
100.25,-90.59
100.27,-91.83
100.30,-92.03
100.32,-90.87
100.34,-85.50
100.36,-82.90
100.38,-91.49
100.41,-87.07
100.43,-90.86
100.45,-85.14
100.47,-84.71
100.49,-84.13
100.51,-87.61
100.54,-89.70
100.56,-86.54
100.58,-85.45
100.60,-90.78
100.62,-90.89
100.65,-83.78
100.67,-84.31
100.69,-88.63
100.71,-87.42
100.73,-89.70
100.76,-91.06
100.78,-84.77
100.80,-91.97
100.82,-91.10
100.84,-92.98
100.87,-89.43
100.89,-89.75
100.91,-90.06
100.93,-89.90
100.95,-88.52
100.98,-85.63
101.00,-93.41
101.02,-92.51
101.04,-90.35
101.06,-93.56
101.09,-89.37
101.11,-91.43
101.13,-88.50
101.15,-90.19
101.17,-91.42
101.20,-89.82
101.22,-91.80
101.24,-92.67
101.26,-88.80
101.28,-85.88
101.31,-91.56
101.33,-90.72
101.35,-91.06
101.37,-89.24
101.39,-90.42
101.42,-89.64
101.44,-91.03
101.46,-90.88
101.48,-89.34
101.50,-90.40
101.52,-90.08
101.55,-89.97
101.57,-92.13
101.59,-82.41
101.61,-90.00
101.63,-90.28
101.66,-93.19
101.68,-90.61
101.70,-89.45
101.72,-90.05
101.74,-90.38
101.77,-89.24
101.79,-86.25
101.81,-89.20
101.83,-90.51
101.85,-85.26
101.88,-87.17
101.90,-81.73
101.92,-84.07
101.94,-90.24
101.96,-87.28
101.99,-90.12
102.01,-87.60
102.03,-87.89
102.05,-85.60
102.07,-85.66
102.10,-86.69
102.12,-86.01
102.14,-87.55
102.16,-89.02
102.18,-89.95
102.21,-85.54
102.23,-84.58
102.25,-92.40
102.27,-95.50
102.29,-90.52
102.32,-91.74
102.34,-84.86
102.36,-86.86
102.38,-90.19
102.40,-88.56
102.42,-91.81
102.45,-88.61
102.47,-85.26
102.49,-85.64
102.51,-86.15
102.53,-86.33
102.56,-87.29
102.58,-88.59
102.60,-89.60
102.62,-89.86
102.64,-91.38
102.67,-89.89
102.69,-89.35
102.71,-90.48
102.73,-91.20
102.75,-90.84
102.78,-89.45
102.80,-94.02
102.82,-88.08
102.84,-87.61
102.86,-89.68
102.89,-89.85
102.91,-89.31
102.93,-86.78
102.95,-91.03
102.97,-90.29
103.00,-88.95
103.02,-88.37
103.04,-87.41
103.06,-87.92
103.08,-86.42
103.11,-89.96
103.13,-89.02
103.15,-85.03
103.17,-91.84
103.19,-90.39
103.22,-94.96
103.24,-93.35
103.26,-91.41
103.28,-90.06
103.30,-88.10
103.33,-92.14
103.35,-88.69
103.37,-92.40
103.39,-90.59
103.41,-90.36
103.44,-86.98
103.46,-89.06
103.48,-91.11
103.50,-89.68
103.52,-89.18
103.54,-89.43
103.57,-91.04
103.59,-88.55
103.61,-85.52
103.63,-87.96
103.65,-85.31
103.68,-86.70
103.70,-87.06
103.72,-87.08
103.74,-87.61
103.76,-88.65
103.79,-90.02
103.81,-91.18
103.83,-89.14
103.85,-90.92
103.87,-88.30
103.90,-89.38
103.92,-90.60
103.94,-90.06
103.96,-88.80
103.98,-88.14
104.01,-89.26
104.03,-89.81
104.05,-89.44
104.07,-86.35
104.09,-88.18
104.12,-88.23
104.14,-88.10
104.16,-91.14
104.18,-89.98
104.20,-87.10
104.23,-86.34
104.25,-87.95
104.27,-87.04
104.29,-88.71
104.31,-86.73
104.34,-87.81
104.36,-85.81
104.38,-84.98
104.40,-84.96
104.42,-83.76
104.44,-81.39
104.47,-80.74
104.49,-83.12
104.51,-84.36
104.53,-83.15
104.55,-81.86
104.58,-83.16
104.60,-83.45
104.62,-86.53
104.64,-86.11
104.66,-85.20
104.69,-85.51
104.71,-84.87
104.73,-87.53
104.75,-87.45
104.77,-82.17
104.80,-67.31
104.82,-68.18
104.84,-87.08
104.86,-86.68
104.88,-85.13
104.91,-86.76
104.93,-85.70
104.95,-86.22
104.97,-83.80
104.99,-81.81
105.02,-80.99
105.04,-86.26
105.06,-86.80
105.08,-85.93
105.10,-82.88
105.13,-79.10
105.15,-82.08
105.17,-84.97
105.19,-84.42
105.21,-86.56
105.24,-85.80
105.26,-84.20
105.28,-86.38
105.30,-86.83
105.32,-79.76
105.35,-81.64
105.37,-83.26
105.39,-82.97
105.41,-85.55
105.43,-84.64
105.45,-82.24
105.48,-82.95
105.50,-85.11
105.52,-82.64
105.54,-83.15
105.56,-85.16
105.59,-81.71
105.61,-85.03
105.63,-82.71
105.65,-81.80
105.67,-83.66
105.70,-82.16
105.72,-82.04
105.74,-80.90
105.76,-83.25
105.78,-82.25
105.81,-84.10
105.83,-83.06
105.85,-84.59
105.87,-84.22
105.89,-84.68
105.92,-84.43
105.94,-82.38
105.96,-82.38
105.98,-83.59
106.00,-82.65
106.03,-81.46
106.05,-85.35
106.07,-83.40
106.09,-83.72
106.11,-84.15
106.14,-81.30
106.16,-81.90
106.18,-84.72
106.20,-83.86
106.22,-82.73
106.25,-84.43
106.27,-83.08
106.29,-84.62
106.31,-84.23
106.33,-84.42
106.36,-85.07
106.38,-83.23
106.40,-84.59
106.42,-86.12
106.44,-84.57
106.47,-87.74
106.49,-83.97
106.51,-86.71
106.53,-87.34
106.55,-84.65
106.57,-86.95
106.60,-84.41
106.62,-86.70
106.64,-86.73
106.66,-83.82
106.68,-83.91
106.71,-84.43
106.73,-82.51
106.75,-83.42
106.77,-82.65
106.79,-82.48
106.82,-83.94
106.84,-82.67
106.86,-83.74
106.88,-83.25
106.90,-85.55
106.93,-83.79
106.95,-86.36
106.97,-86.93
106.99,-87.28
107.01,-84.06
107.04,-83.48
107.06,-80.04
107.08,-83.79
107.10,-81.66
107.12,-82.76
107.15,-80.95
107.17,-80.76
107.19,-83.87
107.21,-80.42
107.23,-82.35
107.26,-82.16
107.28,-80.00
107.30,-81.92
107.32,-82.73
107.34,-85.37
107.37,-85.37
107.39,-85.52
107.41,-85.89
107.43,-87.11
107.45,-84.72
107.47,-83.83
107.50,-83.29
107.52,-81.23
107.54,-83.63
107.56,-83.62
107.58,-85.64
107.61,-83.09
107.63,-87.15
107.65,-84.40
107.67,-85.91
107.69,-84.63
107.72,-86.96
107.74,-87.95
107.76,-85.06
107.78,-86.13
107.80,-89.11
107.83,-88.66
107.85,-89.31
107.87,-88.96
107.89,-90.77
107.91,-88.17
107.94,-84.15
107.96,-85.40
107.98,-89.10
108.00,-90.26
108.02,-89.52
108.05,-89.07
108.07,-87.67
108.09,-90.82
108.11,-90.17
108.13,-89.58
108.16,-88.13
108.18,-86.26
108.20,-86.03
108.22,-84.22
108.24,-85.90
108.27,-84.56
108.29,-92.44
108.31,-90.74
108.33,-89.10
108.35,-90.59
108.38,-90.41
108.40,-89.56
108.42,-86.98
108.44,-86.45
108.46,-93.75
108.48,-93.96
108.51,-91.45
108.53,-87.26
108.55,-91.38
108.57,-87.02
108.59,-91.31
108.62,-87.35
108.64,-87.65
108.66,-83.19
108.68,-83.65
108.70,-81.94
108.73,-81.97
108.75,-84.00
108.77,-87.12
108.79,-84.83
108.81,-82.75
108.84,-83.68
108.86,-85.20
108.88,-90.78
108.90,-91.75
108.92,-84.05
108.95,-89.27
108.97,-87.42
108.99,-81.52
109.01,-87.97
109.03,-87.56
109.06,-88.24
109.08,-88.60
109.10,-87.22
109.12,-87.79
109.14,-87.55
109.17,-87.50
109.19,-85.29
109.21,-84.04
109.23,-87.58
109.25,-85.68
109.28,-86.61
109.30,-88.41
109.32,-86.19
109.34,-89.83
109.36,-90.47
109.39,-87.21
109.41,-89.59
109.43,-87.87
109.45,-89.34
109.47,-85.12
109.50,-90.31
109.52,-87.54
109.54,-85.30
109.56,-86.61
109.58,-86.08
109.60,-85.76
109.63,-84.99
109.65,-87.48
109.67,-87.62
109.69,-84.36
109.71,-85.25
109.74,-85.37
109.76,-85.39
109.78,-88.00
109.80,-87.08
109.82,-84.44
109.85,-84.19
109.87,-83.92
109.89,-84.00
109.91,-83.77
109.93,-86.06
109.96,-85.46
109.98,-83.45
110.00,-83.66
170.00,-81.45
170.11,-83.09
170.22,-83.90
170.33,-81.19
170.43,-79.50
170.54,-80.24
170.65,-82.26
170.76,-82.59
170.87,-82.61
170.98,-84.10
171.08,-82.60
171.19,-81.07
171.30,-80.79
171.41,-82.83
171.52,-84.29
171.63,-83.39
171.74,-84.07
171.84,-83.56
171.95,-81.16
172.06,-81.18
172.17,-81.27
172.28,-83.91
172.39,-81.14
172.50,-84.69
172.60,-81.97
172.71,-80.06
172.82,-79.15
172.93,-80.90
173.04,-83.57
173.15,-82.33
173.25,-81.12
173.36,-78.93
173.47,-82.29
173.58,-82.08
173.69,-81.04
173.80,-82.66
173.91,-81.81
174.01,-81.64
174.12,-81.16
174.23,-82.31
174.34,-81.81
174.45,-80.79
174.56,-84.11
174.66,-82.79
174.77,-82.96
174.88,-81.62
174.99,-82.53
175.10,-83.11
175.21,-83.06
175.32,-82.46
175.42,-81.81
175.53,-81.63
175.64,-81.31
175.75,-83.00
175.86,-82.16
175.97,-82.15
176.07,-81.25
176.18,-82.49
176.29,-81.66
176.40,-82.20
176.51,-81.73
176.62,-78.91
176.73,-80.18
176.83,-83.15
176.94,-81.92
177.05,-81.91
177.16,-82.59
177.27,-81.90
177.38,-83.17
177.49,-83.93
177.59,-84.39
177.70,-81.15
177.81,-85.57
177.92,-85.45
178.03,-84.27
178.14,-80.57
178.24,-79.64
178.35,-83.71
178.46,-83.38
178.57,-81.32
178.68,-81.77
178.79,-79.86
178.90,-80.05
179.00,-81.44
179.11,-81.32
179.22,-81.07
179.33,-82.94
179.44,-81.89
179.55,-80.10
179.65,-75.27
179.76,-75.95
179.87,-80.63
179.98,-77.23
180.09,-79.15
180.20,-82.44
180.31,-80.58
180.41,-80.25
180.52,-82.73
180.63,-80.91
180.74,-80.96
180.85,-81.43
180.96,-80.61
181.06,-79.63
181.17,-78.59
181.28,-78.57
181.39,-80.88
181.50,-79.02
181.61,-78.39
181.72,-80.15
181.82,-82.68
181.93,-80.38
182.04,-82.56
182.15,-82.77
182.26,-82.72
182.37,-82.64
182.47,-81.70
182.58,-80.15
182.69,-75.68
182.80,-75.35
182.91,-80.00
183.02,-82.84
183.13,-82.42
183.23,-86.20
183.34,-84.04
183.45,-84.03
183.56,-83.54
183.67,-83.70
183.78,-84.34
183.89,-82.39
183.99,-81.31
184.10,-81.25
184.21,-80.48
184.32,-78.48
184.43,-77.26
184.54,-77.31
184.64,-78.49
184.75,-79.74
184.86,-79.59
184.97,-78.47
185.08,-80.26
185.19,-78.11
185.30,-77.26
185.40,-77.52
185.51,-78.40
185.62,-73.99
185.73,-72.66
185.84,-73.34
185.95,-75.28
186.05,-76.05
186.16,-75.58
186.27,-79.13
186.38,-76.34
186.49,-77.84
186.60,-78.93
186.71,-79.09
186.81,-79.76
186.92,-77.90
187.03,-79.21
187.14,-77.04
187.25,-77.07
187.36,-78.17
187.47,-78.89
187.57,-82.08
187.68,-82.94
187.79,-83.49
187.90,-84.16
188.01,-85.11
188.12,-82.90
188.22,-83.66
188.33,-86.23
188.44,-85.66
188.55,-85.11
188.66,-79.23
188.77,-77.99
188.88,-79.38
188.98,-80.01
189.09,-85.14
189.20,-84.10
189.31,-86.83
189.42,-85.18
189.53,-82.89
189.63,-81.86
189.74,-81.45
189.85,-79.00
189.96,-81.62
190.07,-77.20
190.18,-76.66
190.29,-77.30
190.39,-79.73
190.50,-78.42
190.61,-78.75
190.72,-79.60
190.83,-79.57
190.94,-77.64
191.04,-78.17
191.15,-79.00
191.26,-75.95
191.37,-77.75
191.48,-76.11
191.59,-76.98
191.70,-77.39
191.80,-79.53
191.91,-74.38
192.02,-75.96
192.13,-78.65
192.24,-79.26
192.35,-79.67
192.46,-79.96
192.56,-83.57
192.67,-81.15
192.78,-79.01
192.89,-78.85
193.00,-77.89
193.11,-83.99
193.21,-84.36
193.32,-82.27
193.43,-85.71
193.54,-84.55
193.65,-86.72
193.76,-87.81
193.87,-86.78
193.97,-87.46
194.08,-89.96
194.19,-88.83
194.30,-81.75
194.41,-83.56
194.52,-88.74
194.62,-88.43
194.73,-87.81
194.84,-88.09
194.95,-87.21
195.06,-81.93
195.17,-85.46
195.28,-87.44
195.38,-85.65
195.49,-85.15
195.60,-83.29
195.71,-80.95
195.82,-81.32
195.93,-81.16
196.03,-82.53
196.14,-81.55
196.25,-84.25
196.36,-83.63
196.47,-82.25
196.58,-79.21
196.69,-82.34
196.79,-80.10
196.90,-82.77
197.01,-82.50
197.12,-80.40
197.23,-81.11
197.34,-79.87
197.44,-82.75
197.55,-82.67
197.66,-83.48
197.77,-82.01
197.88,-84.63
197.99,-83.45
198.10,-81.91
198.20,-81.51
198.31,-83.08
198.42,-82.13
198.53,-80.01
198.64,-82.89
198.75,-85.19
198.86,-86.12
198.96,-81.74
199.07,-87.05
199.18,-80.18
199.29,-88.07
199.40,-91.55
199.51,-90.54
199.61,-84.81
199.72,-86.14
199.83,-88.82
199.94,-84.36
200.05,-83.57
200.16,-89.74
200.27,-87.97
200.37,-89.08
200.48,-91.41
200.59,-83.65
200.70,-89.28
200.81,-88.56
200.92,-87.30
201.02,-84.12
201.13,-82.18
201.24,-80.98
201.35,-81.52
201.46,-81.64
201.57,-82.68
201.68,-85.15
201.78,-83.84
201.89,-85.61
202.00,-85.37
202.11,-85.27
202.22,-83.42
202.33,-82.38
202.44,-82.78
202.54,-82.10
202.65,-79.79
202.76,-79.83
202.87,-79.73
202.98,-80.42
203.09,-78.86
203.19,-79.72
203.30,-82.96
203.41,-82.00
203.52,-84.97
203.63,-84.11
203.74,-85.06
203.85,-85.97
203.95,-81.60
204.06,-81.87
204.17,-79.77
204.28,-78.26
204.39,-82.18
204.50,-86.77
204.60,-88.73
204.71,-87.48
204.82,-87.74
204.93,-86.89
205.04,-86.11
205.15,-84.82
205.26,-79.94
205.36,-79.95
205.47,-83.51
205.58,-84.93
205.69,-84.24
205.80,-83.61
205.91,-85.67
206.01,-87.31
206.12,-86.86
206.23,-91.26
206.34,-89.99
206.45,-79.76
206.56,-87.61
206.67,-89.28
206.77,-88.43
206.88,-84.38
206.99,-81.74
207.10,-80.97
207.21,-82.70
207.32,-77.98
207.43,-80.90
207.53,-83.82
207.64,-84.46
207.75,-82.18
207.86,-82.03
207.97,-82.38
208.08,-82.09
208.18,-82.55
208.29,-83.15
208.40,-83.27
208.51,-81.42
208.62,-83.02
208.73,-82.11
208.84,-80.78
208.94,-82.63
209.05,-82.55
209.16,-84.69
209.27,-79.67
209.38,-86.17
209.49,-84.97
209.59,-85.91
209.70,-83.11
209.81,-82.81
209.92,-84.09
210.03,-86.06
210.14,-87.50
210.25,-85.57
210.35,-80.46
210.46,-81.44
210.57,-88.74
210.68,-91.25
210.79,-90.51
210.90,-91.52
211.00,-91.13
211.11,-88.49
211.22,-88.94
211.33,-86.91
211.44,-89.56
211.55,-90.38
211.66,-89.20
211.76,-87.54
211.87,-87.31
211.98,-84.61
212.09,-85.27
212.20,-82.47
212.31,-88.84
212.41,-83.85
212.52,-85.79
212.63,-86.92
212.74,-86.13
212.85,-86.31
212.96,-86.88
213.07,-87.59
213.17,-86.66
213.28,-87.31
213.39,-84.98
213.50,-82.48
213.61,-87.98
213.72,-87.22
213.83,-88.02
213.93,-88.12
214.04,-89.43
214.15,-87.16
214.26,-87.04
214.37,-89.96
214.48,-85.61
214.58,-86.87
214.69,-87.96
214.80,-86.99
214.91,-87.31
215.02,-85.03
215.13,-87.77
215.24,-88.46
215.34,-82.38
215.45,-88.28
215.56,-88.97
215.67,-90.02
215.78,-90.01
215.89,-87.89
215.99,-81.53
216.10,-88.34
216.21,-89.24
216.32,-88.14
216.43,-89.90
216.54,-84.21
216.65,-85.87
216.75,-88.81
216.86,-88.16
216.97,-87.48
217.08,-89.40
217.19,-85.11
217.30,-88.11
217.41,-88.50
217.51,-88.27
217.62,-88.91
217.73,-89.27
217.84,-88.83
217.95,-89.73
218.06,-88.17
218.16,-87.47
218.27,-88.64
218.38,-88.76
218.49,-83.89
218.60,-86.61
218.71,-85.10
218.82,-85.68
218.92,-84.09
219.03,-88.04
219.14,-87.30
219.25,-87.04
219.36,-87.71
219.47,-88.82
219.57,-85.90
219.68,-84.76
219.79,-86.07
219.90,-88.03
219.90,-90.92
219.90,-86.40
219.90,-87.58
219.90,-89.29
219.90,-87.66
219.90,-85.20
219.90,-87.17
219.90,-87.60
219.90,-87.66
219.90,-87.85
219.90,-88.16
219.90,-89.08
219.90,-87.95
219.90,-89.58
219.90,-87.75
219.90,-90.58
219.90,-84.10
219.90,-88.43
219.90,-86.35
219.90,-87.46
219.90,-86.11
219.90,-88.44
219.90,-83.96
219.91,-85.28
219.91,-89.33
219.91,-88.96
219.91,-85.84
219.91,-90.29
219.91,-86.06
219.91,-86.07
219.91,-87.54
219.91,-87.91
219.91,-91.48
219.91,-88.86
219.91,-89.58
219.91,-89.34
219.91,-85.90
219.91,-84.71
219.91,-85.73
219.91,-87.30
219.91,-88.51
219.91,-87.19
219.91,-89.58
219.91,-85.78
219.91,-87.47
219.91,-83.83
219.91,-90.03
219.91,-85.01
219.91,-87.18
219.91,-88.88
219.91,-90.06
219.91,-87.25
219.91,-84.21
219.91,-87.17
219.91,-89.89
219.91,-87.32
219.91,-87.26
219.91,-86.78
219.91,-84.82
219.91,-87.38
219.91,-85.20
219.91,-86.47
219.91,-87.08
219.91,-87.62
219.91,-87.48
219.91,-89.22
219.91,-87.31
219.91,-85.58
219.91,-86.06
219.91,-87.10
219.92,-87.75
219.92,-86.64
219.92,-87.96
219.92,-85.68
219.92,-86.26
219.92,-88.80
219.92,-86.91
219.92,-85.58
219.92,-89.43
219.92,-87.40
219.92,-85.23
219.92,-89.63
219.92,-86.57
219.92,-87.83
219.92,-90.99
219.92,-86.74
219.92,-86.13
219.92,-88.61
219.92,-87.66
219.92,-87.96
219.92,-87.68
219.92,-89.09
219.92,-86.65
219.92,-86.98
219.92,-86.68
219.92,-87.98
219.92,-84.25
219.92,-89.59
219.92,-88.51
219.92,-86.62
219.92,-89.08
219.92,-85.96
219.92,-82.76
219.92,-85.54
219.92,-86.49
219.92,-87.36
219.92,-86.98
219.92,-85.67
219.92,-85.37
219.92,-86.86
219.92,-87.24
219.92,-86.44
219.92,-86.98
219.92,-90.06
219.92,-87.63
219.93,-87.50
219.93,-90.12
219.93,-88.80
219.93,-88.20
219.93,-85.73
219.93,-88.30
219.93,-89.99
219.93,-87.75
219.93,-88.03
219.93,-87.88
219.93,-87.13
219.93,-85.58
219.93,-86.39
219.93,-87.27
219.93,-86.17
219.93,-84.55
219.93,-87.01
219.93,-86.07
219.93,-86.65
219.93,-87.21
219.93,-87.49
219.93,-84.84
219.93,-85.95
219.93,-87.81
219.93,-87.12
219.93,-83.77
219.93,-87.93
219.93,-85.22
219.93,-86.14
219.93,-86.65
219.93,-87.61
219.93,-85.02
219.93,-85.28
219.93,-88.14
219.93,-88.83
219.93,-82.48
219.93,-89.60
219.93,-87.83
219.93,-87.44
219.93,-89.26
219.93,-85.62
219.93,-85.34
219.93,-85.58
219.93,-85.19
219.93,-90.12
219.93,-88.62
219.94,-87.16
219.94,-87.80
219.94,-86.07
219.94,-88.38
219.94,-86.85
219.94,-88.58
219.94,-83.95
