Frequency_MHz,Power_dBm
400.000,-72.082
400.217,-73.332
400.435,-69.792
400.652,-81.697
400.870,-84.470
401.087,-87.190
401.304,-84.474
401.522,-81.788
401.739,-87.028
401.957,-86.191
402.174,-85.169
402.391,-84.202
402.609,-81.367
402.826,-80.346
403.043,-81.554
403.261,-85.518
403.478,-83.880
403.696,-85.237
403.913,-86.333
404.130,-81.046
404.348,-85.068
404.565,-87.217
404.783,-91.206
405.000,-93.035
405.217,-91.469
405.435,-83.490
405.652,-75.546
405.870,-88.143
406.087,-87.617
406.304,-89.097
406.522,-88.336
406.739,-88.954
406.957,-85.757
407.174,-85.911
407.391,-90.821
407.609,-82.947
407.826,-87.444
408.043,-84.626
408.261,-87.180
408.478,-84.845
408.696,-85.693
408.913,-84.523
409.130,-88.244
409.348,-89.716
409.565,-88.070
409.783,-88.164
410.000,-86.407
410.217,-88.769
410.435,-78.564
410.652,-74.242
410.870,-81.516
411.087,-81.459
411.304,-79.253
411.522,-88.177
411.739,-83.422
411.957,-91.856
412.174,-90.812
412.391,-88.480
412.609,-91.252
412.826,-85.063
413.043,-87.453
413.261,-88.316
413.478,-87.088
413.696,-84.071
413.913,-88.746
414.130,-88.591
414.348,-91.369
414.565,-87.986
414.783,-88.554
415.000,-89.302
415.217,-91.749
415.435,-90.618
415.652,-93.597
415.870,-91.047
416.087,-87.130
416.304,-92.857
416.522,-92.255
416.739,-88.299
416.957,-83.018
417.174,-92.270
417.391,-83.413
417.609,-85.859
417.826,-90.449
418.043,-83.463
418.261,-89.138
418.478,-87.062
418.696,-92.900
418.913,-92.390
419.130,-92.586
419.348,-90.874
419.565,-91.919
419.783,-91.989
420.000,-88.766
420.217,-86.328
420.435,-93.898
420.652,-89.601
420.870,-91.396
421.087,-91.472
421.304,-79.367
421.522,-88.648
421.739,-93.929
421.957,-91.883
422.174,-91.944
422.391,-89.236
422.609,-82.882
422.826,-91.938
423.043,-82.650
423.261,-89.718
423.478,-89.940
423.696,-94.014
423.913,-91.822
424.130,-88.329
424.348,-92.201
424.565,-84.781
424.783,-89.899
425.000,-92.653
425.217,-92.975
425.435,-89.543
425.652,-90.758
425.870,-86.108
426.087,-92.415
426.304,-94.874
426.522,-94.183
426.739,-91.989
426.957,-93.896
427.174,-93.202
427.391,-90.115
427.609,-91.943
427.826,-90.118
428.043,-93.176
428.261,-87.312
428.478,-91.397
428.696,-77.797
428.913,-88.419
429.130,-89.088
429.348,-92.998
429.565,-92.815
429.783,-93.391
430.000,-94.007
430.217,-90.254
430.435,-92.809
430.652,-92.381
430.870,-90.314
431.087,-87.190
431.304,-86.609
431.522,-84.440
431.739,-92.132
431.957,-89.248
432.174,-92.738
432.391,-92.828
432.609,-91.053
432.826,-89.583
433.043,-92.572
433.261,-92.646
433.478,-89.691
433.696,-94.943
433.913,-90.759
434.130,-88.567
434.348,-79.384
434.565,-87.283
434.783,-90.519
435.000,-95.350
435.217,-91.743
435.435,-93.065
435.652,-91.432
435.870,-91.078
436.087,-93.218
436.304,-91.569
436.522,-90.877
436.739,-90.189
436.957,-86.479
437.174,-83.832
437.391,-88.430
437.609,-90.967
437.826,-91.369
438.043,-88.554
438.261,-90.494
438.478,-87.362
438.696,-88.552
438.913,-92.302
439.130,-89.298
439.348,-91.212
439.565,-90.687
439.783,-86.087
