Zone_1,Zone_2,Type,Order,Distance,Frequency_MHz,Severity,Device_1,Device_2,Parent_Freq1,Parent_Freq2
Parking Lot   East and West Stage,Parking Lot   East and West Stage,Intra-Zone,3f1-2f2,0.0,51.675,Medium,Shure PSM-1000 G10 - NAME GOES HERE,Lectrosonics 100 KHz Block 26 - 'B/2,472.825,683.4
Parking Lot   East and West Stage,Parking Lot   East and West Stage,Intra-Zone,3f2-2f1,0.0,51.675,Medium,Shure PSM-1000 G10 - NAME GOES HERE,Lectrosonics 100 KHz Block 26 - 'B/2,472.825,683.4
Zone 1,Zone 3,Cross-Zone,3f1-2f2,73.98,51.795,Medium,Senn EM3732 A - ACR4 RF 2,Generic - Mathew McNiven #4,472.365,682.65
Parking Lot   East and West Stage,Zone 1,Cross-Zone,3f2-2f1,47.8,51.905,Medium,RFWS Senn  36Mhz 662-698 - NAME GOES HERE,Senn EM3732 A - ACR2 RF 19,681.125,471.385
Parking Lot   East and West Stage,Parking Lot   East and West Stage,Intra-Zone,3f1-2f2,0.0,52.2,Medium,Shure PSM-1000 G10 - NAME GOES HERE,RFWS Senn  36Mhz 662-698 - ',473.2,683.7
Parking Lot   East and West Stage,Parking Lot   East and West Stage,Intra-Zone,3f2-2f1,0.0,52.2,Medium,Shure PSM-1000 G10 - NAME GOES HERE,RFWS Senn  36Mhz 662-698 - ',473.2,683.7
Parking Lot   East and West Stage,Zone 1,Cross-Zone,3f2-2f1,47.8,52.365,Medium,RFWS Senn  36Mhz 662-698 - ',Senn EM3732 A - ACR4 RF 1,680.025,470.805
Parking Lot   East and West Stage,Parking Lot   East and West Stage,Intra-Zone,3f2-2f1,0.0,52.55,Medium,Shure PSM-1000 G10 - NAME GOES HERE,RFWS Senn  36Mhz 662-698 - ',471.8,681.425
Parking Lot   East and West Stage,Parking Lot   East and West Stage,Intra-Zone,3f1-2f2,0.0,52.55,Medium,Shure PSM-1000 G10 - NAME GOES HERE,RFWS Senn  36Mhz 662-698 - ',471.8,681.425
Parking Lot   East and West Stage,Zone 2,Cross-Zone,3f2-2f1,12.04,52.75,Medium,Lectrosonics 100 KHz Block 26 - 'D/D,Generic Generic - CP24 Intercom Tx,687.7,476.05
Parking Lot   East and West Stage,Parking Lot   East and West Stage,Intra-Zone,3f1-2f2,0.0,52.8,Medium,Shure PSM-1000 G10 - NAME GOES HERE,Lectrosonics 100 KHz Block 26 - 'B/2,473.2,683.4
Parking Lot   East and West Stage,Parking Lot   East and West Stage,Intra-Zone,3f2-2f1,0.0,52.8,Medium,Shure PSM-1000 G10 - NAME GOES HERE,Lectrosonics 100 KHz Block 26 - 'B/2,473.2,683.4
Parking Lot   East and West Stage,Parking Lot   East and West Stage,Intra-Zone,3f2-2f1,0.0,53.15,Medium,Shure PSM-1000 G10 - NAME GOES HERE,RFWS Senn  36Mhz 662-698 - NAME GOES HERE,471.8,681.125
Parking Lot   East and West Stage,Parking Lot   East and West Stage,Intra-Zone,3f1-2f2,0.0,53.15,Medium,Shure PSM-1000 G10 - NAME GOES HERE,RFWS Senn  36Mhz 662-698 - NAME GOES HERE,471.8,681.125
Zone 1,Zone 3,Cross-Zone,3f1-2f2,73.98,53.155,Medium,Senn EM3732 A - ACR2 RF 19,Generic - Brett Harman #6,471.385,680.5
Parking Lot   East and West Stage,Zone 3,Cross-Zone,3f1-2f2,86.31,53.175,Medium,Shure PSM-1000 G10 - NAME GOES HERE,Generic - Mathew McNiven #4,472.825,682.65
Parking Lot   East and West Stage,Zone 1,Cross-Zone,3f2-2f1,47.8,53.215,Medium,RFWS Senn  36Mhz 662-698 - ',Senn EM3732 A - ACR4 RF 1,679.6,470.805
Parking Lot   East and West Stage,Zone 1,Cross-Zone,3f2-2f1,47.8,53.445,Medium,Lectro Standard Block 27 - CP24 IFB 18  Patio,Senn EM3732 A - ACR2 RF 21,692.1,479.215
Parking Lot   East and West Stage,Zone 1,Cross-Zone,3f2-2f1,47.8,53.865,Medium,RFWS Senn  36Mhz 662-698 - ',Senn EM3732 A - ACR4 RF 1,679.275,470.805
Parking Lot   East and West Stage,Parking Lot   East and West Stage,Intra-Zone,3f1-2f2,0.0,53.875,Medium,Shure PSM-1000 G10 - NAME GOES HERE,RFWS Senn  36Mhz 662-698 - ',474.025,684.1
Parking Lot   East and West Stage,Parking Lot   East and West Stage,Intra-Zone,3f2-2f1,0.0,53.875,Medium,Shure PSM-1000 G10 - NAME GOES HERE,RFWS Senn  36Mhz 662-698 - ',474.025,684.1
Parking Lot   East and West Stage,Zone 1,Cross-Zone,3f2-2f1,47.8,54.105,Medium,RFWS Senn  36Mhz 662-698 - ',Senn EM3732 A - ACR2 RF 19,680.025,471.385
Parking Lot   East and West Stage,Zone 1,Cross-Zone,3f2-2f1,47.8,54.245,Medium,RFWS Senn  36Mhz 662-698 - ',Senn EM3732 A - ACR4 RF 2,681.425,472.365
Parking Lot   East and West Stage,Zone 3,Cross-Zone,3f1-2f2,86.31,54.3,Medium,Shure PSM-1000 G10 - NAME GOES HERE,Generic - Mathew McNiven #4,473.2,682.65
Parking Lot   East and West Stage,Zone 3,Cross-Zone,3f1-2f2,86.31,54.4,Medium,Shure PSM-1000 G10 - NAME GOES HERE,Generic - Brett Harman #6,471.8,680.5
Parking Lot   East and West Stage,Parking Lot   East and West Stage,Intra-Zone,3f2-2f1,0.0,54.545,Medium,Shure PSM-1000 G10 - NAME GOES HERE,Generic - 662-698,481.975,695.69
Parking Lot   East and West Stage,Parking Lot   East and West Stage,Intra-Zone,3f1-2f2,0.0,54.545,Medium,Shure PSM-1000 G10 - NAME GOES HERE,Generic - 662-698,481.975,695.69
Parking Lot   East and West Stage,Parking Lot   East and West Stage,Intra-Zone,3f1-2f2,0.0,54.675,Medium,Shure PSM-1000 G10 - NAME GOES HERE,RFWS Senn  36Mhz 662-698 - ',474.025,683.7
Parking Lot   East and West Stage,Parking Lot   East and West Stage,Intra-Zone,3f2-2f1,0.0,54.675,Medium,Shure PSM-1000 G10 - NAME GOES HERE,RFWS Senn  36Mhz 662-698 - ',474.025,683.7
Parking Lot   East and West Stage,Zone 1,Cross-Zone,3f2-2f1,47.8,54.845,Medium,RFWS Senn  36Mhz 662-698 - NAME GOES HERE,Senn EM3732 A - ACR4 RF 2,681.125,472.365
Parking Lot   East and West Stage,Zone 1,Cross-Zone,3f2-2f1,47.8,54.955,Medium,RFWS Senn  36Mhz 662-698 - ',Senn EM3732 A - ACR2 RF 19,679.6,471.385
Parking Lot   East and West Stage,Parking Lot   East and West Stage,Intra-Zone,3f1-2f2,0.0,55.275,Medium,Shure PSM-1000 G10 - NAME GOES HERE,Lectrosonics 100 KHz Block 26 - 'B/2,474.025,683.4
Parking Lot   East and West Stage,Parking Lot   East and West Stage,Intra-Zone,3f2-2f1,0.0,55.275,Medium,Shure PSM-1000 G10 - NAME GOES HERE,Lectrosonics 100 KHz Block 26 - 'B/2,474.025,683.4
Parking Lot   East and West Stage,Zone 1,Cross-Zone,3f2-2f1,47.8,55.3,Medium,RFWS Senn  36Mhz 662-698 - ',Senn EM3732 A - ACR2 RF 20,684.1,474.5
Parking Lot   East and West Stage,Parking Lot   East and West Stage,Intra-Zone,3f2-2f1,0.0,55.35,Medium,Shure PSM-1000 G10 - NAME GOES HERE,RFWS Senn  36Mhz 662-698 - ',471.8,680.025
Parking Lot   East and West Stage,Parking Lot   East and West Stage,Intra-Zone,3f1-2f2,0.0,55.35,Medium,Shure PSM-1000 G10 - NAME GOES HERE,RFWS Senn  36Mhz 662-698 - ',471.8,680.025
Parking Lot   East and West Stage,Zone 1,Cross-Zone,3f2-2f1,47.8,55.605,Medium,RFWS Senn  36Mhz 662-698 - ',Senn EM3732 A - ACR2 RF 19,679.275,471.385
Parking Lot   East and West Stage,Parking Lot   East and West Stage,Intra-Zone,3f1-2f2,0.0,55.625,Medium,Shure PSM-1000 G10 - NAME GOES HERE,RFWS Senn  36Mhz 662-698 - ',472.825,681.425
Parking Lot   East and West Stage,Parking Lot   East and West Stage,Intra-Zone,3f2-2f1,0.0,55.625,Medium,Shure PSM-1000 G10 - NAME GOES HERE,RFWS Senn  36Mhz 662-698 - ',472.825,681.425
Parking Lot   East and West Stage,Zone 1,Cross-Zone,3f2-2f1,47.8,55.665,Medium,RFWS Senn  36Mhz 662-698 - ',Senn EM3732 A - ACR4 RF 1,678.375,470.805
Parking Lot   East and West Stage,Parking Lot   East and West Stage,Intra-Zone,3f1-2f2,0.0,55.755,Medium,Shure PSM-1000 G10 - NAME GOES HERE,Generic - 662-698,481.975,695.085
Parking Lot   East and West Stage,Parking Lot   East and West Stage,Intra-Zone,3f2-2f1,0.0,55.755,Medium,Shure PSM-1000 G10 - NAME GOES HERE,Generic - 662-698,481.975,695.085
Zone 1,Zone 3,Cross-Zone,3f1-2f2,73.98,56.095,Medium,Senn EM3732 A - ACR4 RF 2,Generic - Brett Harman #6,472.365,680.5
Parking Lot   East and West Stage,Zone 1,Cross-Zone,3f2-2f1,47.8,56.1,Medium,RFWS Senn  36Mhz 662-698 - ',Senn EM3732 A - ACR2 RF 20,683.7,474.5
Parking Lot   East and West Stage,Parking Lot   East and West Stage,Intra-Zone,3f1-2f2,0.0,56.2,Medium,Shure PSM-1000 G10 - NAME GOES HERE,RFWS Senn  36Mhz 662-698 - ',471.8,679.6
Parking Lot   East and West Stage,Parking Lot   East and West Stage,Intra-Zone,3f2-2f1,0.0,56.2,Medium,Shure PSM-1000 G10 - NAME GOES HERE,RFWS Senn  36Mhz 662-698 - ',471.8,679.6
Parking Lot   East and West Stage,Parking Lot   East and West Stage,Intra-Zone,3f1-2f2,0.0,56.225,Medium,Shure PSM-1000 G10 - NAME GOES HERE,RFWS Senn  36Mhz 662-698 - NAME GOES HERE,472.825,681.125
Parking Lot   East and West Stage,Parking Lot   East and West Stage,Intra-Zone,3f2-2f1,0.0,56.225,Medium,Shure PSM-1000 G10 - NAME GOES HERE,RFWS Senn  36Mhz 662-698 - NAME GOES HERE,472.825,681.125
Parking Lot   East and West Stage,Parking Lot   East and West Stage,Intra-Zone,3f1-2f2,0.0,56.495,Medium,Shure PSM-1000 G10 - NAME GOES HERE,Generic - 662-698,481.975,694.715
Parking Lot   East and West Stage,Parking Lot   East and West Stage,Intra-Zone,3f2-2f1,0.0,56.495,Medium,Shure PSM-1000 G10 - NAME GOES HERE,Generic - 662-698,481.975,694.715
Parking Lot   East and West Stage,Zone 1,Cross-Zone,3f2-2f1,47.8,56.7,Medium,Lectrosonics 100 KHz Block 26 - 'B/2,Senn EM3732 A - ACR2 RF 20,683.4,474.5
Parking Lot   East and West Stage,Parking Lot   East and West Stage,Intra-Zone,3f1-2f2,0.0,56.75,Medium,Shure PSM-1000 G10 - NAME GOES HERE,RFWS Senn  36Mhz 662-698 - ',473.2,681.425
Parking Lot   East and West Stage,Parking Lot   East and West Stage,Intra-Zone,3f2-2f1,0.0,56.75,Medium,Shure PSM-1000 G10 - NAME GOES HERE,RFWS Senn  36Mhz 662-698 - ',473.2,681.425
Parking Lot   East and West Stage,Zone 3,Cross-Zone,3f1-2f2,86.31,56.775,Medium,Shure PSM-1000 G10 - NAME GOES HERE,Generic - Mathew McNiven #4,474.025,682.65
Parking Lot   East and West Stage,Parking Lot   East and West Stage,Intra-Zone,3f1-2f2,0.0,56.85,Medium,Shure PSM-1000 G10 - NAME GOES HERE,RFWS Senn  36Mhz 662-698 - ',471.8,679.275
Parking Lot   East and West Stage,Parking Lot   East and West Stage,Intra-Zone,3f2-2f1,0.0,56.85,Medium,Shure PSM-1000 G10 - NAME GOES HERE,RFWS Senn  36Mhz 662-698 - ',471.8,679.275
Parking Lot   East and West Stage,Zone 1,Cross-Zone,3f2-2f1,47.8,57.045,Medium,RFWS Senn  36Mhz 662-698 - ',Senn EM3732 A - ACR4 RF 2,680.025,472.365
Parking Lot   East and West Stage,Zone 1,Cross-Zone,3f2-2f1,47.8,57.165,Medium,RFWS Senn  36Mhz 662-698 - ',Senn EM3732 A - ACR4 RF 1,677.625,470.805
Parking Lot   East and West Stage,Parking Lot   East and West Stage,Intra-Zone,3f1-2f2,0.0,57.35,Medium,Shure PSM-1000 G10 - NAME GOES HERE,RFWS Senn  36Mhz 662-698 - NAME GOES HERE,473.2,681.125
Parking Lot   East and West Stage,Parking Lot   East and West Stage,Intra-Zone,3f2-2f1,0.0,57.35,Medium,Shure PSM-1000 G10 - NAME GOES HERE,RFWS Senn  36Mhz 662-698 - NAME GOES HERE,473.2,681.125
Parking Lot   East and West Stage,Zone 1,Cross-Zone,3f2-2f1,47.8,57.405,Medium,RFWS Senn  36Mhz 662-698 - ',Senn EM3732 A - ACR2 RF 19,678.375,471.385
Parking Lot   East and West Stage,Zone 1,Cross-Zone,3f2-2f1,47.8,57.47,Medium,Generic - 662-698,Senn EM3732 A - ACR2 RF 22,695.69,482.95
Parking Lot   East and West Stage,Zone 3,Cross-Zone,3f1-2f2,86.31,57.475,Medium,Shure PSM-1000 G10 - NAME GOES HERE,Generic - Brett Harman #6,472.825,680.5
Parking Lot   East and West Stage,Zone 1,Cross-Zone,3f2-2f1,47.8,57.645,Medium,Shure PSM-1000 L8 - ',Senn EM3732 A - ACR2 RF 21,690.0,479.215
Parking Lot   East and West Stage,Zone 1,Cross-Zone,3f2-2f1,47.8,57.895,Medium,RFWS Senn  36Mhz 662-698 - ',Senn EM3732 A - ACR4 RF 2,679.6,472.365
Parking Lot   East and West Stage,Parking Lot   East and West Stage,Intra-Zone,3f2-2f1,0.0,57.925,Medium,Shure PSM-1000 G10 - NAME GOES HERE,RFWS Senn  36Mhz 662-698 - ',475.375,684.1
Parking Lot   East and West Stage,Parking Lot   East and West Stage,Intra-Zone,3f1-2f2,0.0,57.925,Medium,Shure PSM-1000 G10 - NAME GOES HERE,RFWS Senn  36Mhz 662-698 - ',475.375,684.1
Zone 1,Zone 3,Cross-Zone,3f1-2f2,73.98,58.2,Medium,Senn EM3732 A - ACR2 RF 20,Generic - Mathew McNiven #4,474.5,682.65
Parking Lot   East and West Stage,Parking Lot   East and West Stage,Intra-Zone,3f2-2f1,0.0,58.425,Medium,Shure PSM-1000 G10 - NAME GOES HERE,RFWS Senn  36Mhz 662-698 - ',472.825,680.025
Parking Lot   East and West Stage,Parking Lot   East and West Stage,Intra-Zone,3f1-2f2,0.0,58.425,Medium,Shure PSM-1000 G10 - NAME GOES HERE,RFWS Senn  36Mhz 662-698 - ',472.825,680.025
Parking Lot   East and West Stage,Zone 1,Cross-Zone,3f2-2f1,47.8,58.465,Medium,RFWS Senn  36Mhz 662-698 - ',Senn EM3732 A - ACR4 RF 1,676.975,470.805
Parking Lot   East and West Stage,Zone 1,Cross-Zone,3f2-2f1,47.8,58.545,Medium,RFWS Senn  36Mhz 662-698 - ',Senn EM3732 A - ACR4 RF 2,679.275,472.365
Parking Lot   East and West Stage,Zone 3,Cross-Zone,3f1-2f2,86.31,58.6,Medium,Shure PSM-1000 G10 - NAME GOES HERE,Generic - Brett Harman #6,473.2,680.5
Parking Lot   East and West Stage,Parking Lot   East and West Stage,Intra-Zone,3f2-2f1,0.0,58.65,Medium,Shure PSM-1000 G10 - NAME GOES HERE,RFWS Senn  36Mhz 662-698 - ',471.8,678.375
Parking Lot   East and West Stage,Parking Lot   East and West Stage,Intra-Zone,3f1-2f2,0.0,58.65,Medium,Shure PSM-1000 G10 - NAME GOES HERE,RFWS Senn  36Mhz 662-698 - ',471.8,678.375
Parking Lot   East and West Stage,Zone 1,Cross-Zone,3f2-2f1,47.8,58.68,Medium,Generic - 662-698,Senn EM3732 A - ACR2 RF 22,695.085,482.95
Parking Lot   East and West Stage,Parking Lot   East and West Stage,Intra-Zone,3f1-2f2,0.0,58.725,Medium,Shure PSM-1000 G10 - NAME GOES HERE,RFWS Senn  36Mhz 662-698 - ',475.375,683.7
Parking Lot   East and West Stage,Parking Lot   East and West Stage,Intra-Zone,3f2-2f1,0.0,58.725,Medium,Shure PSM-1000 G10 - NAME GOES HERE,RFWS Senn  36Mhz 662-698 - ',475.375,683.7
Parking Lot   East and West Stage,Zone 1,Cross-Zone,3f2-2f1,47.8,58.905,Medium,RFWS Senn  36Mhz 662-698 - ',Senn EM3732 A - ACR2 RF 19,677.625,471.385
Parking Lot   East and West Stage,Parking Lot   East and West Stage,Intra-Zone,3f1-2f2,0.0,59.225,Medium,Shure PSM-1000 G10 - NAME GOES HERE,RFWS Senn  36Mhz 662-698 - ',474.025,681.425
Parking Lot   East and West Stage,Parking Lot   East and West Stage,Intra-Zone,3f2-2f1,0.0,59.225,Medium,Shure PSM-1000 G10 - NAME GOES HERE,RFWS Senn  36Mhz 662-698 - ',474.025,681.425
Parking Lot   East and West Stage,Parking Lot   East and West Stage,Intra-Zone,3f1-2f2,0.0,59.275,Medium,Shure PSM-1000 G10 - NAME GOES HERE,RFWS Senn  36Mhz 662-698 - ',472.825,679.6
Parking Lot   East and West Stage,Parking Lot   East and West Stage,Intra-Zone,3f2-2f1,0.0,59.275,Medium,Shure PSM-1000 G10 - NAME GOES HERE,RFWS Senn  36Mhz 662-698 - ',472.825,679.6
Parking Lot   East and West Stage,Zone 1,Cross-Zone,3f2-2f1,47.8,59.315,Medium,Generic - 662-698,Senn EM3732 A - ACR4 RF 3,695.69,483.565
Parking Lot   East and West Stage,Parking Lot   East and West Stage,Intra-Zone,3f1-2f2,0.0,59.325,Medium,Shure PSM-1000 G10 - NAME GOES HERE,Lectrosonics 100 KHz Block 26 - 'B/2,475.375,683.4
Parking Lot   East and West Stage,Parking Lot   East and West Stage,Intra-Zone,3f2-2f1,0.0,59.325,Medium,Shure PSM-1000 G10 - NAME GOES HERE,Lectrosonics 100 KHz Block 26 - 'B/2,475.375,683.4
Parking Lot   East and West Stage,Zone 1,Cross-Zone,3f2-2f1,47.8,59.415,Medium,Shure PSM-1000 L8 - ',Senn EM3732 A - ACR4 RF 1,676.5,470.805
Parking Lot   East and West Stage,Zone 1,Cross-Zone,3f2-2f1,47.8,59.42,Medium,Generic - 662-698,Senn EM3732 A - ACR2 RF 22,694.715,482.95
Parking Lot   East and West Stage,Parking Lot   East and West Stage,Intra-Zone,3f2-2f1,0.0,59.55,Medium,Shure PSM-1000 G10 - NAME GOES HERE,RFWS Senn  36Mhz 662-698 - ',473.2,680.025
Parking Lot   East and West Stage,Parking Lot   East and West Stage,Intra-Zone,3f1-2f2,0.0,59.55,Medium,Shure PSM-1000 G10 - NAME GOES HERE,RFWS Senn  36Mhz 662-698 - ',473.2,680.025
Parking Lot   East and West Stage,Parking Lot   East and West Stage,Intra-Zone,3f2-2f1,0.0,59.825,Medium,Shure PSM-1000 G10 - NAME GOES HERE,RFWS Senn  36Mhz 662-698 - NAME GOES HERE,474.025,681.125
Parking Lot   East and West Stage,Parking Lot   East and West Stage,Intra-Zone,3f1-2f2,0.0,59.825,Medium,Shure PSM-1000 G10 - NAME GOES HERE,RFWS Senn  36Mhz 662-698 - NAME GOES HERE,474.025,681.125
Parking Lot   East and West Stage,Parking Lot   East and West Stage,Intra-Zone,3f1-2f2,0.0,59.925,Medium,Shure PSM-1000 G10 - NAME GOES HERE,RFWS Senn  36Mhz 662-698 - ',472.825,679.275
Parking Lot   East and West Stage,Parking Lot   East and West Stage,Intra-Zone,3f2-2f1,0.0,59.925,Medium,Shure PSM-1000 G10 - NAME GOES HERE,RFWS Senn  36Mhz 662-698 - ',472.825,679.275
Parking Lot   East and West Stage,Zone 2,Cross-Zone,3f2-2f1,12.04,59.95,Medium,RFWS Senn  36Mhz 662-698 - ',Generic Generic - CP24 Intercom Tx,684.1,476.05
Parking Lot   East and West Stage,Zone 1,Cross-Zone,3f2-2f1,47.8,60.095,Medium,Shure PSM-1000 L8 - ',Senn EM3732 A - ACR2 RF 21,688.775,479.215
Parking Lot   East and West Stage,Parking Lot   East and West Stage,Intra-Zone,3f1-2f2,0.0,60.15,Medium,Shure PSM-1000 G10 - NAME GOES HERE,RFWS Senn  36Mhz 662-698 - ',471.8,677.625
Parking Lot   East and West Stage,Parking Lot   East and West Stage,Intra-Zone,3f2-2f1,0.0,60.15,Medium,Shure PSM-1000 G10 - NAME GOES HERE,RFWS Senn  36Mhz 662-698 - ',471.8,677.625
Parking Lot   East and West Stage,Zone 1,Cross-Zone,3f2-2f1,47.8,60.205,Medium,RFWS Senn  36Mhz 662-698 - ',Senn EM3732 A - ACR2 RF 19,676.975,471.385
Zone 1,Zone 3,Cross-Zone,3f1-2f2,73.98,60.315,Medium,Senn EM3732 A - ACR4 RF 1,Generic - Mathew McNiven #3,470.805,676.05
Parking Lot   East and West Stage,Zone 1,Cross-Zone,3f2-2f1,47.8,60.345,Medium,RFWS Senn  36Mhz 662-698 - ',Senn EM3732 A - ACR4 RF 2,678.375,472.365
Parking Lot   East and West Stage,Parking Lot   East and West Stage,Intra-Zone,3f2-2f1,0.0,60.4,Medium,Shure PSM-1000 G10 - NAME GOES HERE,RFWS Senn  36Mhz 662-698 - ',473.2,679.6
Parking Lot   East and West Stage,Parking Lot   East and West Stage,Intra-Zone,3f1-2f2,0.0,60.4,Medium,Shure PSM-1000 G10 - NAME GOES HERE,RFWS Senn  36Mhz 662-698 - ',473.2,679.6
Parking Lot   East and West Stage,Zone 1,Cross-Zone,3f2-2f1,47.8,60.525,Medium,Generic - 662-698,Senn EM3732 A - ACR4 RF 3,695.085,483.565
Parking Lot   East and West Stage,Zone 1,Cross-Zone,3f2-2f1,47.8,60.65,Medium,RFWS Senn  36Mhz 662-698 - ',Senn EM3732 A - ACR2 RF 20,681.425,474.5
Parking Lot   East and West Stage,Zone 2,Cross-Zone,3f2-2f1,12.04,60.75,Medium,RFWS Senn  36Mhz 662-698 - ',Generic Generic - CP24 Intercom Tx,683.7,476.05
Parking Lot   East and West Stage,Zone 3,Cross-Zone,3f1-2f2,86.31,60.825,Medium,Shure PSM-1000 G10 - NAME GOES HERE,Generic - Mathew McNiven #4,475.375,682.65
Parking Lot   East and West Stage,Parking Lot   East and West Stage,Intra-Zone,3f1-2f2,0.0,61.05,Medium,Shure PSM-1000 G10 - NAME GOES HERE,RFWS Senn  36Mhz 662-698 - ',473.2,679.275
Parking Lot   East and West Stage,Parking Lot   East and West Stage,Intra-Zone,3f2-2f1,0.0,61.05,Medium,Shure PSM-1000 G10 - NAME GOES HERE,RFWS Senn  36Mhz 662-698 - ',473.2,679.275
Parking Lot   East and West Stage,Zone 3,Cross-Zone,3f1-2f2,86.31,61.075,Medium,Shure PSM-1000 G10 - NAME GOES HERE,Generic - Brett Harman #6,474.025,680.5
Parking Lot   East and West Stage,Zone 1,Cross-Zone,3f2-2f1,47.8,61.155,Medium,Shure PSM-1000 L8 - ',Senn EM3732 A - ACR2 RF 19,676.5,471.385
Parking Lot   East and West Stage,Zone 1,Cross-Zone,3f2-2f1,47.8,61.25,Medium,RFWS Senn  36Mhz 662-698 - NAME GOES HERE,Senn EM3732 A - ACR2 RF 20,681.125,474.5
Parking Lot   East and West Stage,Zone 1,Cross-Zone,3f2-2f1,47.8,61.265,Medium,Generic - 662-698,Senn EM3732 A - ACR4 RF 3,694.715,483.565
Parking Lot   East and West Stage,Parking Lot   East and West Stage,Intra-Zone,3f1-2f2,0.0,61.295,Medium,Shure PSM-1000 G10 - NAME GOES HERE,Generic - 662-698,484.225,695.69
Parking Lot   East and West Stage,Parking Lot   East and West Stage,Intra-Zone,3f2-2f1,0.0,61.295,Medium,Shure PSM-1000 G10 - NAME GOES HERE,Generic - 662-698,484.225,695.69
Parking Lot   East and West Stage,Zone 2,Cross-Zone,3f2-2f1,12.04,61.35,Medium,Lectrosonics 100 KHz Block 26 - 'B/2,Generic Generic - CP24 Intercom Tx,683.4,476.05
Parking Lot   East and West Stage,Parking Lot   East and West Stage,Intra-Zone,3f1-2f2,0.0,61.45,Medium,Shure PSM-1000 G10 - NAME GOES HERE,RFWS Senn  36Mhz 662-698 - ',471.8,676.975
Parking Lot   East and West Stage,Parking Lot   East and West Stage,Intra-Zone,3f2-2f1,0.0,61.45,Medium,Shure PSM-1000 G10 - NAME GOES HERE,RFWS Senn  36Mhz 662-698 - ',471.8,676.975
Parking Lot   East and West Stage,Parking Lot   East and West Stage,Intra-Zone,3f1-2f2,0.0,61.725,Medium,Shure PSM-1000 G10 - NAME GOES HERE,Lectro Standard Block 27 - CP24 IFB 18  Patio,481.975,692.1
Parking Lot   East and West Stage,Parking Lot   East and West Stage,Intra-Zone,3f2-2f1,0.0,61.725,Medium,Shure PSM-1000 G10 - NAME GOES HERE,Lectro Standard Block 27 - CP24 IFB 18  Patio,481.975,692.1
Parking Lot   East and West Stage,Parking Lot   East and West Stage,Intra-Zone,3f1-2f2,0.0,61.725,Medium,Shure PSM-1000 G10 - NAME GOES HERE,RFWS Senn  36Mhz 662-698 - ',472.825,678.375
Parking Lot   East and West Stage,Parking Lot   East and West Stage,Intra-Zone,3f2-2f1,0.0,61.725,Medium,Shure PSM-1000 G10 - NAME GOES HERE,RFWS Senn  36Mhz 662-698 - ',472.825,678.375
Parking Lot   East and West Stage,Zone 1,Cross-Zone,3f2-2f1,47.8,61.845,Medium,RFWS Senn  36Mhz 662-698 - ',Senn EM3732 A - ACR4 RF 2,677.625,472.365
Parking Lot   East and West Stage,Parking Lot   East and West Stage,Intra-Zone,3f1-2f2,0.0,62.025,Medium,Shure PSM-1000 G10 - NAME GOES HERE,RFWS Senn  36Mhz 662-698 - ',474.025,680.025
Parking Lot   East and West Stage,Parking Lot   East and West Stage,Intra-Zone,3f2-2f1,0.0,62.025,Medium,Shure PSM-1000 G10 - NAME GOES HERE,RFWS Senn  36Mhz 662-698 - ',474.025,680.025
Zone 1,Zone 3,Cross-Zone,3f1-2f2,73.98,62.055,Medium,Senn EM3732 A - ACR2 RF 19,Generic - Mathew McNiven #3,471.385,676.05
Parking Lot   East and West Stage,Zone 1,Cross-Zone,3f2-2f1,47.8,62.245,Medium,Lectrosonics 100 KHz Block 26 - 'D/D,Senn EM3732 A - ACR2 RF 21,687.7,479.215
Parking Lot   East and West Stage,Parking Lot   East and West Stage,Intra-Zone,3f1-2f2,0.0,62.4,Medium,Shure PSM-1000 G10 - NAME GOES HERE,Shure PSM-1000 L8 - ',471.8,676.5
Parking Lot   East and West Stage,Parking Lot   East and West Stage,Intra-Zone,3f2-2f1,0.0,62.4,Medium,Shure PSM-1000 G10 - NAME GOES HERE,Shure PSM-1000 L8 - ',471.8,676.5
Zone 1,Zone 3,Cross-Zone,3f1-2f2,73.98,62.415,Medium,Senn EM3732 A - ACR4 RF 1,Generic Generic - Brett Harman #5,470.805,675.0
Zone 1,Zone 3,Cross-Zone,3f1-2f2,73.98,62.5,Medium,Senn EM3732 A - ACR2 RF 20,Generic - Brett Harman #6,474.5,680.5
Parking Lot   East and West Stage,Parking Lot   East and West Stage,Intra-Zone,3f1-2f2,0.0,62.505,Medium,Shure PSM-1000 G10 - NAME GOES HERE,Generic - 662-698,484.225,695.085
Parking Lot   East and West Stage,Parking Lot   East and West Stage,Intra-Zone,3f2-2f1,0.0,62.505,Medium,Shure PSM-1000 G10 - NAME GOES HERE,Generic - 662-698,484.225,695.085
