Frequency_MHz,Power_dBm
400.000,-73.233
400.217,-70.347
400.435,-70.414
400.652,-84.473
400.870,-87.212
401.087,-89.693
401.304,-81.898
401.522,-81.383
401.739,-83.661
401.957,-82.699
402.174,-84.410
402.391,-86.643
402.609,-82.273
402.826,-81.436
403.043,-83.062
403.261,-83.884
403.478,-86.169
403.696,-86.006
403.913,-86.613
404.130,-81.332
404.348,-82.438
404.565,-90.928
404.783,-90.381
405.000,-88.145
405.217,-86.092
405.435,-85.671
405.652,-77.659
405.870,-87.964
406.087,-89.038
406.304,-87.192
406.522,-89.383
406.739,-87.049
406.957,-86.838
407.174,-84.992
407.391,-87.161
407.609,-86.044
407.826,-87.409
408.043,-84.210
408.261,-87.306
408.478,-84.824
408.696,-88.896
408.913,-87.501
409.130,-89.647
409.348,-89.139
409.565,-87.725
409.783,-86.336
410.000,-87.205
410.217,-85.627
410.435,-80.305
410.652,-73.473
410.870,-83.656
411.087,-86.497
411.304,-80.488
411.522,-90.729
411.739,-86.020
411.957,-90.648
412.174,-88.856
412.391,-87.587
412.609,-82.487
412.826,-86.519
413.043,-84.750
413.261,-87.972
413.478,-83.984
413.696,-84.635
413.913,-86.994
414.130,-86.376
414.348,-84.995
414.565,-88.118
414.783,-88.307
415.000,-90.415
415.217,-89.097
415.435,-89.113
415.652,-87.460
415.870,-89.377
416.087,-92.521
416.304,-90.965
416.522,-88.643
416.739,-91.034
416.957,-83.164
417.174,-93.608
417.391,-85.039
417.609,-91.060
417.826,-89.500
418.043,-90.280
418.261,-92.985
418.478,-91.437
418.696,-90.893
418.913,-90.996
419.130,-93.137
419.348,-93.626
419.565,-93.930
419.783,-87.480
420.000,-89.877
420.217,-89.581
420.435,-90.456
420.652,-88.226
420.870,-89.354
421.087,-90.105
421.304,-78.209
421.522,-87.544
421.739,-91.604
421.957,-91.109
422.174,-87.430
422.391,-90.811
422.609,-83.184
422.826,-94.279
423.043,-82.280
423.261,-89.696
423.478,-88.625
423.696,-89.840
423.913,-92.842
424.130,-92.570
424.348,-91.896
424.565,-92.900
424.783,-93.471
425.000,-90.178
425.217,-94.714
425.435,-89.831
425.652,-92.397
425.870,-87.588
426.087,-90.916
426.304,-92.832
426.522,-94.700
426.739,-92.075
426.957,-89.898
427.174,-89.038
427.391,-90.756
427.609,-90.792
427.826,-87.254
428.043,-92.296
428.261,-87.682
428.478,-88.352
428.696,-77.513
428.913,-89.078
429.130,-89.374
429.348,-92.669
429.565,-92.036
429.783,-89.468
430.000,-89.241
430.217,-91.746
430.435,-91.757
430.652,-93.893
430.870,-89.857
431.087,-82.427
431.304,-83.266
431.522,-84.429
431.739,-91.340
431.957,-90.223
432.174,-93.035
432.391,-95.523
432.609,-94.164
432.826,-91.659
433.043,-87.088
433.261,-96.398
433.478,-90.717
433.696,-92.994
433.913,-91.238
434.130,-91.532
434.348,-79.107
434.565,-92.143
434.783,-91.518
435.000,-92.392
435.217,-92.578
435.435,-91.852
435.652,-90.328
435.870,-92.508
436.087,-89.007
436.304,-91.180
436.522,-92.293
436.739,-89.763
436.957,-87.197
437.174,-85.068
437.391,-88.353
437.609,-92.119
437.826,-91.897
438.043,-93.833
438.261,-91.498
438.478,-91.697
438.696,-91.093
438.913,-95.257
439.130,-95.602
439.348,-94.608
439.565,-95.870
439.783,-85.116
440.000,-79.398
440.217,-88.682
440.435,-87.453
440.652,-92.348
440.870,-88.412
441.087,-93.168
441.304,-94.188
441.522,-88.192
441.739,-90.638
441.957,-90.137
442.174,-90.014
442.391,-87.691
442.609,-85.259
442.826,-84.997
443.043,-87.119
443.261,-85.828
443.478,-90.461
443.696,-87.640
443.913,-89.630
444.130,-86.147
444.348,-85.759
444.565,-85.091
444.783,-82.810
445.000,-86.131
445.217,-82.238
445.435,-64.840
445.652,-76.632
445.870,-80.525
446.087,-81.670
446.304,-90.030
446.522,-89.450
446.739,-89.046
446.957,-87.613
447.174,-85.397
447.391,-87.570
447.609,-87.888
447.826,-89.913
448.043,-87.558
448.261,-87.893
448.478,-84.136
448.696,-88.430
448.913,-90.741
449.130,-89.100
449.348,-92.281
449.565,-89.752
449.783,-86.784
450.000,-87.387
450.217,-92.719
450.435,-88.673
450.652,-91.920
450.870,-90.029
451.087,-92.026
451.304,-82.516
451.522,-94.029
451.739,-88.355
451.957,-94.950
452.174,-92.465
452.391,-89.471
452.609,-87.594
452.826,-87.982
453.043,-84.448
453.261,-92.411
453.478,-92.128
453.696,-88.768
453.913,-88.291
454.130,-86.720
454.348,-91.753
454.565,-84.795
454.783,-87.370
455.000,-89.149
455.217,-87.718
455.435,-90.205
455.652,-88.250
455.870,-87.626
456.087,-93.283
456.304,-93.524
456.522,-89.268
456.739,-91.450
456.957,-87.486
457.174,-93.853
457.391,-87.520
457.609,-94.935
457.826,-91.069
458.043,-89.347
458.261,-90.270
458.478,-88.138
458.696,-90.088
458.913,-91.630
459.130,-90.466
459.348,-91.644
459.565,-87.865
459.783,-92.327
460.000,-90.119
460.217,-90.960
460.435,-89.174
460.652,-91.519
460.870,-90.500
461.087,-93.444
461.304,-91.445
461.522,-89.758
461.739,-86.320
461.957,-83.032
462.174,-88.595
462.391,-92.175
462.609,-89.434
462.826,-95.174
463.043,-90.434
463.261,-92.035
463.478,-91.936
463.696,-96.333
463.913,-89.273
464.130,-92.839
464.348,-90.629
464.565,-92.129
464.783,-92.788
465.000,-94.490
465.217,-94.450
465.435,-94.021
465.652,-95.310
465.870,-94.463
466.087,-95.873
466.304,-95.969
466.522,-92.948
466.739,-91.791
466.957,-85.973
467.174,-94.153
467.391,-90.266
467.609,-96.346
467.826,-96.493
468.043,-89.046
468.261,-94.702
468.478,-93.275
468.696,-94.747
468.913,-92.920
469.130,-94.001
469.348,-96.581
469.565,-96.724
469.783,-95.357
470.000,-92.611
470.217,-96.671
470.435,-94.696
470.652,-95.134
470.870,-97.583
471.087,-91.965
471.304,-96.338
471.522,-93.303
471.739,-96.101
471.957,-93.539
472.174,-92.847
472.391,-94.317
472.609,-96.749
472.826,-93.635
473.043,-97.129
473.261,-100.308
473.478,-98.689
473.696,-98.786
473.913,-96.599
474.130,-96.361
474.348,-91.345
474.565,-94.445
474.783,-101.054
475.000,-98.480
475.217,-94.795
475.435,-98.476
475.652,-99.008
475.870,-97.237
476.087,-98.466
