Frequency (Hz),Average,Median,Range,Std Dev,Variance,PSD (dBm/Hz)
,-97.356,-97.356,8.958,6.334,40.125,-137.356
,-97.978,-97.978,8.233,5.821,33.889,-137.978
,-98.501,-98.501,7.310,5.169,26.721,-138.501
,-99.323,-99.323,6.986,4.940,24.402,-139.323
,-101.656,-101.656,9.684,6.847,46.886,-141.656
,-102.517,-102.517,9.436,6.672,44.521,-142.517
,-102.509,-102.509,7.451,5.269,27.757,-142.509
,-101.309,-101.309,3.082,2.180,4.751,-141.309
,-102.003,-102.003,2.502,1.769,3.130,-142.003
,-101.391,-101.391,1.342,0.949,0.900,-141.391
102.395,,,,,,
,-101.068,-101.068,0.759,0.537,0.288,-141.068
,-103.106,-103.106,4.899,3.464,11.999,-143.106
,-103.330,-103.330,5.412,3.827,14.643,-143.330
,-102.393,-102.393,3.600,2.546,6.482,-142.393
,-102.202,-102.202,3.283,2.322,5.390,-142.202
,-102.319,-102.319,3.581,2.532,6.413,-142.319
,-101.292,-101.292,1.590,1.124,1.264,-141.292
,-101.051,-101.051,1.172,0.829,0.687,-141.051
,-100.982,-100.982,1.097,0.776,0.602,-140.981
,-103.712,-103.712,6.637,4.693,22.022,-143.712
,-102.946,-102.946,5.184,3.666,13.438,-142.946
,-103.511,-103.511,6.393,4.520,20.434,-143.511
,-102.741,-102.741,4.933,3.488,12.169,-142.741
,-102.692,-102.692,4.914,3.475,12.074,-142.692
,-103.009,-103.009,5.628,3.979,15.835,-143.009
,-100.778,-100.778,1.245,0.880,0.775,-140.778
,-100.641,-100.641,1.049,0.742,0.550,-140.641
,-104.212,-104.212,8.271,5.849,34.208,-144.212
,-102.456,-102.456,4.837,3.420,11.698,-142.456
,-102.949,-102.949,5.484,3.878,15.036,-142.949
,-103.939,-103.939,7.123,5.036,25.366,-143.939
,-102.692,-102.692,4.289,3.033,9.199,-142.692
,-102.848,-102.848,4.260,3.012,9.075,-142.848
,-103.429,-103.429,5.082,3.594,12.913,-143.429
,-102.471,-102.471,2.825,1.997,3.990,-142.471
,-103.453,-103.453,4.449,3.146,9.895,-143.453
,-103.865,-103.865,4.932,3.488,12.164,-143.865
,-104.226,-104.226,5.315,3.758,14.126,-144.226
,-104.915,-104.915,6.351,4.491,20.168,-144.915
,-104.661,-104.661,5.290,3.741,13.995,-144.661
,-105.197,-105.197,5.811,4.109,16.884,-145.197
,-104.582,-104.582,4.028,2.848,8.110,-144.582
,-104.647,-104.647,3.603,2.548,6.491,-144.647
,-105.138,-105.138,4.034,2.852,8.135,-145.138
,-105.330,-105.330,3.864,2.732,7.465,-145.330
,-106.223,-106.223,5.096,3.604,12.987,-146.223
,-105.674,-105.674,3.446,2.437,5.937,-145.674
,-105.966,-105.966,3.476,2.458,6.043,-145.966
,-106.830,-106.830,4.652,3.289,10.821,-146.830
,-104.986,-104.986,1.175,0.831,0.690,-144.986
,-105.300,-105.300,2.015,1.425,2.030,-145.300
,-106.990,-106.990,5.608,3.965,15.723,-146.990
,-106.402,-106.402,4.643,3.283,10.777,-146.402
,-105.659,-105.659,3.368,2.382,5.673,-145.659
,-106.248,-106.248,4.758,3.365,11.321,-146.248
,-105.369,-105.369,3.212,2.271,5.159,-145.369
,-105.566,-105.566,3.819,2.701,7.293,-145.566
,-105.771,-105.771,4.440,3.140,9.857,-145.771
,-105.274,-105.274,3.658,2.587,6.690,-145.274
,-106.387,-106.387,5.936,4.197,17.616,-146.387
,-104.748,-104.748,2.708,1.915,3.667,-144.748
,-105.563,-105.563,4.389,3.103,9.631,-145.563
,-106.457,-106.457,6.229,4.405,19.403,-146.457
,-106.636,-106.636,6.639,4.694,22.038,-146.637
,-106.042,-106.042,5.502,3.890,15.134,-146.042
,-105.787,-105.787,5.042,3.565,12.712,-145.787
,-104.075,-104.075,1.670,1.181,1.394,-144.075
,-104.104,-104.104,1.778,1.258,1.581,-144.104
,-105.204,-105.204,4.030,2.850,8.120,-145.204
,-104.449,-104.449,3.243,2.293,5.259,-144.449
,-104.334,-104.334,3.735,2.641,6.977,-144.334
,-104.381,-104.381,4.551,3.218,10.354,-144.381
,-103.796,-103.796,4.103,2.901,8.416,-143.796
,-103.322,-103.322,3.879,2.743,7.523,-143.322
,-103.548,-103.548,5.053,3.573,12.767,-143.548
,-102.726,-102.726,4.130,2.921,8.530,-142.726
,-104.643,-104.643,8.688,6.143,37.737,-144.643
,-103.824,-103.824,7.772,5.495,30.200,-143.824
,-103.381,-103.381,7.608,5.380,28.941,-143.381
,-102.991,-102.991,7.201,5.092,25.926,-142.991
,-103.083,-103.083,7.759,5.486,30.099,-143.083
,-102.674,-102.674,7.316,5.173,26.760,-142.674
,-102.826,-102.826,7.994,5.652,31.949,-142.826
,-102.657,-102.657,8.029,5.678,32.236,-142.657
,-102.031,-102.031,7.151,5.057,25.571,-142.031
,-102.671,-102.671,8.804,6.226,38.758,-142.671
,-98.539,-98.539,0.914,0.646,0.418,-138.539
,-98.256,-98.256,0.723,0.511,0.261,-138.256
,-102.941,-102.941,10.465,7.400,54.758,-142.940
,-102.296,-102.296,8.385,5.929,35.157,-142.296
,-100.931,-100.931,4.863,3.439,11.823,-140.931
,-101.191,-101.191,4.593,3.248,10.549,-141.191
,-103.826,-103.826,9.072,6.415,41.147,-143.826
,-103.636,-103.636,7.899,5.585,31.197,-143.636
,-102.949,-102.949,5.734,4.055,16.442,-142.949
,-103.281,-103.281,5.608,3.965,15.724,-143.281
,-102.392,-102.392,3.039,2.149,4.618,-142.392
,-100.776,-100.776,0.985,0.697,0.486,-140.776
,-101.534,-101.534,0.261,0.185,0.034,-141.534
,-103.575,-103.575,3.839,2.714,7.368,-143.575
,-103.509,-103.509,3.725,2.634,6.939,-143.509
,-104.024,-104.024,4.772,3.374,11.386,-144.024
102.503,,,,,,
,-102.552,-102.552,1.846,1.305,1.703,-142.552
,-102.599,-102.599,1.958,1.384,1.916,-142.599
,-103.406,-103.406,3.589,2.538,6.441,-143.406
,-104.033,-104.033,4.859,3.436,11.804,-144.033
,-103.867,-103.867,4.546,3.214,10.331,-143.867
,-102.377,-102.377,1.582,1.119,1.252,-142.377
,-103.423,-103.423,3.693,2.611,6.819,-143.423
,-103.799,-103.799,4.648,3.287,10.803,-143.799
,-103.118,-103.118,3.491,2.468,6.092,-143.118
,-103.265,-103.265,3.989,2.821,7.956,-143.265
,-102.550,-102.550,2.765,1.955,3.823,-142.550
,-102.529,-102.529,2.927,2.069,4.282,-142.529
,-102.975,-102.975,4.024,2.845,8.095,-142.975
,-101.269,-101.269,0.817,0.578,0.334,-141.269
,-101.651,-101.651,1.784,1.262,1.592,-141.651
,-102.339,-102.339,3.366,2.380,5.664,-142.339
,-102.015,-102.015,2.922,2.066,4.269,-142.015
,-101.920,-101.920,2.487,1.759,3.093,-141.920
,-102.495,-102.495,3.390,2.397,5.747,-142.495
,-102.215,-102.215,2.584,1.827,3.339,-142.215
,-102.589,-102.589,3.086,2.182,4.763,-142.589
,-103.103,-103.103,3.870,2.736,7.487,-143.103
,-103.250,-103.250,3.917,2.769,7.670,-143.250
,-104.414,-104.414,6.000,4.242,17.998,-144.414
,-103.381,-103.381,3.688,2.608,6.800,-143.381
,-103.440,-103.440,3.560,2.517,6.336,-143.440
,-104.454,-104.454,5.343,3.778,14.274,-144.454
,-104.556,-104.556,5.015,3.546,12.575,-144.556
,-104.297,-104.297,3.968,2.806,7.872,-144.297
,-105.458,-105.458,5.760,4.073,16.587,-145.458
,-105.630,-105.630,5.573,3.940,15.527,-145.630
,-106.636,-106.636,7.055,4.988,24.883,-146.636
,-105.380,-105.380,4.012,2.837,8.050,-145.380
,-106.203,-106.203,5.128,3.626,13.150,-146.203
,-107.328,-107.328,6.849,4.843,23.456,-147.328
,-106.564,-106.564,4.791,3.388,11.477,-146.564
,-106.018,-106.018,3.169,2.241,5.021,-146.018
,-105.039,-105.039,1.078,0.762,0.581,-145.039
,-105.142,-105.142,1.151,0.814,0.662,-145.142
,-104.779,-104.779,0.294,0.208,0.043,-144.779
,-106.601,-106.601,3.805,2.690,7.237,-146.601
,-107.322,-107.322,5.115,3.616,13.079,-147.322
,-107.212,-107.212,4.762,3.368,11.340,-147.212
,-106.203,-106.203,2.613,1.848,3.415,-146.203
,-107.452,-107.452,4.978,3.520,12.391,-147.452
,-107.789,-107.789,5.521,3.904,15.241,-147.789
,-106.683,-106.683,3.175,2.245,5.040,-146.683
,-106.297,-106.297,2.448,1.731,2.997,-146.297
,-107.201,-107.201,4.301,3.041,9.248,-147.201
,-107.923,-107.923,5.790,4.094,16.761,-147.923
,-107.457,-107.457,4.903,3.467,12.021,-147.457
,-107.023,-107.023,4.079,2.884,8.317,-147.023
,-107.822,-107.822,5.722,4.046,16.369,-147.822
,-107.615,-107.615,5.353,3.785,14.328,-147.615
,-106.711,-106.711,3.588,2.537,6.438,-146.711
,-107.573,-107.573,5.357,3.788,14.347,-147.573
,-106.537,-106.537,3.330,2.355,5.544,-146.537
,-106.055,-106.055,2.367,1.674,2.802,-146.055
,-106.979,-106.979,4.214,2.980,8.881,-146.979
,-105.485,-105.485,1.228,0.868,0.754,-145.485
,-106.794,-106.794,3.845,2.719,7.391,-146.794
,-105.979,-105.979,2.216,1.567,2.455,-145.979
,-105.957,-105.957,2.172,1.536,2.359,-145.957
,-106.339,-106.339,2.936,2.076,4.311,-146.339
,-105.788,-105.788,1.835,1.297,1.683,-145.788
,-106.861,-106.861,3.981,2.815,7.923,-146.861
,-106.952,-106.952,4.164,2.944,8.669,-146.952
,-105.853,-105.853,2.084,1.474,2.172,-145.853
,-106.088,-106.088,2.674,1.891,3.575,-146.088
,-106.526,-106.526,3.669,2.595,6.732,-146.526
,-107.428,-107.428,5.592,3.954,15.633,-147.428
,-107.299,-107.299,5.452,3.855,14.862,-147.299
,-106.614,-106.614,4.200,2.970,8.822,-146.614
,-106.967,-106.967,5.026,3.554,12.629,-146.967
,-105.612,-105.612,2.434,1.721,2.963,-145.612
,-105.654,-105.654,2.637,1.864,3.476,-145.654
,-106.417,-106.417,4.282,3.028,9.168,-146.417
,-106.058,-106.058,3.732,2.639,6.964,-146.058
,-105.669,-105.669,3.123,2.208,4.877,-145.669
,-106.390,-106.390,4.733,3.347,11.202,-146.390
,-107.208,-107.208,6.537,4.623,21.369,-147.208
,-106.761,-106.761,5.811,4.109,16.887,-146.761
,-106.459,-106.459,5.375,3.800,14.443,-146.459
,-107.243,-107.243,7.111,5.028,25.281,-147.243
,-105.850,-105.850,4.493,3.177,10.093,-145.850
,-105.006,-105.006,2.973,2.102,4.419,-145.006
,-104.852,-104.852,2.835,2.005,4.019,-144.852
,-105.081,-105.081,3.585,2.535,6.428,-145.081
,-105.972,-105.972,5.660,4.002,16.017,-145.972
,-105.138,-105.138,4.285,3.030,9.181,-145.138
,-105.333,-105.333,4.968,3.513,12.339,-145.333
,-105.355,-105.355,5.303,3.750,14.061,-145.355
102.612,,,,,,
,-105.301,-105.301,5.488,3.881,15.061,-145.301
,-105.693,-105.693,6.565,4.642,21.548,-145.693
,-104.385,-104.385,4.242,3.000,8.998,-144.385
,-104.602,-104.602,4.969,3.513,12.343,-144.602
,-105.522,-105.522,7.101,5.021,25.212,-145.522
,-105.546,-105.546,7.435,5.258,27.642,-145.546
,-104.438,-104.438,5.503,3.891,15.139,-144.438
,-104.539,-104.539,5.990,4.235,17.939,-144.539
,-103.505,-103.505,4.206,2.974,8.846,-143.505
,-103.443,-103.443,4.367,3.088,9.533,-143.443
,-103.746,-103.746,5.257,3.717,13.817,-143.746
,-102.834,-102.834,3.718,2.629,6.912,-142.834
,-102.926,-102.926,4.186,2.960,8.763,-142.926
,-103.555,-103.555,5.730,4.052,16.415,-143.555
,-100.793,-100.793,0.489,0.346,0.120,-140.793
,-100.936,-100.936,0.035,0.025,0.001,-140.936
,-104.125,-104.125,5.672,4.010,16.084,-144.125
,-104.249,-104.249,5.178,3.661,13.405,-144.249
,-104.708,-104.708,5.354,3.786,14.334,-144.708
,-104.488,-104.488,4.174,2.951,8.709,-144.488
,-105.479,-105.479,5.413,3.827,14.649,-145.479
,-105.832,-105.832,5.379,3.804,14.467,-145.832
,-105.991,-105.991,4.954,3.503,12.273,-145.991
,-105.045,-105.045,2.321,1.641,2.693,-145.045
,-105.242,-105.242,1.973,1.395,1.946,-145.242
,-105.514,-105.514,3.178,2.247,5.050,-145.514
,-104.222,-104.222,1.254,0.887,0.786,-144.222
,-103.470,-103.470,0.409,0.289,0.084,-143.469
,-104.359,-104.359,2.849,2.015,4.058,-144.359
,-106.015,-106.015,6.820,4.822,23.256,-146.015
,-106.367,-106.367,8.185,5.788,33.497,-146.367
,-106.437,-106.437,8.984,6.353,40.356,-146.437
,-106.226,-106.226,9.223,6.522,42.532,-146.226
,-106.447,-106.447,10.325,7.301,53.303,-146.447
,-105.492,-105.492,9.073,6.416,41.160,-145.492
,-102.650,-102.650,3.395,2.400,5.762,-142.650
,-102.688,-102.688,3.478,2.459,6.047,-142.688
,-104.517,-104.517,7.140,5.049,25.493,-144.517
,-105.641,-105.641,9.394,6.643,44.125,-145.641
,-105.613,-105.613,9.344,6.607,43.655,-145.613
,-104.441,-104.441,7.006,4.954,24.541,-144.441
,-103.879,-103.879,5.887,4.162,17.326,-143.879
,-104.200,-104.200,6.535,4.621,21.356,-144.200
,-103.214,-103.214,4.568,3.230,10.434,-143.214
,-102.800,-102.800,3.747,2.650,7.020,-142.800
,-102.030,-102.030,4.950,3.500,12.250,-142.030
,-101.339,-101.339,6.310,4.462,19.911,-141.339
,-101.662,-101.662,9.700,6.859,47.046,-141.662
,-99.813,-99.813,8.746,6.184,38.245,-139.813
,-98.352,-98.352,8.567,6.058,36.701,-138.352
,-98.096,-98.096,10.798,7.635,58.301,-138.096
,-94.525,-94.525,6.400,4.525,20.479,-134.525
,-92.231,-92.231,4.555,3.221,10.372,-132.231
,-91.100,-91.100,5.037,3.562,12.687,-131.100
,-91.496,-91.496,8.572,6.061,36.740,-131.496
,-92.885,-92.885,11.649,8.237,67.845,-132.885
,-91.356,-91.356,8.890,6.286,39.518,-131.356
,-90.579,-90.579,7.635,5.399,29.145,-130.579
,-90.478,-90.478,7.732,5.468,29.895,-130.478
,-86.720,-86.720,0.516,0.365,0.133,-126.720
,-86.727,-86.727,0.830,0.587,0.344,-126.727
,-91.279,-91.279,10.232,7.235,52.349,-131.279
,-89.763,-89.763,7.500,5.303,28.124,-129.763
,-89.702,-89.702,7.676,5.428,29.464,-129.702
,-90.918,-90.918,10.409,7.360,54.174,-130.918
,-91.476,-91.476,9.079,6.420,41.216,-131.476
,-91.967,-91.967,7.614,5.384,28.990,-131.967
,-92.752,-92.752,6.740,4.766,22.711,-132.752
,-93.503,-93.503,5.796,4.098,16.796,-133.503
,-96.627,-96.627,9.599,6.788,46.070,-136.627
,-96.612,-96.612,7.122,5.036,25.363,-136.612
,-97.343,-97.343,6.139,4.341,18.846,-137.343
,-98.354,-98.354,5.716,4.042,16.334,-138.354
,-99.737,-99.737,6.035,4.267,18.209,-139.737
,-101.505,-101.505,7.126,5.039,25.390,-141.505
,-101.138,-101.138,6.106,4.317,18.639,-141.138
,-101.190,-101.190,5.923,4.188,17.542,-141.190
,-100.879,-100.879,5.014,3.545,12.569,-140.879
,-101.175,-101.175,5.319,3.761,14.148,-141.175
,-101.349,-101.349,5.379,3.804,14.467,-141.349
,-101.548,-101.548,5.491,3.882,15.073,-141.548
,-100.857,-100.857,3.822,2.703,7.305,-140.857
,-102.556,-102.556,6.934,4.903,24.039,-142.556
,-102.798,-102.798,7.131,5.043,25.428,-142.798
,-102.114,-102.114,5.475,3.871,14.988,-142.113
,-102.158,-102.158,5.652,3.996,15.971,-142.158
,-99.997,-99.997,1.418,1.002,1.005,-139.997
,-99.915,-99.915,1.341,0.949,0.900,-139.915
,-103.113,-103.113,7.825,5.533,30.617,-143.113
,-102.784,-102.784,7.253,5.129,26.303,-142.784
,-101.823,-101.823,5.420,3.832,14.687,-141.823
,-100.927,-100.927,3.715,2.627,6.899,-140.927
102.720,,,,,,
,-100.753,-100.753,3.454,2.443,5.966,-140.753
,-99.971,-99.971,1.978,1.399,1.957,-139.971
,-100.196,-100.196,2.516,1.779,3.165,-140.196
,-101.981,-101.981,6.309,4.461,19.903,-141.981
,-100.123,-100.123,2.815,1.991,3.963,-140.123
,-100.945,-100.945,4.682,3.310,10.959,-140.945
,-101.256,-101.256,5.525,3.907,15.262,-141.256
,-100.853,-100.853,4.942,3.495,12.212,-140.853
,-100.092,-100.092,3.643,2.576,6.636,-140.092
,-100.365,-100.365,4.411,3.119,9.730,-140.365
,-100.180,-100.180,4.263,3.014,9.085,-140.180
,-99.648,-99.648,3.421,2.419,5.851,-139.648
,-98.621,-98.621,1.591,1.125,1.266,-138.621
,-98.874,-98.874,1.567,1.108,1.227,-138.874
,-100.473,-100.473,4.236,2.995,8.972,-140.473
,-101.201,-101.201,5.163,3.651,13.331,-141.201
,-101.332,-101.332,4.895,3.461,11.981,-141.332
,-98.887,-98.887,0.522,0.369,0.137,-138.887
,-99.027,-99.027,0.772,0.546,0.298,-139.027
,-100.194,-100.194,1.032,0.730,0.533,-140.194
,-100.858,-100.858,1.831,1.295,1.676,-140.858
,-101.090,-101.090,1.767,1.250,1.562,-141.090
,-102.569,-102.569,4.195,2.966,8.799,-142.569
,-102.232,-102.232,2.838,2.007,4.027,-142.232
,-102.455,-102.455,2.600,1.838,3.379,-142.455
,-103.922,-103.922,4.850,3.429,11.760,-143.922
,-104.146,-104.146,4.614,3.262,10.643,-144.146
,-104.248,-104.248,4.133,2.923,8.543,-144.248
,-103.391,-103.391,1.734,1.226,1.504,-143.391
,-103.067,-103.067,0.403,0.285,0.081,-143.067
,-103.043,-103.043,0.329,0.232,0.054,-143.043
,-103.469,-103.469,0.162,0.114,0.013,-143.469
,-106.234,-106.234,4.685,3.313,10.975,-146.234
,-106.197,-106.197,4.552,3.219,10.361,-146.197
,-107.267,-107.267,6.635,4.692,22.014,-147.267
,-106.164,-106.164,4.371,3.090,9.551,-146.164
,-104.563,-104.563,1.112,0.786,0.618,-144.563
,-104.316,-104.316,0.559,0.395,0.156,-144.315
,-106.419,-106.419,4.708,3.329,11.084,-146.419
,-105.809,-105.809,3.430,2.426,5.884,-145.809
,-106.219,-106.219,4.193,2.965,8.789,-146.219
,-105.399,-105.399,2.495,1.764,3.112,-145.399
,-105.846,-105.846,3.332,2.356,5.551,-145.846
,-105.842,-105.842,3.477,2.459,6.046,-145.842
,-106.235,-106.235,4.415,3.122,9.744,-146.235
,-105.896,-105.896,3.890,2.751,7.566,-145.896
,-105.888,-105.888,4.026,2.847,8.105,-145.888
,-106.468,-106.468,5.340,3.776,14.255,-146.468
,-105.139,-105.139,2.834,2.004,4.015,-145.139
,-106.864,-106.864,6.436,4.551,20.712,-146.864
,-105.218,-105.218,3.296,2.331,5.433,-145.218
,-105.251,-105.251,3.516,2.486,6.180,-145.251
,-106.354,-106.354,5.874,4.154,17.252,-146.354
,-105.866,-105.866,5.078,3.591,12.893,-145.866
,-105.008,-105.008,3.542,2.505,6.273,-145.008
,-103.680,-103.680,1.066,0.754,0.568,-143.680
,-103.440,-103.440,0.766,0.542,0.293,-143.440
,-102.609,-102.609,0.715,0.506,0.256,-142.609
,-104.207,-104.207,2.659,1.880,3.535,-144.207
,-106.061,-106.061,6.548,4.630,21.438,-146.061
,-103.538,-103.538,1.682,1.189,1.415,-143.538
,-103.385,-103.385,1.555,1.100,1.209,-143.385
,-104.982,-104.982,4.931,3.487,12.157,-144.983
,-106.161,-106.161,7.037,4.976,24.756,-146.161
,-105.346,-105.346,5.156,3.646,13.292,-145.346
,-105.875,-105.875,5.962,4.216,17.776,-145.875
,-104.924,-104.924,3.810,2.694,7.258,-144.924
,-104.995,-104.995,3.701,2.617,6.847,-144.995
,-105.848,-105.848,5.156,3.646,13.292,-145.848
,-106.410,-106.410,6.029,4.264,18.177,-146.410
,-106.571,-106.571,6.100,4.313,18.605,-146.571
,-106.599,-106.599,5.906,4.176,17.437,-146.599
,-106.110,-106.110,4.676,3.306,10.932,-146.110
,-105.129,-105.129,4.071,2.879,8.286,-145.129
,-104.724,-104.724,4.620,3.267,10.671,-144.724
,-105.180,-105.180,6.890,4.872,23.734,-145.180
,-104.655,-104.655,7.198,5.089,25.903,-144.655
,-104.052,-104.052,7.349,5.196,27.000,-144.052
,-103.182,-103.182,6.967,4.927,24.272,-143.182
,-103.591,-103.591,9.142,6.465,41.791,-143.591
,-102.544,-102.544,8.407,5.945,35.341,-142.544
,-102.116,-102.116,8.908,6.299,39.677,-142.116
,-101.919,-101.919,9.873,6.981,48.738,-141.919
,-97.947,-97.947,0.713,0.504,0.254,-137.947
,-98.163,-98.163,0.068,0.048,0.002,-138.163
,-101.931,-101.931,6.254,4.422,19.556,-141.931
,-103.180,-103.180,7.539,5.331,28.418,-143.180
,-104.252,-104.252,8.469,5.988,35.862,-144.252
,-105.072,-105.072,8.894,6.289,39.552,-145.072
,-105.404,-105.404,8.344,5.900,34.811,-145.404
,-106.290,-106.290,8.902,6.295,39.623,-146.290
,-106.466,-106.466,8.040,5.685,32.321,-146.466
102.829,-105.599,-105.599,5.092,3.601,12.964,-145.599
,-104.947,-104.947,4.341,3.070,9.423,-144.947
,-104.828,-104.828,4.655,3.291,10.833,-144.828
,-105.322,-105.322,6.196,4.381,19.195,-145.322
,-106.254,-106.254,8.612,6.090,37.085,-146.254
,-104.599,-104.599,5.855,4.140,17.143,-144.599
,-104.702,-104.702,6.614,4.677,21.871,-144.702
,-104.433,-104.433,6.628,4.687,21.966,-144.433
,-104.343,-104.343,7.000,4.950,24.503,-144.343
,-104.131,-104.131,7.130,5.041,25.416,-144.131
,-102.629,-102.629,4.678,3.308,10.942,-142.629
,-104.824,-104.824,8.521,6.025,36.303,-144.824
,-104.699,-104.699,7.725,5.462,29.836,-144.699
,-103.557,-103.557,4.895,3.461,11.979,-143.557
,-103.348,-103.348,3.932,2.780,7.729,-143.348
,-104.921,-104.921,6.531,4.618,21.330,-144.921
,-103.193,-103.193,2.529,1.789,3.199,-143.193
,-103.475,-103.475,2.547,1.801,3.244,-143.475
,-104.017,-104.017,3.084,2.181,4.756,-144.017
,-104.054,-104.054,2.613,1.848,3.414,-144.054
,-105.333,-105.333,4.623,3.269,10.686,-145.332
,-104.320,-104.320,2.708,1.914,3.665,-144.320
,-104.090,-104.090,2.356,1.666,2.775,-144.090
,-105.503,-105.503,5.291,3.742,14.000,-145.503
,-106.126,-106.126,6.647,4.700,22.091,-146.126
,-107.018,-107.018,8.539,6.038,36.462,-147.018
,-105.231,-105.231,5.073,3.587,12.868,-145.231
,-105.993,-105.993,6.707,4.743,22.495,-145.993
,-106.993,-106.993,8.817,6.235,38.870,-146.993
,-105.513,-105.513,5.965,4.218,17.794,-145.513
,-105.903,-105.903,6.854,4.847,23.489,-145.903
,-105.673,-105.673,6.322,4.470,19.985,-145.673
,-105.970,-105.970,6.844,4.840,23.423,-145.970
,-105.006,-105.006,4.846,3.426,11.740,-145.006
,-104.377,-104.377,3.516,2.486,6.180,-144.377
,-104.263,-104.263,3.217,2.275,5.175,-144.263
,-107.281,-107.281,9.181,6.492,42.147,-147.281
,-105.059,-105.059,4.664,3.298,10.878,-145.059
,-104.626,-104.626,3.727,2.635,6.944,-144.626
,-105.477,-105.477,5.357,3.788,14.348,-145.477
,-105.182,-105.182,4.696,3.321,11.026,-145.182
,-105.206,-105.206,4.697,3.321,11.031,-145.206
,-104.790,-104.790,3.817,2.699,7.286,-144.790
,-104.955,-104.955,4.099,2.899,8.402,-144.955
,-105.270,-105.270,4.681,3.310,10.958,-145.270
,-102.653,-102.653,0.600,0.425,0.180,-142.653
,-102.281,-102.281,1.393,0.985,0.971,-142.281
,-103.708,-103.708,1.413,0.999,0.998,-143.708
,-104.765,-104.765,3.480,2.461,6.055,-144.765
,-104.370,-104.370,2.641,1.867,3.487,-144.370
,-104.015,-104.015,1.884,1.332,1.775,-144.015
,-106.877,-106.877,7.633,5.397,29.129,-146.877
,-106.937,-106.937,7.779,5.501,30.260,-146.937
,-105.604,-105.604,5.138,3.633,13.200,-145.604
,-105.059,-105.059,4.073,2.880,8.294,-145.059
,-104.766,-104.766,3.513,2.484,6.169,-144.766
,-105.449,-105.449,4.904,3.468,12.026,-145.449
,-107.284,-107.284,8.599,6.080,36.971,-147.284
,-103.943,-103.943,1.944,1.374,1.889,-143.943
,-103.916,-103.916,1.915,1.354,1.834,-143.916
,-105.832,-105.832,5.772,4.081,16.658,-145.832
,-103.872,-103.872,2.646,1.871,3.500,-143.872
,-103.625,-103.625,2.944,2.082,4.334,-143.625
,-104.920,-104.920,6.327,4.474,20.014,-144.920
,-104.229,-104.229,5.738,4.058,16.465,-144.229
,-103.672,-103.672,5.419,3.832,14.683,-143.673
,-104.239,-104.239,7.345,5.193,26.972,-144.239
,-103.087,-103.087,5.835,4.126,17.025,-143.087
,-103.780,-103.780,8.014,5.667,32.110,-143.780
,-103.222,-103.222,7.690,5.438,29.571,-143.222
,-102.200,-102.200,6.440,4.554,20.737,-142.200
,-103.783,-103.783,8.993,6.359,40.436,-143.783
,-105.556,-105.556,11.928,8.434,71.136,-145.556
,-104.160,-104.160,8.523,6.026,36.318,-144.160
,-103.224,-103.224,6.040,4.271,18.238,-143.224
,-103.303,-103.303,5.584,3.949,15.593,-143.303
,-103.581,-103.581,5.528,3.909,15.282,-143.581
,-105.341,-105.341,8.437,5.966,35.594,-145.341
,-105.955,-105.955,9.052,6.401,40.971,-145.955
,-104.754,-104.754,6.038,4.270,18.229,-144.754
,-103.626,-103.626,3.170,2.242,5.024,-143.626
,-103.435,-103.435,2.867,2.027,4.110,-143.435
,-104.322,-104.322,4.721,3.338,11.143,-144.322
,-103.622,-103.622,3.402,2.405,5.786,-143.622
,-103.468,-103.468,3.174,2.244,5.036,-143.468
,-103.640,-103.640,3.597,2.543,6.467,-143.640
,-104.032,-104.032,4.460,3.154,9.948,-144.032
,-105.228,-105.228,6.932,4.902,24.028,-145.228
,-104.340,-104.340,5.237,3.703,13.714,-144.340
,-105.000,-105.000,6.636,4.692,22.019,-145.000
,-102.994,-102.994,2.705,1.913,3.659,-142.994
,-102.881,-102.881,2.662,1.882,3.543,-142.881
,-103.696,-103.696,4.477,3.166,10.023,-143.696
102.937,,,,,,
,-104.159,-104.159,5.587,3.951,15.609,-144.159
,-101.682,-101.682,0.817,0.578,0.334,-141.682
,-101.150,-101.150,0.064,0.045,0.002,-141.150
,-102.393,-102.393,2.608,1.844,3.400,-142.393
,-104.303,-104.303,6.612,4.675,21.857,-144.303
,-104.057,-104.057,6.303,4.457,19.863,-144.057
,-102.922,-102.922,4.217,2.982,8.891,-142.922
,-102.362,-102.362,3.282,2.321,5.386,-142.362
,-103.116,-103.116,4.771,3.374,11.383,-143.116
,-103.505,-103.505,5.530,3.910,15.289,-143.505
,-102.755,-102.755,4.011,2.836,8.045,-142.755
,-103.624,-103.624,5.729,4.051,16.408,-143.624
,-102.811,-102.811,4.085,2.889,8.344,-142.812
,-102.883,-102.883,4.208,2.976,8.855,-142.883
,-102.392,-102.392,3.207,2.268,5.142,-142.392
,-102.764,-102.764,3.933,2.781,7.735,-142.764
,-104.232,-104.232,6.849,4.843,23.452,-144.232
,-101.699,-101.699,1.764,1.247,1.556,-141.699
,-99.938,-99.938,0.302,0.214,0.046,-139.938
,-100.212,-100.212,1.699,1.201,1.443,-140.212
,-101.573,-101.573,5.877,4.156,17.273,-141.573
,-101.115,-101.115,6.416,4.537,20.583,-141.115
,-100.221,-100.221,6.083,4.301,18.498,-140.221
,-100.385,-100.385,7.866,5.562,30.937,-140.385
,-100.062,-100.062,8.674,6.134,37.623,-140.062
