Frequency (Hz),Average,Median,Range,Std Dev,Variance,PSD (dBm/Hz)
,-95.254,-95.254,15.327,10.838,117.452,-135.254
,-95.455,-95.455,14.261,10.084,101.694,-135.455
,-95.812,-95.812,13.506,9.550,91.209,-135.812
,-96.853,-96.853,14.119,9.984,99.673,-136.853
,-96.914,-96.914,14.504,10.256,105.190,-136.914
,-96.653,-96.653,14.246,10.073,101.474,-136.653
,-96.590,-96.590,14.383,10.171,103.443,-136.590
,-96.165,-96.165,13.795,9.755,95.151,-136.165
,-95.852,-95.852,13.432,9.498,90.216,-135.852
,-94.960,-94.960,11.911,8.422,70.936,-134.959
,-95.915,-95.915,14.084,9.959,99.187,-135.915
,-94.618,-94.618,11.754,8.311,69.078,-134.618
,-94.214,-94.214,11.209,7.926,62.815,-134.214
,-93.647,-93.647,10.337,7.309,53.427,-133.647
,-95.795,-95.795,14.264,10.086,101.728,-135.795
,-95.250,-95.250,12.804,9.054,81.966,-135.250
,-95.490,-95.490,12.913,9.131,83.378,-135.490
,-95.382,-95.382,12.327,8.717,75.980,-135.382
,-94.471,-94.471,10.134,7.166,51.349,-134.471
,-96.524,-96.524,13.869,9.807,96.172,-136.524
,-96.578,-96.578,13.608,9.622,92.583,-136.578
,-95.045,-95.045,10.171,7.192,51.729,-135.045
,-95.108,-95.108,9.926,7.019,49.265,-135.108
,-95.799,-95.799,10.938,7.734,59.820,-135.799
,-95.279,-95.279,9.363,6.621,43.832,-135.279
,-95.999,-95.999,10.270,7.262,52.734,-135.999
,-97.165,-97.165,12.067,8.532,72.803,-137.165
,-97.280,-97.280,11.764,8.318,69.191,-137.280
,-94.328,-94.328,5.324,3.765,14.175,-134.328
,-95.123,-95.123,6.381,4.512,20.361,-135.123
,-96.404,-96.404,8.408,5.946,35.350,-136.404
,-96.359,-96.359,7.784,5.504,30.297,-136.359
,-95.956,-95.956,6.445,4.557,20.770,-135.956
,-96.356,-96.356,6.710,4.745,22.512,-136.356
,-94.094,-94.094,3.197,2.260,5.109,-134.094
,-93.824,-93.824,3.669,2.595,6.732,-133.824
,-95.909,-95.909,8.850,6.258,39.162,-135.909
,-97.313,-97.313,12.670,8.959,80.262,-137.313
,-95.073,-95.073,9.201,6.506,42.325,-135.073
,-94.328,-94.328,8.723,6.168,38.047,-134.328
,-93.671,-93.671,8.419,5.953,35.439,-133.671
,-93.347,-93.347,8.784,6.211,38.576,-133.347
,-94.843,-94.843,12.787,9.042,81.758,-134.843
,-90.970,-90.970,6.051,4.279,18.307,-130.969
,-90.378,-90.378,3.437,2.430,5.906,-130.378
,-91.708,-91.708,4.667,3.300,10.890,-131.708
,-95.612,-95.612,11.046,7.810,61.004,-135.612
,-98.044,-98.044,14.480,10.239,104.829,-138.044
,-98.787,-98.787,14.536,10.278,105.640,-138.787
,-98.108,-98.108,11.747,8.307,69.001,-138.108
,-97.754,-97.754,9.609,6.795,46.169,-137.754
,-97.534,-97.534,7.739,5.472,29.948,-137.534
,-95.056,-95.056,1.353,0.957,0.915,-135.056
,-95.079,-95.079,0.031,0.022,0.000,-135.079
,-96.880,-96.880,6.640,4.695,22.043,-136.880
,-96.482,-96.482,8.914,6.303,39.726,-136.482
,-94.494,-94.494,8.006,5.661,32.051,-134.494
,-91.457,-91.457,5.002,3.537,12.511,-131.457
,-91.740,-91.740,8.638,6.108,37.308,-131.740
,-91.391,-91.391,11.009,7.784,60.597,-131.391
,-90.500,-90.500,12.297,8.695,75.603,-130.500
,-91.528,-91.528,17.422,12.319,151.770,-131.528
,-90.649,-90.649,18.734,13.247,175.485,-130.649
,-90.784,-90.784,22.074,15.609,243.631,-130.784
,-88.736,-88.736,15.058,10.648,113.372,-128.736
,-89.357,-89.357,13.380,9.461,89.512,-129.357
,-92.804,-92.804,17.354,12.271,150.581,-132.804
,-93.052,-93.052,14.929,10.556,111.438,-133.052
,-93.894,-93.894,13.695,9.684,93.777,-133.894
,-94.802,-94.802,12.589,8.902,79.241,-134.802
,-95.713,-95.713,11.491,8.125,66.022,-135.713
,-93.853,-93.853,4.853,3.432,11.776,-133.853
,-94.593,-94.593,3.412,2.413,5.821,-134.593
,-97.742,-97.742,6.790,4.801,23.052,-137.742
,-97.665,-97.665,6.989,4.942,24.424,-137.665
,-97.551,-97.551,7.113,5.030,25.300,-137.551
,-97.970,-97.970,8.303,5.871,34.467,-137.970
,-98.703,-98.703,10.121,7.156,51.215,-138.703
,-97.110,-97.110,7.288,5.153,26.557,-137.110
,-97.246,-97.246,7.913,5.595,31.309,-137.246
,-97.370,-97.370,8.512,6.019,36.230,-137.370
,-97.396,-97.396,8.918,6.306,39.762,-137.396
,-98.241,-98.241,10.960,7.750,60.059,-138.241
,-96.357,-96.357,7.545,5.335,28.464,-136.358
94.910,,,,,,
,-96.752,-96.752,7.982,5.644,31.859,-136.752
,-98.235,-98.235,10.598,7.494,56.155,-138.235
,-96.627,-96.627,7.029,4.970,24.703,-136.627
,-96.649,-96.649,6.723,4.754,22.601,-136.649
,-98.086,-98.086,9.246,6.538,42.740,-138.086
,-96.314,-96.314,5.349,3.782,14.305,-136.314
,-96.396,-96.396,5.162,3.650,13.324,-136.396
,-98.496,-98.496,9.011,6.372,40.603,-138.496
,-99.060,-99.060,9.788,6.921,47.900,-139.060
,-99.062,-99.062,9.441,6.676,44.566,-139.062
,-96.749,-96.749,4.252,3.007,9.041,-136.749
,-98.009,-98.009,6.210,4.391,19.285,-138.009
,-98.114,-98.114,5.859,4.143,17.162,-138.114
,-98.038,-98.038,5.145,3.638,13.234,-138.038
,-97.647,-97.647,3.802,2.688,7.228,-137.647
,-98.376,-98.376,4.699,3.323,11.041,-138.376
,-100.616,-100.616,8.616,6.093,37.121,-140.616
,-99.900,-99.900,6.623,4.683,21.929,-139.900
,-100.007,-100.007,6.275,4.437,19.687,-140.007
,-98.898,-98.898,3.495,2.471,6.108,-138.897
,-97.529,-97.529,1.114,0.788,0.620,-137.529
,-98.653,-98.653,3.717,2.628,6.907,-138.653
,-100.268,-100.268,7.302,5.164,26.663,-140.268
,-100.061,-100.061,7.244,5.122,26.239,-140.061
,-99.417,-99.417,6.312,4.463,19.921,-139.417
,-98.431,-98.431,4.695,3.320,11.021,-138.431
,-98.276,-98.276,4.741,3.352,11.237,-138.276
,-98.849,-98.849,6.242,4.414,19.484,-138.849
,-98.820,-98.820,6.541,4.625,21.394,-138.820
,-97.963,-97.963,5.182,3.664,13.427,-137.963
,-96.488,-96.488,3.674,2.598,6.747,-136.488
,-97.428,-97.428,6.993,4.945,24.451,-137.428
,-97.793,-97.793,9.166,6.481,42.003,-137.793
,-97.415,-97.415,9.849,6.964,48.501,-137.414
,-96.632,-96.632,9.725,6.876,47.283,-136.632
,-96.754,-96.754,11.410,8.068,65.094,-136.754
,-97.796,-97.796,14.935,10.561,111.535,-137.796
,-95.654,-95.654,12.093,8.551,73.120,-135.654
,-96.611,-96.611,15.447,10.923,119.313,-136.611
,-96.333,-96.333,16.332,11.548,133.367,-136.333
,-96.797,-96.797,15.345,10.851,117.735,-136.798
,-97.209,-97.209,14.252,10.078,101.560,-137.209
,-97.710,-97.710,13.339,9.432,88.964,-137.710
,-98.428,-98.428,12.858,9.092,82.664,-138.428
,-98.173,-98.173,10.432,7.377,54.413,-138.173
,-98.567,-98.567,9.304,6.579,43.282,-138.567
,-97.821,-97.821,5.896,4.169,17.381,-137.821
,-98.643,-98.643,5.624,3.977,15.815,-138.643
,-100.486,-100.486,7.393,5.228,27.328,-140.486
,-99.959,-99.959,4.425,3.129,9.790,-139.959
,-100.705,-100.705,5.876,4.155,17.264,-140.705
,-99.978,-99.978,4.383,3.099,9.606,-139.978
,-99.386,-99.386,3.159,2.234,4.991,-139.386
,-100.582,-100.582,5.511,3.897,15.188,-140.582
,-100.016,-100.016,4.340,3.068,9.416,-140.016
,-98.562,-98.562,1.392,0.984,0.968,-138.562
,-98.178,-98.178,0.583,0.412,0.170,-138.178
,-97.505,-97.505,0.802,0.567,0.322,-137.505
,-97.412,-97.412,1.029,0.728,0.530,-137.412
,-98.686,-98.686,1.481,1.047,1.097,-138.686
,-97.622,-97.622,0.265,0.188,0.035,-137.622
,-100.310,-100.310,5.494,3.885,15.094,-140.310
,-99.456,-99.456,4.170,2.949,8.695,-139.456
,-100.041,-100.041,5.723,4.047,16.375,-140.041
,-96.507,-96.507,0.960,0.679,0.461,-136.507
,-95.860,-95.860,1.871,1.323,1.750,-135.860
,-94.703,-94.703,3.802,2.688,7.228,-134.703
,-94.684,-94.684,3.456,2.444,5.973,-134.684
,-94.002,-94.002,4.437,3.137,9.842,-134.002
,-95.309,-95.309,1.440,1.018,1.037,-135.309
,-98.496,-98.496,4.553,3.220,10.366,-138.496
,-97.872,-97.872,2.924,2.067,4.274,-137.872
,-97.853,-97.853,2.504,1.771,3.135,-137.853
,-97.556,-97.556,1.529,1.081,1.169,-137.556
,-98.196,-98.196,2.427,1.716,2.944,-138.196
,-99.534,-99.534,4.722,3.339,11.148,-139.534
,-98.645,-98.645,2.563,1.812,3.285,-138.645
,-98.691,-98.691,2.272,1.607,2.582,-138.691
,-101.278,-101.278,7.065,4.995,24.955,-141.278
,-98.233,-98.233,0.594,0.420,0.176,-138.233
,-98.043,-98.043,0.801,0.567,0.321,-138.043
,-99.842,-99.842,4.985,3.525,12.424,-139.842
,-100.444,-100.444,6.777,4.792,22.965,-140.444
,-99.864,-99.864,6.203,4.386,19.236,-139.864
,-99.379,-99.379,5.819,4.115,16.930,-139.379
,-95.340,-95.340,1.672,1.182,1.397,-135.340
,-95.214,-95.214,1.337,0.946,0.894,-135.214
,-99.851,-99.851,8.525,6.028,36.340,-139.851
,-99.403,-99.403,8.216,5.809,33.748,-139.403
,-98.667,-98.667,7.331,5.184,26.872,-138.668
,-100.488,-100.488,10.928,7.727,59.712,-140.488
,-99.855,-99.855,9.618,6.801,46.255,-139.855
95.018,,,,,,
,-98.811,-98.811,7.486,5.294,28.022,-138.811
,-99.117,-99.117,8.054,5.695,32.437,-139.117
,-99.201,-99.201,8.178,5.783,33.444,-139.201
,-98.647,-98.647,7.028,4.969,24.694,-138.647
,-100.157,-100.157,10.004,7.074,50.037,-140.157
,-99.889,-99.889,9.424,6.664,44.404,-139.889
,-99.630,-99.630,8.862,6.266,39.267,-139.630
,-99.508,-99.508,8.574,6.063,36.757,-139.508
,-98.915,-98.915,7.884,5.575,31.081,-138.915
,-98.725,-98.725,8.001,5.657,32.005,-138.725
,-98.678,-98.678,8.404,5.942,35.313,-138.678
,-99.851,-99.851,11.247,7.953,63.250,-139.851
,-98.954,-98.954,9.948,7.035,49.486,-138.954
,-96.921,-96.921,6.380,4.511,20.351,-136.921
,-96.803,-96.803,6.641,4.696,22.052,-136.803
,-99.589,-99.589,12.708,8.986,80.752,-139.589
,-99.003,-99.003,12.034,8.509,72.405,-139.003
,-99.385,-99.385,13.293,9.400,88.352,-139.385
,-97.824,-97.824,10.242,7.242,52.448,-137.824
,-97.878,-97.878,10.420,7.368,54.286,-137.878
,-99.464,-99.464,13.662,9.660,93.321,-139.464
,-98.750,-98.750,12.303,8.699,75.677,-138.750
,-97.804,-97.804,10.480,7.411,54.920,-137.804
,-96.658,-96.658,8.259,5.840,34.109,-136.658
,-96.981,-96.981,8.975,6.346,40.278,-136.981
,-98.827,-98.827,12.737,9.007,81.118,-138.827
,-98.026,-98.026,11.205,7.923,62.777,-138.026
,-95.541,-95.541,6.304,4.458,19.870,-135.541
,-96.231,-96.231,7.700,5.445,29.643,-136.231
,-97.934,-97.934,11.122,7.864,61.845,-137.934
,-97.385,-97.385,10.039,7.099,50.395,-137.385
,-97.402,-97.402,10.089,7.134,50.896,-137.402
,-97.388,-97.388,10.077,7.126,50.773,-137.389
,-96.782,-96.782,8.879,6.278,39.417,-136.782
,-98.498,-98.498,12.328,8.717,75.985,-138.498
,-97.589,-97.589,10.525,7.443,55.392,-137.589
,-97.041,-97.041,9.444,6.678,44.596,-137.041
,-97.488,-97.488,10.353,7.321,53.592,-137.488
,-96.950,-96.950,8.454,5.978,35.732,-136.950
,-97.627,-97.627,8.982,6.351,40.340,-137.627
,-97.625,-97.625,8.154,5.766,33.242,-137.625
,-98.209,-98.209,8.497,6.009,36.103,-138.209
,-98.757,-98.757,8.768,6.200,38.439,-138.757
,-99.782,-99.782,9.993,7.066,49.926,-139.782
,-100.228,-100.228,10.060,7.114,50.604,-140.228
,-100.526,-100.526,9.831,6.951,48.322,-140.526
,-98.845,-98.845,5.644,3.991,15.930,-138.845
,-98.901,-98.901,4.933,3.488,12.167,-138.901
,-98.650,-98.650,5.398,3.817,14.571,-138.650
,-98.454,-98.454,5.975,4.225,17.849,-138.454
,-99.375,-99.375,8.786,6.213,38.599,-139.375
,-99.484,-99.484,9.974,7.052,49.736,-139.484
,-96.245,-96.245,4.464,3.157,9.964,-136.245
,-95.856,-95.856,4.654,3.291,10.832,-135.856
,-97.178,-97.178,8.267,5.846,34.170,-137.178
,-98.369,-98.369,11.619,8.216,67.503,-138.369
,-98.057,-98.057,11.963,8.459,71.552,-138.057
,-97.901,-97.901,12.620,8.924,79.632,-137.901
,-96.724,-96.724,11.485,8.121,65.951,-136.724
,-97.156,-97.156,13.570,9.595,92.070,-137.156
,-96.430,-96.430,13.338,9.431,88.947,-136.430
,-94.927,-94.927,11.552,8.168,66.720,-134.927
,-95.130,-95.130,13.177,9.318,86.823,-135.130
,-96.829,-96.829,17.794,12.583,158.320,-136.829
,-95.007,-95.007,15.370,10.868,118.123,-135.007
,-94.942,-94.942,16.461,11.640,135.486,-134.942
,-94.125,-94.125,16.047,11.347,128.755,-134.125
,-93.137,-93.137,15.290,10.812,116.892,-133.137
,-92.742,-92.742,14.691,10.388,107.914,-132.742
,-94.482,-94.482,18.360,12.983,168.548,-134.482
,-94.286,-94.286,18.158,12.840,164.862,-134.286
,-94.188,-94.188,18.153,12.836,164.773,-134.188
,-95.398,-95.398,20.762,14.681,215.541,-135.398
,-95.965,-95.965,22.088,15.618,243.931,-135.965
,-95.379,-95.379,21.106,14.924,222.725,-135.379
,-95.388,-95.388,21.313,15.070,227.118,-135.388
,-94.715,-94.715,20.157,14.253,203.150,-134.715
,-94.814,-94.814,20.546,14.528,211.069,-134.814
,-93.815,-93.815,19.377,13.702,187.736,-133.815
,-94.876,-94.876,22.327,15.788,249.252,-134.876
,-93.709,-93.709,20.821,14.723,216.763,-133.709
,-92.137,-92.137,18.504,13.085,171.206,-132.137
,-93.891,-93.891,22.841,16.151,260.867,-133.891
,-92.654,-92.654,21.195,14.987,224.606,-132.654
,-91.939,-91.939,20.593,14.561,212.030,-131.939
,-92.296,-92.296,22.136,15.652,244.997,-132.296
,-92.326,-92.326,23.024,16.280,265.050,-132.326
,-92.698,-92.698,24.596,17.392,302.482,-132.698
,-91.088,-91.088,20.344,14.385,206.931,-131.088
,-90.597,-90.597,18.328,12.960,167.961,-130.597
,-91.456,-91.456,19.013,13.444,180.743,-131.456
,-92.152,-92.152,19.372,13.698,187.645,-132.152
95.127,,,,,,
,-94.513,-94.513,23.062,16.307,265.928,-134.513
,-92.629,-92.629,18.261,12.912,166.725,-132.629
,-94.014,-94.014,19.999,14.142,199.984,-134.014
,-95.620,-95.620,22.177,15.681,245.905,-135.620
,-95.044,-95.044,19.993,14.137,199.868,-135.044
,-94.605,-94.605,18.081,12.785,163.461,-134.604
,-95.033,-95.033,18.592,13.146,172.828,-135.033
,-95.088,-95.088,18.356,12.979,168.464,-135.088
,-94.824,-94.824,17.480,12.361,152.782,-134.824
,-94.692,-94.692,16.871,11.930,142.319,-134.692
,-94.990,-94.990,17.120,12.106,146.547,-134.990
,-95.456,-95.456,17.705,12.519,156.730,-135.456
,-96.246,-96.246,18.940,13.392,179.354,-136.246
,-95.617,-95.617,17.334,12.257,150.241,-135.617
,-94.554,-94.554,14.863,10.510,110.457,-134.554
,-94.448,-94.448,14.304,10.114,102.302,-134.448
,-94.619,-94.619,13.920,9.843,96.879,-134.619
,-95.111,-95.111,14.177,10.025,100.499,-135.111
,-96.346,-96.346,15.920,11.257,126.725,-136.346
,-95.353,-95.353,13.208,9.339,87.223,-135.353
,-96.133,-96.133,14.040,9.928,98.568,-136.133
,-97.597,-97.597,16.243,11.486,131.921,-137.597
,-95.952,-95.952,12.226,8.645,74.736,-135.952
,-93.734,-93.734,7.064,4.995,24.947,-133.734
,-95.063,-95.063,8.995,6.361,40.458,-135.063
,-97.583,-97.583,13.308,9.410,88.551,-137.583
,-97.651,-97.651,14.166,10.017,100.338,-137.651
,-96.747,-96.747,13.080,9.249,85.543,-136.747
,-97.951,-97.951,16.210,11.462,131.382,-137.951
,-96.684,-96.684,14.399,10.182,103.666,-136.685
,-96.016,-96.016,13.783,9.746,94.986,-136.015
,-96.555,-96.555,15.583,11.019,121.415,-136.555
,-95.728,-95.728,14.653,10.361,107.355,-135.728
,-96.394,-96.394,16.707,11.814,139.562,-136.394
,-95.185,-95.185,15.010,10.614,112.650,-135.185
,-94.985,-94.985,15.332,10.841,117.535,-134.985
,-94.811,-94.811,14.579,10.309,106.275,-134.811
,-94.966,-94.966,14.482,10.240,104.867,-134.966
,-96.630,-96.630,17.405,12.307,151.472,-136.630
,-95.782,-95.782,15.302,10.820,117.082,-135.782
,-95.721,-95.721,14.775,10.447,109.143,-135.721
,-94.904,-94.904,12.736,9.005,81.098,-134.904
,-95.008,-95.008,12.538,8.865,78.597,-135.008
,-96.240,-96.240,14.596,10.321,106.519,-136.240
,-96.186,-96.186,14.082,9.957,99.150,-136.186
,-96.087,-96.087,13.478,9.530,90.828,-136.087
,-95.887,-95.887,12.632,8.932,79.777,-135.887
,-95.959,-95.959,12.328,8.717,75.990,-135.959
,-96.933,-96.933,13.828,9.778,95.614,-136.933
,-96.786,-96.786,13.088,9.255,85.648,-136.786
,-96.730,-96.730,12.530,8.860,78.494,-136.730
,-97.907,-97.907,14.437,10.209,104.213,-137.907
,-97.487,-97.487,13.150,9.298,86.455,-137.487
,-97.724,-97.724,13.176,9.317,86.803,-137.724
,-97.108,-97.108,11.498,8.130,66.096,-137.108
,-97.043,-97.043,10.921,7.722,59.634,-137.043
,-98.933,-98.933,14.150,10.006,100.115,-138.933
,-98.830,-98.830,13.396,9.472,89.721,-138.830
,-97.604,-97.604,10.394,7.350,54.017,-137.604
,-97.413,-97.413,9.462,6.691,44.767,-137.413
,-98.479,-98.479,11.044,7.810,60.990,-138.479
,-99.027,-99.027,11.591,8.196,67.173,-139.027
,-98.516,-98.516,10.021,7.086,50.211,-138.516
,-98.819,-98.819,10.076,7.125,50.767,-138.819
,-99.442,-99.442,10.774,7.618,58.036,-139.442
,-99.387,-99.387,10.115,7.152,51.157,-139.387
,-99.959,-99.959,13.987,9.890,97.817,-139.959
,-98.676,-98.676,14.152,10.007,100.137,-138.676
,-96.688,-96.688,12.905,9.125,83.266,-136.688
,-97.124,-97.124,16.508,11.673,136.250,-137.124
,-95.747,-95.747,16.483,11.655,135.836,-135.747
,-95.936,-95.936,19.590,13.853,191.892,-135.936
,-94.944,-94.944,20.336,14.380,206.783,-134.944
,-93.807,-93.807,20.792,14.702,216.158,-133.807
,-92.629,-92.629,21.167,14.967,224.023,-132.629
,-91.936,-91.936,22.511,15.918,253.373,-131.936
,-93.578,-93.578,23.637,16.714,279.363,-133.578
,-94.126,-94.126,22.575,15.963,254.811,-134.126
,-94.877,-94.877,21.920,15.500,240.248,-134.877
,-94.769,-94.769,19.548,13.822,191.054,-134.769
,-94.712,-94.712,17.276,12.216,149.230,-134.712
,-96.373,-96.373,18.440,13.039,170.024,-136.373
,-97.655,-97.655,18.848,13.327,177.620,-137.655
,-94.804,-94.804,10.989,7.771,60.381,-134.804
,-95.469,-95.469,10.162,7.185,51.629,-135.469
,-98.208,-98.208,13.482,9.533,90.882,-138.208
,-95.224,-95.224,8.592,6.076,36.914,-135.224
,-94.873,-94.873,8.970,6.342,40.227,-134.873
,-95.246,-95.246,10.793,7.632,58.243,-135.246
,-96.686,-96.686,14.753,10.432,108.828,-136.686
,-97.005,-97.005,16.469,11.646,135.622,-137.005
,-96.107,-96.107,15.752,11.138,124.060,-136.107
,-94.338,-94.338,13.292,9.399,88.340,-134.338
95.235,,,,,,
,-95.080,-95.080,15.854,11.211,125.681,-135.080
,-94.812,-94.812,16.397,11.594,134.426,-134.812
,-94.180,-94.180,16.213,11.464,131.431,-134.180
,-94.239,-94.239,15.986,11.303,127.768,-134.239
,-93.975,-93.975,15.112,10.686,114.186,-133.975
,-95.625,-95.625,18.068,12.776,163.217,-135.625
,-94.668,-94.668,15.809,11.179,124.962,-134.668
,-94.666,-94.666,15.459,10.931,119.483,-134.666
,-95.888,-95.888,17.557,12.415,154.124,-135.887
,-94.511,-94.511,14.458,10.224,104.524,-134.511
,-93.588,-93.588,12.267,8.674,75.240,-133.588
,-95.659,-95.659,16.065,11.360,129.050,-135.659
,-97.363,-97.363,19.127,13.525,182.921,-137.363
,-97.178,-97.178,19.363,13.692,187.463,-137.179
,-95.742,-95.742,17.093,12.087,146.085,-135.741
,-95.882,-95.882,17.979,12.713,161.622,-135.882
,-96.932,-96.932,20.682,14.624,213.873,-136.932
,-95.507,-95.507,18.435,13.036,169.925,-135.506
,-96.112,-96.112,20.250,14.319,205.031,-136.112
,-95.674,-95.674,19.977,14.126,199.540,-135.673
,-94.063,-94.063,17.360,12.275,150.685,-134.063
,-95.274,-95.274,20.386,14.415,207.794,-135.274
,-93.308,-93.308,17.059,12.063,145.505,-133.308
,-93.807,-93.807,16.956,11.990,143.760,-133.807
,-96.142,-96.142,20.527,14.515,210.675,-136.142
,-94.793,-94.793,16.731,11.831,139.967,-134.793
,-94.976,-94.976,15.998,11.312,127.962,-134.976
,-95.183,-95.183,15.311,10.827,117.213,-135.183
,-95.393,-95.393,14.633,10.347,107.068,-135.393
,-95.563,-95.563,13.873,9.810,96.227,-135.563
,-95.802,-95.802,13.252,9.371,87.810,-135.802
,-95.885,-95.885,12.319,8.711,75.874,-135.885
,-96.128,-96.128,11.706,8.277,68.515,-136.128
,-97.074,-97.074,13.831,9.780,95.655,-137.074
,-97.392,-97.392,14.699,10.394,108.030,-137.392
,-97.632,-97.632,15.413,10.899,118.788,-137.632
,-95.882,-95.882,12.146,8.589,73.763,-135.882
,-95.837,-95.837,12.288,8.689,75.504,-135.837
,-93.631,-93.631,8.110,5.735,32.886,-133.631
,-93.897,-93.897,8.874,6.275,39.378,-133.897
,-96.803,-96.803,14.919,10.549,111.288,-136.803
,-96.329,-96.329,14.204,10.044,100.884,-136.329
,-95.090,-95.090,11.961,8.458,71.533,-135.090
,-95.671,-95.671,13.465,9.521,90.646,-135.671
,-96.052,-96.052,14.569,10.302,106.128,-136.052
,-93.954,-93.954,10.718,7.578,57.432,-133.954
,-94.341,-94.341,11.834,8.368,70.022,-134.341
,-97.619,-97.619,18.734,13.247,175.472,-137.619
,-96.990,-96.990,17.818,12.599,158.741,-136.990
,-96.101,-96.101,16.384,11.585,134.210,-136.101
,-94.782,-94.782,14.088,9.962,99.236,-134.782
,-95.799,-95.799,16.466,11.643,135.556,-135.799
,-95.195,-95.195,15.600,11.031,121.680,-135.195
,-95.590,-95.590,15.732,11.124,123.743,-135.590
,-95.087,-95.087,14.067,9.947,98.946,-135.087
,-95.257,-95.257,13.749,9.722,94.519,-135.257
,-96.951,-96.951,16.477,11.651,135.742,-136.951
,-95.714,-95.714,13.344,9.436,89.038,-135.714
,-96.220,-96.220,13.699,9.687,93.834,-136.220
,-96.295,-96.295,13.189,9.326,86.974,-136.295
,-97.887,-97.887,15.716,11.113,123.490,-137.887
,-96.781,-96.781,12.845,9.083,82.501,-136.781
,-97.033,-97.033,12.690,8.973,80.518,-137.033
,-96.454,-96.454,11.619,8.216,67.496,-136.454
,-96.617,-96.617,12.032,8.508,72.387,-136.617
,-97.193,-97.193,13.272,9.385,88.070,-137.193
,-97.361,-97.361,13.694,9.683,93.768,-137.361
,-97.080,-97.080,13.220,9.348,87.384,-137.080
,-96.349,-96.349,11.845,8.375,70.147,-136.349
,-95.803,-95.803,10.841,7.666,58.766,-135.803
,-95.258,-95.258,9.837,6.956,48.381,-135.258
,-91.408,-91.408,2.225,1.574,2.476,-131.408
,-90.316,-90.316,0.127,0.090,0.008,-130.316
,-91.362,-91.362,2.802,1.982,3.927,-131.362
,-94.833,-94.833,10.327,7.302,53.321,-134.833
,-94.313,-94.313,9.870,6.979,48.710,-134.313
,-93.799,-93.799,9.425,6.664,44.412,-133.799
,-95.251,-95.251,12.913,9.131,83.373,-135.251
,-94.954,-94.954,12.901,9.123,83.223,-134.954
,-95.584,-95.584,14.744,10.425,108.690,-135.584
,-95.657,-95.657,15.473,10.941,119.710,-135.657
,-95.258,-95.258,15.257,10.788,116.382,-135.258
,-95.314,-95.314,15.951,11.279,127.217,-135.314
,-94.199,-94.199,13.638,9.643,92.995,-134.199
,-93.783,-93.783,12.721,8.995,80.907,-133.783
,-94.480,-94.480,14.030,9.921,98.426,-134.480
,-94.132,-94.132,13.250,9.369,87.784,-134.132
,-94.157,-94.157,13.216,9.345,87.331,-134.157
,-95.677,-95.677,16.172,11.435,130.764,-135.677
,-95.822,-95.822,16.378,11.581,134.113,-135.822
,-94.715,-94.715,14.078,9.955,99.101,-134.715
,-94.266,-94.266,13.096,9.260,85.755,-134.266
95.344,,,,,,
,-94.340,-94.340,13.159,9.305,86.580,-134.339
,-94.909,-94.909,13.774,9.740,94.863,-134.909
,-93.838,-93.838,11.108,7.855,61.696,-133.838
,-94.490,-94.490,11.888,8.406,70.666,-134.490
,-96.422,-96.422,15.228,10.768,115.952,-136.422
,-95.651,-95.651,13.163,9.308,86.639,-135.651
,-95.777,-95.777,12.891,9.115,83.084,-135.777
,-95.050,-95.050,10.913,7.716,59.544,-135.050
,-94.704,-94.704,9.697,6.857,47.014,-134.704
,-96.301,-96.301,12.368,8.745,76.482,-136.301
,-97.219,-97.219,13.679,9.673,93.558,-137.219
,-96.226,-96.226,11.839,8.371,70.076,-136.226
,-95.636,-95.636,10.805,7.640,58.376,-135.636
,-97.260,-97.260,14.198,10.039,100.789,-137.260
,-97.790,-97.790,15.403,10.892,118.632,-137.790
,-95.766,-95.766,11.499,8.131,66.114,-135.766
,-96.896,-96.896,13.905,9.832,96.669,-136.896
,-96.896,-96.896,14.050,9.935,98.704,-136.896
,-96.801,-96.801,14.005,9.903,98.067,-136.801
,-97.232,-97.232,15.013,10.616,112.701,-137.232
,-96.005,-96.005,12.703,8.982,80.683,-136.005
,-96.199,-96.199,12.663,8.954,80.180,-136.199
,-97.609,-97.609,15.053,10.644,113.290,-137.609
,-96.600,-96.600,12.605,8.913,79.442,-136.600
,-96.725,-96.725,12.426,8.787,77.205,-136.725
,-95.775,-95.775,10.096,7.139,50.970,-135.775
,-97.562,-97.562,13.241,9.363,87.659,-137.562
,-97.154,-97.154,11.997,8.483,71.965,-137.154
,-96.230,-96.230,9.718,6.872,47.224,-136.230
,-95.782,-95.782,8.393,5.935,35.219,-135.782
,-97.584,-97.584,11.569,8.181,66.921,-137.584
,-98.030,-98.030,12.653,8.947,80.049,-138.030
,-98.359,-98.359,13.503,9.548,91.166,-138.360
,-98.822,-98.822,14.619,10.337,106.858,-138.822
,-98.176,-98.176,13.520,9.560,91.395,-138.176
,-98.707,-98.707,14.775,10.448,109.150,-138.707
,-98.228,-98.228,14.009,9.906,98.126,-138.228
,-96.075,-96.075,9.894,6.996,48.946,-136.075
,-95.853,-95.853,9.642,6.818,46.484,-135.853
,-96.906,-96.906,11.940,8.443,71.282,-136.906
,-96.535,-96.535,11.389,8.053,64.855,-136.534
,-96.302,-96.302,12.613,8.919,79.543,-136.302
,-95.943,-95.943,13.585,9.606,92.273,-135.943
