Frequency (MHz),Level (dBm),Band Name,Peak Indicator
56.22,-111.43,Low VHF+FM,
56.23,-116.84,Low VHF+FM,
56.23,-109.72,Low VHF+FM,
56.24,-112.07,Low VHF+FM,
56.25,-110.65,Low VHF+FM,
56.26,-109.14,Low VHF+FM,
56.27,-107.34,Low VHF+FM,
56.28,-106.77,Low VHF+FM,
56.29,-109.74,Low VHF+FM,
56.30,-114.05,Low VHF+FM,
56.30,-108.05,Low VHF+FM,
56.31,-114.12,Low VHF+FM,
56.32,-111.11,Low VHF+FM,
56.33,-109.74,Low VHF+FM,
56.34,-116.42,Low VHF+FM,
56.35,-107.94,Low VHF+FM,
56.36,-109.63,Low VHF+FM,
56.37,-109.00,Low VHF+FM,
56.37,-107.64,Low VHF+FM,
56.38,-111.29,Low VHF+FM,
56.39,-112.92,Low VHF+FM,
56.40,-111.28,Low VHF+FM,
56.41,-107.63,Low VHF+FM,
56.42,-112.18,Low VHF+FM,
56.43,-113.50,Low VHF+FM,
56.43,-111.50,Low VHF+FM,
56.44,-103.44,Low VHF+FM,
56.45,-108.06,Low VHF+FM,
56.46,-108.38,Low VHF+FM,
56.47,-107.23,Low VHF+FM,
56.48,-111.54,Low VHF+FM,
56.49,-107.08,Low VHF+FM,
56.50,-109.08,Low VHF+FM,
56.50,-111.20,Low VHF+FM,
56.51,-110.93,Low VHF+FM,
56.52,-106.30,Low VHF+FM,
56.53,-115.29,Low VHF+FM,
56.54,-108.30,Low VHF+FM,
56.55,-107.58,Low VHF+FM,
56.56,-113.07,Low VHF+FM,
56.57,-112.63,Low VHF+FM,
56.57,-115.57,Low VHF+FM,
56.58,-107.42,Low VHF+FM,
56.59,-109.20,Low VHF+FM,
56.60,-109.56,Low VHF+FM,
56.61,-113.37,Low VHF+FM,
56.62,-109.90,Low VHF+FM,
56.63,-109.06,Low VHF+FM,
56.63,-108.41,Low VHF+FM,
56.64,-106.85,Low VHF+FM,
56.65,-110.59,Low VHF+FM,
56.66,-116.29,Low VHF+FM,
56.67,-111.58,Low VHF+FM,
56.68,-114.76,Low VHF+FM,
56.69,-109.30,Low VHF+FM,
56.70,-110.82,Low VHF+FM,
56.70,-115.29,Low VHF+FM,
56.71,-116.85,Low VHF+FM,
56.72,-113.29,Low VHF+FM,
56.73,-108.17,Low VHF+FM,
56.74,-109.87,Low VHF+FM,
56.75,-107.38,Low VHF+FM,
56.76,-109.00,Low VHF+FM,
56.77,-112.99,Low VHF+FM,
56.77,-105.88,Low VHF+FM,
56.78,-113.41,Low VHF+FM,
56.79,-112.24,Low VHF+FM,
56.80,-112.06,Low VHF+FM,
56.81,-110.43,Low VHF+FM,
56.82,-105.22,Low VHF+FM,
56.83,-104.52,Low VHF+FM,
56.83,-110.77,Low VHF+FM,
56.84,-107.36,Low VHF+FM,
56.85,-111.25,Low VHF+FM,
56.86,-108.27,Low VHF+FM,
56.87,-108.02,Low VHF+FM,
56.88,-109.40,Low VHF+FM,
56.89,-107.64,Low VHF+FM,
56.90,-106.61,Low VHF+FM,
56.90,-109.41,Low VHF+FM,
56.91,-107.78,Low VHF+FM,
56.92,-111.36,Low VHF+FM,
56.93,-107.54,Low VHF+FM,
56.94,-108.30,Low VHF+FM,
56.95,-104.19,Low VHF+FM,
56.96,-112.36,Low VHF+FM,
56.97,-109.46,Low VHF+FM,
56.97,-115.26,Low VHF+FM,
56.98,-114.06,Low VHF+FM,
56.99,-109.25,Low VHF+FM,
57.00,-109.99,Low VHF+FM,
57.01,-104.24,Low VHF+FM,
57.02,-113.80,Low VHF+FM,
57.03,-109.10,Low VHF+FM,
57.03,-111.94,Low VHF+FM,
57.04,-110.84,Low VHF+FM,
57.05,-113.39,Low VHF+FM,
57.06,-106.89,Low VHF+FM,
57.07,-104.25,Low VHF+FM,
57.08,-106.25,Low VHF+FM,
57.09,-110.51,Low VHF+FM,
57.10,-112.73,Low VHF+FM,
57.10,-110.30,Low VHF+FM,
57.11,-108.89,Low VHF+FM,
57.12,-107.48,Low VHF+FM,
57.13,-107.25,Low VHF+FM,
57.14,-110.73,Low VHF+FM,
57.15,-108.37,Low VHF+FM,
57.16,-107.70,Low VHF+FM,
57.17,-109.82,Low VHF+FM,
57.17,-108.76,Low VHF+FM,
57.18,-108.98,Low VHF+FM,
57.19,-107.68,Low VHF+FM,
57.20,-109.60,Low VHF+FM,
57.21,-109.08,Low VHF+FM,
57.22,-112.73,Low VHF+FM,
57.23,-109.19,Low VHF+FM,
57.23,-108.96,Low VHF+FM,
57.24,-107.83,Low VHF+FM,
57.25,-107.43,Low VHF+FM,
57.26,-110.58,Low VHF+FM,
57.27,-108.02,Low VHF+FM,
57.28,-109.83,Low VHF+FM,
57.29,-109.18,Low VHF+FM,
57.30,-109.99,Low VHF+FM,
57.30,-104.12,Low VHF+FM,
57.31,-107.73,Low VHF+FM,
57.32,-106.82,Low VHF+FM,
57.33,-110.71,Low VHF+FM,
57.34,-113.40,Low VHF+FM,
57.35,-111.90,Low VHF+FM,
57.36,-111.66,Low VHF+FM,
57.37,-111.42,Low VHF+FM,
57.37,-111.42,Low VHF+FM,
57.38,-114.24,Low VHF+FM,
57.39,-113.33,Low VHF+FM,
57.40,-111.38,Low VHF+FM,
57.41,-107.21,Low VHF+FM,
57.42,-111.47,Low VHF+FM,
57.43,-111.55,Low VHF+FM,
57.43,-111.26,Low VHF+FM,
57.44,-108.35,Low VHF+FM,
57.45,-109.91,Low VHF+FM,
57.46,-108.34,Low VHF+FM,
57.47,-109.27,Low VHF+FM,
57.48,-106.92,Low VHF+FM,
57.49,-114.48,Low VHF+FM,
57.50,-116.04,Low VHF+FM,
57.50,-104.86,Low VHF+FM,
57.51,-108.20,Low VHF+FM,
57.52,-111.41,Low VHF+FM,
57.53,-106.96,Low VHF+FM,
57.54,-108.73,Low VHF+FM,
57.55,-110.23,Low VHF+FM,
57.56,-106.90,Low VHF+FM,
57.57,-105.49,Low VHF+FM,
57.57,-113.48,Low VHF+FM,
57.58,-108.75,Low VHF+FM,
57.59,-109.46,Low VHF+FM,
57.60,-107.59,Low VHF+FM,
57.61,-110.38,Low VHF+FM,
57.62,-103.77,Low VHF+FM,
57.63,-108.47,Low VHF+FM,
57.63,-105.43,Low VHF+FM,
57.64,-110.47,Low VHF+FM,
57.65,-112.50,Low VHF+FM,
57.66,-108.59,Low VHF+FM,
57.67,-106.75,Low VHF+FM,
57.68,-108.13,Low VHF+FM,
57.69,-108.89,Low VHF+FM,
57.70,-103.94,Low VHF+FM,
57.70,-112.04,Low VHF+FM,
57.71,-105.59,Low VHF+FM,
57.72,-106.47,Low VHF+FM,
57.73,-111.84,Low VHF+FM,
57.74,-114.54,Low VHF+FM,
57.75,-109.56,Low VHF+FM,
57.76,-112.58,Low VHF+FM,
57.77,-112.11,Low VHF+FM,
57.77,-112.01,Low VHF+FM,
57.78,-108.08,Low VHF+FM,
57.79,-112.23,Low VHF+FM,
57.80,-109.73,Low VHF+FM,
57.81,-109.96,Low VHF+FM,
57.82,-107.47,Low VHF+FM,
57.83,-107.60,Low VHF+FM,
57.83,-114.72,Low VHF+FM,
57.84,-113.20,Low VHF+FM,
57.85,-112.88,Low VHF+FM,
57.86,-108.69,Low VHF+FM,
57.87,-109.62,Low VHF+FM,
57.88,-109.53,Low VHF+FM,
57.89,-108.94,Low VHF+FM,
57.90,-106.22,Low VHF+FM,
57.90,-110.98,Low VHF+FM,
57.91,-105.95,Low VHF+FM,
57.92,-110.22,Low VHF+FM,
57.93,-109.72,Low VHF+FM,
57.94,-106.10,Low VHF+FM,
57.95,-107.58,Low VHF+FM,
57.96,-104.53,Low VHF+FM,
57.97,-109.65,Low VHF+FM,
57.97,-114.19,Low VHF+FM,
57.98,-107.33,Low VHF+FM,
57.99,-109.93,Low VHF+FM,
58.00,-108.11,Low VHF+FM,
58.00,-112.32,Low VHF+FM,
58.01,-107.96,Low VHF+FM,
58.02,-107.88,Low VHF+FM,
58.03,-109.89,Low VHF+FM,
58.03,-105.62,Low VHF+FM,
58.04,-108.28,Low VHF+FM,
58.05,-113.93,Low VHF+FM,
58.06,-111.42,Low VHF+FM,
58.07,-111.69,Low VHF+FM,
58.08,-105.42,Low VHF+FM,
58.09,-109.20,Low VHF+FM,
58.10,-106.33,Low VHF+FM,
58.10,-104.92,Low VHF+FM,
58.11,-113.68,Low VHF+FM,
58.12,-110.05,Low VHF+FM,
58.13,-110.15,Low VHF+FM,
58.14,-108.35,Low VHF+FM,
58.15,-108.22,Low VHF+FM,
58.16,-108.30,Low VHF+FM,
58.17,-114.58,Low VHF+FM,
58.17,-109.79,Low VHF+FM,
58.18,-106.34,Low VHF+FM,
58.19,-105.92,Low VHF+FM,
58.20,-107.83,Low VHF+FM,
58.21,-107.16,Low VHF+FM,
58.22,-106.74,Low VHF+FM,
58.23,-108.15,Low VHF+FM,
58.23,-111.21,Low VHF+FM,
58.24,-108.28,Low VHF+FM,
58.25,-109.95,Low VHF+FM,
58.26,-117.57,Low VHF+FM,
58.27,-114.21,Low VHF+FM,
58.28,-109.49,Low VHF+FM,
58.29,-112.51,Low VHF+FM,
58.30,-115.68,Low VHF+FM,
58.30,-111.23,Low VHF+FM,
58.31,-112.32,Low VHF+FM,
58.32,-107.96,Low VHF+FM,
58.33,-111.10,Low VHF+FM,
58.34,-106.31,Low VHF+FM,
58.35,-109.32,Low VHF+FM,
58.36,-104.68,Low VHF+FM,
58.37,-106.44,Low VHF+FM,
58.37,-114.74,Low VHF+FM,
58.38,-109.48,Low VHF+FM,
58.39,-108.17,Low VHF+FM,
58.40,-110.75,Low VHF+FM,
58.41,-106.53,Low VHF+FM,
58.42,-107.42,Low VHF+FM,
58.43,-107.24,Low VHF+FM,
58.43,-107.24,Low VHF+FM,
58.44,-105.82,Low VHF+FM,
58.45,-105.16,Low VHF+FM,
58.46,-105.27,Low VHF+FM,
58.47,-107.45,Low VHF+FM,
58.48,-107.67,Low VHF+FM,
58.49,-112.48,Low VHF+FM,
58.50,-107.69,Low VHF+FM,
58.50,-106.28,Low VHF+FM,
58.51,-109.44,Low VHF+FM,
58.52,-110.41,Low VHF+FM,
58.53,-110.79,Low VHF+FM,
58.54,-105.92,Low VHF+FM,
58.55,-104.16,Low VHF+FM,
58.56,-107.65,Low VHF+FM,
58.57,-107.48,Low VHF+FM,
58.57,-105.43,Low VHF+FM,
58.58,-109.98,Low VHF+FM,
58.59,-105.86,Low VHF+FM,
58.60,-112.95,Low VHF+FM,
58.61,-107.27,Low VHF+FM,
58.62,-109.87,Low VHF+FM,
58.63,-110.10,Low VHF+FM,
58.63,-112.67,Low VHF+FM,
58.64,-110.16,Low VHF+FM,
58.65,-116.31,Low VHF+FM,
58.66,-107.76,Low VHF+FM,
58.67,-106.19,Low VHF+FM,
58.68,-112.12,Low VHF+FM,
58.69,-107.49,Low VHF+FM,
58.70,-110.99,Low VHF+FM,
58.70,-107.84,Low VHF+FM,
58.71,-111.43,Low VHF+FM,
58.72,-109.57,Low VHF+FM,
58.73,-109.50,Low VHF+FM,
58.74,-108.64,Low VHF+FM,
58.75,-109.18,Low VHF+FM,
58.76,-109.68,Low VHF+FM,
58.77,-107.49,Low VHF+FM,
58.77,-108.87,Low VHF+FM,
58.78,-106.76,Low VHF+FM,
58.79,-108.31,Low VHF+FM,
58.80,-108.91,Low VHF+FM,
58.81,-109.70,Low VHF+FM,
58.82,-106.57,Low VHF+FM,
58.83,-105.91,Low VHF+FM,
58.83,-105.55,Low VHF+FM,
58.84,-107.54,Low VHF+FM,
58.85,-108.49,Low VHF+FM,
58.86,-106.16,Low VHF+FM,
58.87,-106.41,Low VHF+FM,
58.88,-108.95,Low VHF+FM,
58.89,-105.98,Low VHF+FM,
58.90,-106.12,Low VHF+FM,
58.90,-106.21,Low VHF+FM,
58.91,-107.76,Low VHF+FM,
58.92,-106.33,Low VHF+FM,
58.93,-104.86,Low VHF+FM,
58.94,-111.19,Low VHF+FM,
58.95,-107.16,Low VHF+FM,
58.96,-110.09,Low VHF+FM,
58.97,-113.41,Low VHF+FM,
58.97,-109.14,Low VHF+FM,
58.98,-110.66,Low VHF+FM,
58.99,-104.50,Low VHF+FM,
59.00,-104.68,Low VHF+FM,
59.01,-108.43,Low VHF+FM,
59.02,-108.28,Low VHF+FM,
59.03,-104.47,Low VHF+FM,
59.03,-107.32,Low VHF+FM,
59.04,-107.15,Low VHF+FM,
59.05,-103.97,Low VHF+FM,
59.06,-108.76,Low VHF+FM,
59.07,-108.09,Low VHF+FM,
59.08,-105.02,Low VHF+FM,
59.09,-103.54,Low VHF+FM,
59.10,-108.00,Low VHF+FM,
59.10,-102.94,Low VHF+FM,
59.11,-112.62,Low VHF+FM,
59.12,-109.72,Low VHF+FM,
59.13,-110.89,Low VHF+FM,
59.14,-107.37,Low VHF+FM,
59.15,-108.77,Low VHF+FM,
59.16,-107.54,Low VHF+FM,
59.17,-109.05,Low VHF+FM,
59.17,-107.41,Low VHF+FM,
59.18,-106.08,Low VHF+FM,
59.19,-109.47,Low VHF+FM,
59.20,-109.32,Low VHF+FM,
59.21,-108.47,Low VHF+FM,
59.22,-104.88,Low VHF+FM,
59.23,-107.45,Low VHF+FM,
59.23,-110.59,Low VHF+FM,
59.24,-107.53,Low VHF+FM,
59.25,-109.54,Low VHF+FM,
59.26,-108.89,Low VHF+FM,
59.27,-106.19,Low VHF+FM,
59.28,-109.20,Low VHF+FM,
59.29,-107.22,Low VHF+FM,
59.30,-109.88,Low VHF+FM,
59.30,-111.36,Low VHF+FM,
59.31,-111.71,Low VHF+FM,
59.32,-105.73,Low VHF+FM,
59.33,-108.47,Low VHF+FM,
59.34,-105.23,Low VHF+FM,
59.35,-109.88,Low VHF+FM,
59.36,-110.65,Low VHF+FM,
59.37,-114.11,Low VHF+FM,
59.37,-108.57,Low VHF+FM,
59.38,-111.88,Low VHF+FM,
59.39,-105.79,Low VHF+FM,
59.40,-109.65,Low VHF+FM,
59.41,-107.24,Low VHF+FM,
59.42,-105.66,Low VHF+FM,
59.43,-108.39,Low VHF+FM,
59.43,-108.52,Low VHF+FM,
59.44,-112.13,Low VHF+FM,
59.45,-107.40,Low VHF+FM,
59.46,-109.26,Low VHF+FM,
59.47,-115.30,Low VHF+FM,
59.48,-113.92,Low VHF+FM,
59.49,-108.08,Low VHF+FM,
59.50,-112.61,Low VHF+FM,
59.50,-106.98,Low VHF+FM,
59.51,-114.96,Low VHF+FM,
59.52,-113.31,Low VHF+FM,
59.53,-107.94,Low VHF+FM,
59.54,-109.04,Low VHF+FM,
59.55,-107.06,Low VHF+FM,
59.56,-108.99,Low VHF+FM,
59.57,-102.73,Low VHF+FM,
59.57,-111.41,Low VHF+FM,
59.58,-109.28,Low VHF+FM,
59.59,-109.71,Low VHF+FM,
59.60,-107.39,Low VHF+FM,
59.61,-115.36,Low VHF+FM,
59.62,-109.49,Low VHF+FM,
59.63,-112.76,Low VHF+FM,
59.63,-108.55,Low VHF+FM,
59.64,-106.90,Low VHF+FM,
59.65,-105.13,Low VHF+FM,
59.66,-110.57,Low VHF+FM,
59.67,-102.83,Low VHF+FM,
59.68,-107.08,Low VHF+FM,
59.69,-108.34,Low VHF+FM,
59.70,-104.19,Low VHF+FM,
59.70,-104.93,Low VHF+FM,
59.71,-108.95,Low VHF+FM,
59.72,-107.05,Low VHF+FM,
59.73,-110.76,Low VHF+FM,
59.74,-105.89,Low VHF+FM,
59.75,-108.49,Low VHF+FM,
59.76,-103.72,Low VHF+FM,
59.77,-109.26,Low VHF+FM,
59.77,-100.32,Low VHF+FM,
59.78,-102.77,Low VHF+FM,
59.79,-104.38,Low VHF+FM,
59.80,-105.28,Low VHF+FM,
59.81,-103.84,Low VHF+FM,
59.82,-104.27,Low VHF+FM,
59.83,-117.73,Low VHF+FM,
59.83,-103.75,Low VHF+FM,
59.84,-101.37,Low VHF+FM,
59.85,-105.70,Low VHF+FM,
59.86,-103.21,Low VHF+FM,
59.87,-102.31,Low VHF+FM,
59.88,-106.83,Low VHF+FM,
59.89,-100.79,Low VHF+FM,
59.90,-104.15,Low VHF+FM,
59.90,-98.84,Low VHF+FM,
59.91,-103.33,Low VHF+FM,
59.92,-105.19,Low VHF+FM,
59.93,-105.38,Low VHF+FM,
59.94,-104.13,Low VHF+FM,
59.95,-100.84,Low VHF+FM,
59.96,-104.34,Low VHF+FM,
59.97,-101.95,Low VHF+FM,
59.97,-109.58,Low VHF+FM,
59.98,-102.60,Low VHF+FM,
59.99,-102.23,Low VHF+FM,
60.00,-101.31,Low VHF+FM,
60.01,-108.01,Low VHF+FM,
60.02,-106.43,Low VHF+FM,
60.03,-102.57,Low VHF+FM,
60.03,-101.94,Low VHF+FM,
60.04,-104.59,Low VHF+FM,
60.05,-104.05,Low VHF+FM,
60.06,-104.43,Low VHF+FM,
60.07,-100.27,Low VHF+FM,
60.08,-102.43,Low VHF+FM,
60.09,-108.18,Low VHF+FM,
60.10,-107.45,Low VHF+FM,
60.10,-102.95,Low VHF+FM,
60.11,-102.67,Low VHF+FM,
60.12,-102.99,Low VHF+FM,
60.13,-103.29,Low VHF+FM,
60.14,-106.64,Low VHF+FM,
60.15,-103.72,Low VHF+FM,
60.16,-105.68,Low VHF+FM,
60.17,-101.20,Low VHF+FM,
60.17,-108.16,Low VHF+FM,
60.18,-103.83,Low VHF+FM,
60.19,-102.32,Low VHF+FM,
60.20,-100.41,Low VHF+FM,
60.21,-107.81,Low VHF+FM,
60.22,-102.32,Low VHF+FM,
60.23,-103.09,Low VHF+FM,
60.23,-101.68,Low VHF+FM,
60.24,-103.65,Low VHF+FM,
60.25,-100.58,Low VHF+FM,
60.26,-104.49,Low VHF+FM,
60.27,-100.04,Low VHF+FM,
60.28,-106.70,Low VHF+FM,
60.29,-105.07,Low VHF+FM,
60.30,-107.17,Low VHF+FM,
60.30,-101.83,Low VHF+FM,
60.31,-102.62,Low VHF+FM,
60.32,-107.17,Low VHF+FM,
60.33,-104.78,Low VHF+FM,
60.34,-103.57,Low VHF+FM,
60.35,-103.00,Low VHF+FM,
60.36,-106.90,Low VHF+FM,
60.37,-106.12,Low VHF+FM,
60.37,-105.48,Low VHF+FM,
60.38,-103.99,Low VHF+FM,
60.39,-107.18,Low VHF+FM,
60.40,-106.03,Low VHF+FM,
60.41,-105.19,Low VHF+FM,
60.42,-108.16,Low VHF+FM,
60.43,-107.18,Low VHF+FM,
60.43,-104.11,Low VHF+FM,
60.44,-107.10,Low VHF+FM,
60.45,-102.01,Low VHF+FM,
60.46,-101.10,Low VHF+FM,
60.47,-100.73,Low VHF+FM,
60.48,-101.99,Low VHF+FM,
60.49,-107.14,Low VHF+FM,
60.50,-106.59,Low VHF+FM,
60.50,-106.37,Low VHF+FM,
60.51,-103.35,Low VHF+FM,
60.52,-109.24,Low VHF+FM,
60.53,-110.37,Low VHF+FM,
60.54,-107.81,Low VHF+FM,
60.55,-109.67,Low VHF+FM,
60.56,-109.38,Low VHF+FM,
60.57,-109.34,Low VHF+FM,
60.57,-108.20,Low VHF+FM,
60.58,-107.93,Low VHF+FM,
60.59,-103.73,Low VHF+FM,
60.60,-108.28,Low VHF+FM,
60.61,-106.77,Low VHF+FM,
60.62,-105.76,Low VHF+FM,
60.63,-102.92,Low VHF+FM,
60.63,-103.24,Low VHF+FM,
60.64,-103.91,Low VHF+FM,
60.65,-106.72,Low VHF+FM,
60.66,-110.10,Low VHF+FM,
60.67,-108.79,Low VHF+FM,
60.68,-112.79,Low VHF+FM,
60.69,-108.55,Low VHF+FM,
60.70,-105.89,Low VHF+FM,
60.70,-105.59,Low VHF+FM,
60.71,-108.77,Low VHF+FM,
60.72,-105.57,Low VHF+FM,
60.73,-107.57,Low VHF+FM,
60.74,-102.36,Low VHF+FM,
60.75,-103.07,Low VHF+FM,
60.76,-103.98,Low VHF+FM,
60.77,-100.34,Low VHF+FM,
60.77,-105.54,Low VHF+FM,
60.78,-116.05,Low VHF+FM,
60.79,-106.48,Low VHF+FM,
60.80,-99.55,Low VHF+FM,
60.81,-101.73,Low VHF+FM,
60.82,-100.02,Low VHF+FM,
60.83,-107.29,Low VHF+FM,
60.83,-104.91,Low VHF+FM,
60.84,-106.02,Low VHF+FM,
60.85,-109.09,Low VHF+FM,
60.86,-109.76,Low VHF+FM,
60.87,-109.62,Low VHF+FM,
60.88,-108.78,Low VHF+FM,
60.89,-105.54,Low VHF+FM,
60.90,-110.34,Low VHF+FM,
60.90,-100.41,Low VHF+FM,
60.91,-105.44,Low VHF+FM,
60.92,-100.89,Low VHF+FM,
60.93,-106.46,Low VHF+FM,
60.94,-101.88,Low VHF+FM,
60.95,-110.59,Low VHF+FM,
60.96,-102.70,Low VHF+FM,
60.97,-107.09,Low VHF+FM,
60.97,-104.41,Low VHF+FM,
60.98,-101.82,Low VHF+FM,
60.99,-108.76,Low VHF+FM,
61.00,-109.41,Low VHF+FM,
61.01,-107.66,Low VHF+FM,
61.02,-104.62,Low VHF+FM,
61.03,-106.21,Low VHF+FM,
61.03,-100.27,Low VHF+FM,
61.04,-105.14,Low VHF+FM,
61.05,-103.81,Low VHF+FM,
61.06,-107.57,Low VHF+FM,
61.07,-105.93,Low VHF+FM,
61.08,-103.46,Low VHF+FM,
61.09,-104.11,Low VHF+FM,
61.10,-111.61,Low VHF+FM,
61.10,-102.24,Low VHF+FM,
61.11,-98.73,Low VHF+FM,
61.12,-99.45,Low VHF+FM,
61.13,-111.44,Low VHF+FM,
61.14,-106.89,Low VHF+FM,
61.15,-104.68,Low VHF+FM,
61.16,-102.34,Low VHF+FM,
61.17,-107.40,Low VHF+FM,
61.17,-101.30,Low VHF+FM,
61.18,-104.38,Low VHF+FM,
61.19,-107.26,Low VHF+FM,
61.20,-103.39,Low VHF+FM,
61.21,-101.87,Low VHF+FM,
61.22,-105.34,Low VHF+FM,
61.23,-104.23,Low VHF+FM,
61.23,-105.14,Low VHF+FM,
61.24,-103.07,Low VHF+FM,
61.25,-105.49,Low VHF+FM,
61.26,-104.10,Low VHF+FM,
61.27,-108.76,Low VHF+FM,
61.28,-101.25,Low VHF+FM,
61.29,-97.92,Low VHF+FM,
61.30,-100.55,Low VHF+FM,
61.30,-101.13,Low VHF+FM,
61.31,-103.59,Low VHF+FM,
61.32,-107.51,Low VHF+FM,
61.33,-105.56,Low VHF+FM,
61.34,-109.87,Low VHF+FM,
61.35,-106.77,Low VHF+FM,
61.36,-101.60,Low VHF+FM,
61.37,-103.40,Low VHF+FM,
61.37,-101.31,Low VHF+FM,
61.38,-106.66,Low VHF+FM,
61.39,-108.50,Low VHF+FM,
61.40,-108.30,Low VHF+FM,
61.41,-104.66,Low VHF+FM,
61.42,-101.37,Low VHF+FM,
61.43,-107.22,Low VHF+FM,
61.43,-99.89,Low VHF+FM,
61.44,-108.36,Low VHF+FM,
61.45,-102.44,Low VHF+FM,
61.46,-101.53,Low VHF+FM,
61.47,-96.00,Low VHF+FM,
61.48,-95.54,Low VHF+FM,
61.49,-95.71,Low VHF+FM,
61.50,-100.55,Low VHF+FM,
61.50,-105.92,Low VHF+FM,
61.51,-111.84,Low VHF+FM,
61.52,-103.17,Low VHF+FM,
61.53,-103.21,Low VHF+FM,
61.54,-103.60,Low VHF+FM,
61.55,-102.07,Low VHF+FM,
61.56,-109.17,Low VHF+FM,
61.57,-106.95,Low VHF+FM,
61.57,-107.30,Low VHF+FM,
61.58,-105.33,Low VHF+FM,
61.59,-104.44,Low VHF+FM,
61.60,-107.91,Low VHF+FM,
61.61,-99.98,Low VHF+FM,
61.62,-102.46,Low VHF+FM,
61.63,-106.23,Low VHF+FM,
61.63,-106.02,Low VHF+FM,
61.64,-101.35,Low VHF+FM,
61.65,-98.54,Low VHF+FM,
61.66,-95.17,Low VHF+FM,
61.67,-96.19,Low VHF+FM,
61.68,-98.81,Low VHF+FM,
61.69,-99.41,Low VHF+FM,
61.70,-113.23,Low VHF+FM,
61.70,-107.78,Low VHF+FM,
61.71,-102.40,Low VHF+FM,
61.72,-102.38,Low VHF+FM,
61.73,-107.09,Low VHF+FM,
61.74,-109.39,Low VHF+FM,
61.75,-104.87,Low VHF+FM,
61.76,-112.22,Low VHF+FM,
61.77,-106.44,Low VHF+FM,
61.77,-99.92,Low VHF+FM,
61.78,-104.05,Low VHF+FM,
61.79,-101.66,Low VHF+FM,
61.80,-108.66,Low VHF+FM,
61.81,-103.71,Low VHF+FM,
61.82,-106.85,Low VHF+FM,
61.83,-100.08,Low VHF+FM,
61.83,-99.93,Low VHF+FM,
61.84,-97.03,Low VHF+FM,
61.85,-96.93,Low VHF+FM,
61.86,-103.47,Low VHF+FM,
61.87,-96.92,Low VHF+FM,
61.88,-106.49,Low VHF+FM,
61.89,-106.89,Low VHF+FM,
61.90,-104.83,Low VHF+FM,
61.90,-103.87,Low VHF+FM,
61.91,-101.45,Low VHF+FM,
61.92,-101.73,Low VHF+FM,
61.93,-106.04,Low VHF+FM,
61.94,-98.92,Low VHF+FM,
61.95,-99.23,Low VHF+FM,
61.96,-107.83,Low VHF+FM,
61.97,-106.18,Low VHF+FM,
61.97,-99.07,Low VHF+FM,
61.98,-100.32,Low VHF+FM,
61.99,-104.79,Low VHF+FM,
62.00,-109.29,Low VHF+FM,
