Frequency (MHz),Level (dBm),Band Name
61.91,-96.90,Low VHF+FM
61.93,-94.18,Low VHF+FM
61.96,-97.83,Low VHF+FM
61.98,-96.70,Low VHF+FM
62.00,-93.03,Low VHF+FM
62.02,-98.01,Low VHF+FM
62.04,-96.32,Low VHF+FM
62.07,-92.79,Low VHF+FM
62.09,-96.72,Low VHF+FM
62.11,-95.49,Low VHF+FM
62.13,-93.71,Low VHF+FM
62.15,-93.74,Low VHF+FM
62.17,-95.32,Low VHF+FM
62.20,-96.11,Low VHF+FM
62.22,-95.91,Low VHF+FM
62.24,-92.03,Low VHF+FM
62.26,-92.71,Low VHF+FM
62.28,-90.84,Low VHF+FM
62.30,-94.37,Low VHF+FM
62.33,-91.97,Low VHF+FM
62.35,-91.55,Low VHF+FM
62.37,-93.54,Low VHF+FM
62.39,-91.53,Low VHF+FM
62.41,-94.14,Low VHF+FM
62.43,-91.52,Low VHF+FM
62.46,-92.53,Low VHF+FM
62.48,-93.01,Low VHF+FM
62.50,-95.32,Low VHF+FM
62.52,-92.83,Low VHF+FM
62.54,-94.58,Low VHF+FM
62.57,-92.42,Low VHF+FM
62.59,-98.30,Low VHF+FM
62.61,-93.67,Low VHF+FM
62.63,-93.27,Low VHF+FM
62.65,-96.52,Low VHF+FM
62.67,-92.25,Low VHF+FM
62.70,-94.43,Low VHF+FM
62.72,-95.76,Low VHF+FM
62.74,-95.06,Low VHF+FM
62.76,-94.08,Low VHF+FM
62.78,-92.30,Low VHF+FM
62.80,-94.06,Low VHF+FM
62.83,-93.39,Low VHF+FM
62.85,-90.88,Low VHF+FM
62.87,-92.07,Low VHF+FM
62.89,-93.44,Low VHF+FM
62.91,-94.08,Low VHF+FM
62.93,-97.91,Low VHF+FM
62.96,-104.06,Low VHF+FM
62.98,-95.54,Low VHF+FM
63.00,-91.69,Low VHF+FM
63.02,-95.05,Low VHF+FM
63.04,-89.74,Low VHF+FM
63.07,-91.30,Low VHF+FM
63.09,-94.29,Low VHF+FM
63.11,-95.09,Low VHF+FM
63.13,-96.44,Low VHF+FM
63.15,-100.82,Low VHF+FM
63.17,-96.98,Low VHF+FM
63.20,-95.09,Low VHF+FM
63.22,-98.82,Low VHF+FM
63.24,-99.36,Low VHF+FM
63.26,-96.47,Low VHF+FM
63.28,-95.75,Low VHF+FM
63.30,-94.40,Low VHF+FM
63.33,-99.46,Low VHF+FM
63.35,-95.68,Low VHF+FM
63.37,-95.82,Low VHF+FM
63.39,-97.15,Low VHF+FM
63.41,-96.79,Low VHF+FM
63.43,-92.35,Low VHF+FM
63.46,-94.44,Low VHF+FM
63.48,-93.38,Low VHF+FM
63.50,-96.48,Low VHF+FM
63.52,-97.53,Low VHF+FM
63.54,-91.00,Low VHF+FM
63.57,-95.45,Low VHF+FM
63.59,-89.58,Low VHF+FM
63.61,-92.12,Low VHF+FM
63.63,-90.32,Low VHF+FM
63.65,-94.29,Low VHF+FM
63.67,-94.86,Low VHF+FM
63.70,-93.24,Low VHF+FM
63.72,-94.09,Low VHF+FM
63.74,-95.60,Low VHF+FM
63.76,-101.35,Low VHF+FM
63.78,-95.05,Low VHF+FM
63.80,-94.43,Low VHF+FM
63.83,-95.46,Low VHF+FM
63.85,-94.69,Low VHF+FM
63.87,-97.11,Low VHF+FM
63.89,-100.64,Low VHF+FM
63.91,-98.09,Low VHF+FM
63.93,-94.90,Low VHF+FM
63.96,-99.52,Low VHF+FM
63.98,-98.17,Low VHF+FM
64.00,-94.81,Low VHF+FM
64.02,-93.02,Low VHF+FM
64.04,-98.55,Low VHF+FM
64.07,-94.99,Low VHF+FM
64.09,-96.65,Low VHF+FM
64.11,-97.54,Low VHF+FM
64.13,-92.23,Low VHF+FM
64.15,-95.46,Low VHF+FM
64.17,-91.77,Low VHF+FM
64.20,-94.50,Low VHF+FM
64.22,-94.62,Low VHF+FM
64.24,-96.47,Low VHF+FM
64.26,-99.85,Low VHF+FM
64.28,-101.09,Low VHF+FM
64.30,-98.33,Low VHF+FM
64.33,-92.89,Low VHF+FM
64.35,-93.47,Low VHF+FM
64.37,-99.24,Low VHF+FM
64.39,-99.15,Low VHF+FM
64.41,-96.84,Low VHF+FM
64.43,-96.46,Low VHF+FM
64.46,-96.13,Low VHF+FM
64.48,-93.06,Low VHF+FM
64.50,-96.62,Low VHF+FM
64.52,-96.62,Low VHF+FM
64.54,-92.49,Low VHF+FM
64.57,-97.69,Low VHF+FM
64.59,-96.38,Low VHF+FM
64.61,-95.16,Low VHF+FM
64.63,-96.63,Low VHF+FM
64.65,-97.76,Low VHF+FM
64.67,-97.54,Low VHF+FM
64.70,-96.10,Low VHF+FM
64.72,-94.52,Low VHF+FM
64.74,-99.11,Low VHF+FM
64.76,-96.88,Low VHF+FM
64.78,-102.63,Low VHF+FM
64.80,-101.26,Low VHF+FM
64.83,-96.20,Low VHF+FM
64.85,-93.60,Low VHF+FM
64.87,-93.61,Low VHF+FM
64.89,-93.44,Low VHF+FM
64.91,-91.87,Low VHF+FM
64.93,-94.40,Low VHF+FM
64.96,-91.63,Low VHF+FM
64.98,-91.70,Low VHF+FM
65.00,-103.23,Low VHF+FM
65.02,-95.73,Low VHF+FM
65.04,-103.15,Low VHF+FM
65.07,-99.12,Low VHF+FM
65.09,-99.74,Low VHF+FM
65.11,-102.01,Low VHF+FM
65.13,-99.33,Low VHF+FM
65.15,-100.92,Low VHF+FM
65.17,-98.91,Low VHF+FM
65.20,-101.11,Low VHF+FM
65.22,-93.61,Low VHF+FM
65.24,-98.37,Low VHF+FM
65.26,-99.61,Low VHF+FM
65.28,-98.39,Low VHF+FM
65.30,-96.77,Low VHF+FM
65.33,-98.30,Low VHF+FM
65.35,-101.06,Low VHF+FM
65.37,-99.51,Low VHF+FM
65.39,-97.92,Low VHF+FM
65.41,-94.67,Low VHF+FM
65.43,-92.30,Low VHF+FM
65.46,-93.24,Low VHF+FM
65.48,-93.81,Low VHF+FM
65.50,-93.22,Low VHF+FM
65.52,-97.22,Low VHF+FM
65.54,-96.27,Low VHF+FM
65.57,-101.49,Low VHF+FM
65.59,-98.02,Low VHF+FM
65.61,-93.46,Low VHF+FM
65.63,-93.08,Low VHF+FM
65.65,-96.20,Low VHF+FM
65.67,-102.41,Low VHF+FM
65.70,-96.72,Low VHF+FM
65.72,-100.86,Low VHF+FM
65.74,-95.16,Low VHF+FM
65.76,-99.87,Low VHF+FM
65.78,-99.24,Low VHF+FM
65.80,-101.56,Low VHF+FM
65.83,-99.12,Low VHF+FM
65.85,-97.89,Low VHF+FM
65.87,-98.10,Low VHF+FM
65.89,-96.85,Low VHF+FM
65.91,-92.57,Low VHF+FM
65.93,-98.75,Low VHF+FM
65.96,-102.45,Low VHF+FM
65.98,-96.40,Low VHF+FM
66.00,-105.90,Low VHF+FM
66.02,-102.20,Low VHF+FM
66.04,-100.78,Low VHF+FM
66.07,-100.45,Low VHF+FM
66.09,-98.15,Low VHF+FM
66.11,-95.48,Low VHF+FM
66.13,-101.91,Low VHF+FM
66.15,-99.63,Low VHF+FM
66.17,-99.24,Low VHF+FM
66.20,-96.14,Low VHF+FM
66.22,-95.60,Low VHF+FM
66.24,-97.52,Low VHF+FM
66.26,-91.97,Low VHF+FM
66.28,-95.48,Low VHF+FM
66.30,-97.05,Low VHF+FM
66.33,-93.69,Low VHF+FM
66.35,-98.60,Low VHF+FM
66.37,-95.10,Low VHF+FM
66.39,-93.49,Low VHF+FM
66.41,-96.78,Low VHF+FM
66.43,-99.43,Low VHF+FM
66.46,-95.63,Low VHF+FM
66.48,-97.42,Low VHF+FM
66.50,-97.23,Low VHF+FM
66.52,-94.54,Low VHF+FM
66.54,-93.69,Low VHF+FM
66.57,-96.16,Low VHF+FM
66.59,-93.53,Low VHF+FM
66.61,-95.46,Low VHF+FM
66.63,-93.25,Low VHF+FM
66.65,-97.19,Low VHF+FM
66.67,-96.98,Low VHF+FM
66.70,-95.20,Low VHF+FM
66.72,-94.77,Low VHF+FM
66.74,-95.28,Low VHF+FM
66.76,-94.47,Low VHF+FM
66.78,-94.92,Low VHF+FM
66.80,-100.50,Low VHF+FM
