Frequency (MHz),Level (dBm),Band Name
55.78,-99.04,Low VHF+FM
55.83,-104.29,Low VHF+FM
55.87,-98.32,Low VHF+FM
55.91,-94.52,Low VHF+FM
55.96,-96.53,Low VHF+FM
56.00,-99.57,Low VHF+FM
56.04,-98.80,Low VHF+FM
56.09,-97.83,Low VHF+FM
56.13,-103.55,Low VHF+FM
56.17,-101.15,Low VHF+FM
56.22,-99.03,Low VHF+FM
56.26,-104.21,Low VHF+FM
56.30,-98.59,Low VHF+FM
56.35,-97.85,Low VHF+FM
56.39,-96.65,Low VHF+FM
56.43,-102.74,Low VHF+FM
56.48,-100.10,Low VHF+FM
56.52,-97.78,Low VHF+FM
56.57,-97.87,Low VHF+FM
56.61,-95.33,Low VHF+FM
56.65,-101.27,Low VHF+FM
56.70,-102.92,Low VHF+FM
56.74,-97.81,Low VHF+FM
56.78,-102.62,Low VHF+FM
56.83,-96.06,Low VHF+FM
56.87,-102.28,Low VHF+FM
56.91,-101.33,Low VHF+FM
56.96,-96.87,Low VHF+FM
57.00,-102.97,Low VHF+FM
57.04,-104.85,Low VHF+FM
57.09,-100.42,Low VHF+FM
57.13,-98.61,Low VHF+FM
57.17,-105.42,Low VHF+FM
57.22,-100.18,Low VHF+FM
57.26,-100.84,Low VHF+FM
57.30,-96.42,Low VHF+FM
57.35,-100.68,Low VHF+FM
57.39,-95.95,Low VHF+FM
57.43,-98.06,Low VHF+FM
57.48,-96.92,Low VHF+FM
57.52,-101.77,Low VHF+FM
57.57,-98.12,Low VHF+FM
57.61,-98.97,Low VHF+FM
57.65,-99.35,Low VHF+FM
57.70,-100.12,Low VHF+FM
57.74,-101.40,Low VHF+FM
57.78,-99.58,Low VHF+FM
57.83,-100.45,Low VHF+FM
57.87,-101.69,Low VHF+FM
57.91,-100.23,Low VHF+FM
57.96,-95.43,Low VHF+FM
58.00,-101.20,Low VHF+FM
58.04,-104.53,Low VHF+FM
58.09,-102.39,Low VHF+FM
58.13,-97.25,Low VHF+FM
58.17,-95.77,Low VHF+FM
58.22,-102.32,Low VHF+FM
58.26,-101.94,Low VHF+FM
58.30,-100.01,Low VHF+FM
58.35,-100.84,Low VHF+FM
58.39,-98.29,Low VHF+FM
58.43,-95.70,Low VHF+FM
58.48,-98.45,Low VHF+FM
58.52,-98.08,Low VHF+FM
58.57,-98.17,Low VHF+FM
58.61,-102.72,Low VHF+FM
58.65,-98.10,Low VHF+FM
58.70,-100.75,Low VHF+FM
58.74,-110.94,Low VHF+FM
58.78,-97.43,Low VHF+FM
58.83,-100.42,Low VHF+FM
58.87,-98.76,Low VHF+FM
58.91,-98.72,Low VHF+FM
58.96,-98.96,Low VHF+FM
59.00,-102.25,Low VHF+FM
59.04,-98.12,Low VHF+FM
59.09,-104.86,Low VHF+FM
59.13,-99.27,Low VHF+FM
59.17,-100.19,Low VHF+FM
59.22,-97.66,Low VHF+FM
59.26,-98.72,Low VHF+FM
59.30,-99.16,Low VHF+FM
59.35,-95.58,Low VHF+FM
59.39,-99.91,Low VHF+FM
59.43,-103.27,Low VHF+FM
59.48,-99.07,Low VHF+FM
59.52,-106.14,Low VHF+FM
59.57,-101.63,Low VHF+FM
59.61,-95.80,Low VHF+FM
59.65,-100.32,Low VHF+FM
59.70,-101.02,Low VHF+FM
59.74,-96.67,Low VHF+FM
59.78,-100.68,Low VHF+FM
59.83,-98.37,Low VHF+FM
59.87,-100.52,Low VHF+FM
59.91,-103.79,Low VHF+FM
59.96,-102.19,Low VHF+FM
60.00,-102.30,Low VHF+FM
60.04,-95.95,Low VHF+FM
60.09,-97.79,Low VHF+FM
60.13,-96.97,Low VHF+FM
60.17,-101.88,Low VHF+FM
60.22,-99.24,Low VHF+FM
60.26,-103.16,Low VHF+FM
60.30,-99.37,Low VHF+FM
60.35,-99.72,Low VHF+FM
60.39,-101.65,Low VHF+FM
60.43,-94.19,Low VHF+FM
60.48,-98.37,Low VHF+FM
60.52,-99.36,Low VHF+FM
60.57,-97.36,Low VHF+FM
60.61,-99.58,Low VHF+FM
60.65,-96.84,Low VHF+FM
60.70,-101.26,Low VHF+FM
60.74,-93.78,Low VHF+FM
60.78,-100.77,Low VHF+FM
60.83,-100.51,Low VHF+FM
60.87,-102.33,Low VHF+FM
60.91,-105.52,Low VHF+FM
60.96,-94.42,Low VHF+FM
61.00,-96.81,Low VHF+FM
61.04,-98.41,Low VHF+FM
61.09,-96.68,Low VHF+FM
61.13,-101.23,Low VHF+FM
61.17,-98.25,Low VHF+FM
61.22,-104.75,Low VHF+FM
61.26,-100.07,Low VHF+FM
61.30,-100.47,Low VHF+FM
61.35,-101.65,Low VHF+FM
61.39,-99.75,Low VHF+FM
61.43,-96.41,Low VHF+FM
61.48,-101.01,Low VHF+FM
61.52,-102.76,Low VHF+FM
61.57,-94.42,Low VHF+FM
61.61,-101.52,Low VHF+FM
61.65,-99.29,Low VHF+FM
61.70,-97.36,Low VHF+FM
61.74,-102.53,Low VHF+FM
61.78,-93.41,Low VHF+FM
61.83,-96.07,Low VHF+FM
61.87,-101.41,Low VHF+FM
61.91,-98.22,Low VHF+FM
61.96,-96.93,Low VHF+FM
62.00,-101.30,Low VHF+FM
62.04,-98.58,Low VHF+FM
62.09,-96.57,Low VHF+FM
62.13,-98.45,Low VHF+FM
62.17,-100.23,Low VHF+FM
62.22,-106.71,Low VHF+FM
62.26,-105.54,Low VHF+FM
62.30,-98.22,Low VHF+FM
62.35,-98.53,Low VHF+FM
62.39,-101.47,Low VHF+FM
62.43,-96.27,Low VHF+FM
62.48,-100.80,Low VHF+FM
62.52,-96.08,Low VHF+FM
62.57,-96.33,Low VHF+FM
62.61,-99.65,Low VHF+FM
62.65,-98.83,Low VHF+FM
62.70,-95.06,Low VHF+FM
62.74,-97.78,Low VHF+FM
62.78,-104.63,Low VHF+FM
62.83,-97.17,Low VHF+FM
62.87,-102.62,Low VHF+FM
62.91,-102.19,Low VHF+FM
62.96,-104.02,Low VHF+FM
63.00,-101.19,Low VHF+FM
63.04,-97.26,Low VHF+FM
63.09,-102.12,Low VHF+FM
63.13,-98.96,Low VHF+FM
63.17,-107.12,Low VHF+FM
63.22,-98.79,Low VHF+FM
63.26,-99.09,Low VHF+FM
63.30,-104.08,Low VHF+FM
63.35,-99.33,Low VHF+FM
63.39,-102.00,Low VHF+FM
63.43,-95.37,Low VHF+FM
63.48,-99.11,Low VHF+FM
63.52,-98.26,Low VHF+FM
63.57,-94.41,Low VHF+FM
63.61,-100.33,Low VHF+FM
63.65,-107.32,Low VHF+FM
63.70,-95.82,Low VHF+FM
63.74,-97.36,Low VHF+FM
63.78,-101.28,Low VHF+FM
63.83,-94.81,Low VHF+FM
63.87,-98.77,Low VHF+FM
63.91,-97.08,Low VHF+FM
63.96,-103.55,Low VHF+FM
64.00,-100.44,Low VHF+FM
64.04,-101.76,Low VHF+FM
64.09,-100.44,Low VHF+FM
64.13,-95.08,Low VHF+FM
64.17,-101.39,Low VHF+FM
64.22,-98.75,Low VHF+FM
64.26,-98.88,Low VHF+FM
64.30,-98.65,Low VHF+FM
64.35,-99.81,Low VHF+FM
64.39,-101.46,Low VHF+FM
64.43,-95.80,Low VHF+FM
64.48,-95.21,Low VHF+FM
64.52,-97.30,Low VHF+FM
64.57,-96.00,Low VHF+FM
64.61,-100.29,Low VHF+FM
64.65,-97.04,Low VHF+FM
64.70,-96.26,Low VHF+FM
64.74,-96.08,Low VHF+FM
64.78,-100.73,Low VHF+FM
64.83,-99.91,Low VHF+FM
64.87,-101.64,Low VHF+FM
64.91,-101.16,Low VHF+FM
64.96,-102.70,Low VHF+FM
65.00,-96.72,Low VHF+FM
65.04,-98.22,Low VHF+FM
65.09,-97.68,Low VHF+FM
65.13,-101.11,Low VHF+FM
65.17,-95.57,Low VHF+FM
65.22,-99.40,Low VHF+FM
65.26,-97.62,Low VHF+FM
65.30,-103.34,Low VHF+FM
65.35,-95.53,Low VHF+FM
65.39,-103.67,Low VHF+FM
65.43,-105.23,Low VHF+FM
65.48,-97.66,Low VHF+FM
65.52,-101.42,Low VHF+FM
65.57,-100.03,Low VHF+FM
65.61,-99.11,Low VHF+FM
65.65,-99.34,Low VHF+FM
65.70,-102.73,Low VHF+FM
65.74,-99.81,Low VHF+FM
65.78,-100.80,Low VHF+FM
65.83,-96.88,Low VHF+FM
65.87,-99.86,Low VHF+FM
65.91,-100.45,Low VHF+FM
65.96,-98.39,Low VHF+FM
66.00,-100.63,Low VHF+FM
66.04,-95.03,Low VHF+FM
66.09,-99.21,Low VHF+FM
66.13,-95.43,Low VHF+FM
66.17,-98.42,Low VHF+FM
66.22,-104.25,Low VHF+FM
66.26,-99.13,Low VHF+FM
66.30,-95.00,Low VHF+FM
66.35,-98.09,Low VHF+FM
66.39,-105.63,Low VHF+FM
66.43,-99.31,Low VHF+FM
66.48,-100.27,Low VHF+FM
66.52,-100.42,Low VHF+FM
66.57,-99.60,Low VHF+FM
66.61,-96.72,Low VHF+FM
66.65,-100.46,Low VHF+FM
66.70,-98.23,Low VHF+FM
66.74,-99.98,Low VHF+FM
66.78,-98.30,Low VHF+FM
66.83,-97.86,Low VHF+FM
66.87,-101.49,Low VHF+FM
66.91,-97.47,Low VHF+FM
66.96,-95.88,Low VHF+FM
67.00,-103.60,Low VHF+FM
67.04,-101.51,Low VHF+FM
67.09,-96.75,Low VHF+FM
67.13,-99.76,Low VHF+FM
67.17,-101.19,Low VHF+FM
67.22,-96.63,Low VHF+FM
67.26,-95.81,Low VHF+FM
67.30,-101.44,Low VHF+FM
67.35,-99.30,Low VHF+FM
67.39,-103.90,Low VHF+FM
67.43,-97.22,Low VHF+FM
67.48,-96.02,Low VHF+FM
67.52,-95.71,Low VHF+FM
67.57,-98.09,Low VHF+FM
67.61,-99.01,Low VHF+FM
67.65,-108.99,Low VHF+FM
67.70,-99.40,Low VHF+FM
67.74,-100.25,Low VHF+FM
67.78,-97.41,Low VHF+FM
67.83,-96.69,Low VHF+FM
67.87,-98.17,Low VHF+FM
67.91,-101.33,Low VHF+FM
67.96,-103.23,Low VHF+FM
68.00,-99.45,Low VHF+FM
68.04,-96.32,Low VHF+FM
68.09,-102.48,Low VHF+FM
68.13,-93.65,Low VHF+FM
68.17,-101.26,Low VHF+FM
68.22,-96.74,Low VHF+FM
68.26,-101.40,Low VHF+FM
68.30,-98.91,Low VHF+FM
68.35,-106.77,Low VHF+FM
68.39,-103.83,Low VHF+FM
68.43,-96.58,Low VHF+FM
68.48,-94.51,Low VHF+FM
68.52,-101.63,Low VHF+FM
68.57,-98.28,Low VHF+FM
68.61,-95.49,Low VHF+FM
68.65,-101.80,Low VHF+FM
68.70,-100.21,Low VHF+FM
68.74,-99.35,Low VHF+FM
68.78,-97.36,Low VHF+FM
68.83,-97.17,Low VHF+FM
68.87,-100.16,Low VHF+FM
68.91,-104.10,Low VHF+FM
68.96,-98.47,Low VHF+FM
69.00,-96.41,Low VHF+FM
69.04,-100.99,Low VHF+FM
69.09,-100.39,Low VHF+FM
69.13,-95.98,Low VHF+FM
69.17,-100.47,Low VHF+FM
69.22,-101.79,Low VHF+FM
69.26,-98.11,Low VHF+FM
69.30,-99.12,Low VHF+FM
69.35,-99.02,Low VHF+FM
69.39,-95.97,Low VHF+FM
69.43,-99.05,Low VHF+FM
69.48,-99.62,Low VHF+FM
69.52,-95.26,Low VHF+FM
69.57,-101.43,Low VHF+FM
69.61,-96.00,Low VHF+FM
69.65,-95.13,Low VHF+FM
69.70,-99.41,Low VHF+FM
69.74,-98.27,Low VHF+FM
69.78,-98.05,Low VHF+FM
69.83,-104.90,Low VHF+FM
69.87,-105.97,Low VHF+FM
69.91,-100.06,Low VHF+FM
69.96,-102.30,Low VHF+FM
70.00,-98.44,Low VHF+FM
70.00,-103.79,Low VHF+FM
70.04,-100.46,Low VHF+FM
70.09,-102.42,Low VHF+FM
70.13,-101.57,Low VHF+FM
70.17,-100.97,Low VHF+FM
70.22,-103.38,Low VHF+FM
70.26,-99.42,Low VHF+FM
70.30,-101.83,Low VHF+FM
70.35,-105.98,Low VHF+FM
70.39,-99.06,Low VHF+FM
70.43,-100.87,Low VHF+FM
70.48,-97.44,Low VHF+FM
70.52,-95.38,Low VHF+FM
70.57,-99.66,Low VHF+FM
70.61,-93.38,Low VHF+FM
70.65,-96.21,Low VHF+FM
70.70,-99.91,Low VHF+FM
70.74,-99.90,Low VHF+FM
70.78,-102.84,Low VHF+FM
70.83,-97.48,Low VHF+FM
70.87,-98.73,Low VHF+FM
70.91,-97.87,Low VHF+FM
70.96,-98.64,Low VHF+FM
71.00,-104.20,Low VHF+FM
71.04,-101.03,Low VHF+FM
71.09,-101.34,Low VHF+FM
71.13,-97.82,Low VHF+FM
71.17,-95.77,Low VHF+FM
71.22,-97.04,Low VHF+FM
71.26,-99.60,Low VHF+FM
71.30,-99.38,Low VHF+FM
71.35,-97.26,Low VHF+FM
71.39,-96.78,Low VHF+FM
71.43,-100.89,Low VHF+FM
71.48,-102.03,Low VHF+FM
71.52,-100.50,Low VHF+FM
71.57,-103.86,Low VHF+FM
71.61,-105.40,Low VHF+FM
71.65,-103.05,Low VHF+FM
71.70,-107.64,Low VHF+FM
71.74,-104.38,Low VHF+FM
71.78,-103.46,Low VHF+FM
71.83,-103.59,Low VHF+FM
71.87,-102.76,Low VHF+FM
71.91,-100.97,Low VHF+FM
71.96,-96.81,Low VHF+FM
72.00,-95.87,Low VHF+FM
72.04,-93.73,Low VHF+FM
72.09,-93.71,Low VHF+FM
72.13,-97.79,Low VHF+FM
72.17,-97.60,Low VHF+FM
72.22,-99.67,Low VHF+FM
72.26,-98.03,Low VHF+FM
72.30,-97.73,Low VHF+FM
72.35,-99.89,Low VHF+FM
72.39,-98.25,Low VHF+FM
72.43,-100.30,Low VHF+FM
72.48,-98.56,Low VHF+FM
72.52,-99.00,Low VHF+FM
72.57,-101.32,Low VHF+FM
72.61,-101.23,Low VHF+FM
72.65,-96.74,Low VHF+FM
72.70,-100.03,Low VHF+FM
72.74,-96.21,Low VHF+FM
72.78,-101.17,Low VHF+FM
72.83,-102.19,Low VHF+FM
72.87,-100.29,Low VHF+FM
72.91,-97.37,Low VHF+FM
72.96,-102.58,Low VHF+FM
73.00,-103.77,Low VHF+FM
73.04,-101.43,Low VHF+FM
73.09,-101.15,Low VHF+FM
73.13,-103.05,Low VHF+FM
73.17,-106.34,Low VHF+FM
73.22,-99.92,Low VHF+FM
73.26,-104.03,Low VHF+FM
73.30,-108.10,Low VHF+FM
73.35,-100.57,Low VHF+FM
73.39,-103.84,Low VHF+FM
73.43,-103.48,Low VHF+FM
73.48,-102.61,Low VHF+FM
73.52,-105.96,Low VHF+FM
73.57,-100.56,Low VHF+FM
73.61,-105.28,Low VHF+FM
73.65,-99.51,Low VHF+FM
73.70,-100.66,Low VHF+FM
73.74,-104.17,Low VHF+FM
73.78,-101.82,Low VHF+FM
73.83,-99.78,Low VHF+FM
73.87,-99.49,Low VHF+FM
73.91,-99.20,Low VHF+FM
73.96,-98.23,Low VHF+FM
74.00,-100.83,Low VHF+FM
74.04,-103.36,Low VHF+FM
74.09,-100.33,Low VHF+FM
74.13,-98.48,Low VHF+FM
74.17,-101.20,Low VHF+FM
74.22,-101.88,Low VHF+FM
74.26,-98.51,Low VHF+FM
74.30,-95.62,Low VHF+FM
74.35,-101.93,Low VHF+FM
74.39,-99.98,Low VHF+FM
74.43,-101.53,Low VHF+FM
74.48,-103.02,Low VHF+FM
74.52,-103.32,Low VHF+FM
74.57,-99.59,Low VHF+FM
74.61,-102.28,Low VHF+FM
74.65,-100.98,Low VHF+FM
74.70,-101.22,Low VHF+FM
74.74,-104.18,Low VHF+FM
74.78,-102.14,Low VHF+FM
74.83,-101.53,Low VHF+FM
74.87,-102.78,Low VHF+FM
74.91,-104.69,Low VHF+FM
74.96,-98.93,Low VHF+FM
75.00,-98.15,Low VHF+FM
75.04,-99.35,Low VHF+FM
75.09,-102.48,Low VHF+FM
75.13,-98.78,Low VHF+FM
75.17,-100.73,Low VHF+FM
75.22,-103.68,Low VHF+FM
75.26,-103.34,Low VHF+FM
75.30,-100.27,Low VHF+FM
75.35,-101.61,Low VHF+FM
75.39,-99.24,Low VHF+FM
75.43,-100.01,Low VHF+FM
75.48,-102.87,Low VHF+FM
75.52,-98.38,Low VHF+FM
75.57,-97.82,Low VHF+FM
75.61,-99.00,Low VHF+FM
75.65,-102.26,Low VHF+FM
75.70,-104.60,Low VHF+FM
75.74,-103.38,Low VHF+FM
75.78,-105.30,Low VHF+FM
75.83,-101.59,Low VHF+FM
75.87,-99.50,Low VHF+FM
75.91,-100.61,Low VHF+FM
75.96,-102.31,Low VHF+FM
76.00,-101.30,Low VHF+FM
76.04,-100.86,Low VHF+FM
76.09,-104.60,Low VHF+FM
76.13,-105.94,Low VHF+FM
76.17,-102.00,Low VHF+FM
76.22,-100.65,Low VHF+FM
76.26,-102.20,Low VHF+FM
76.30,-108.18,Low VHF+FM
76.35,-100.47,Low VHF+FM
76.39,-104.73,Low VHF+FM
76.43,-103.83,Low VHF+FM
76.48,-110.73,Low VHF+FM
76.52,-102.66,Low VHF+FM
76.57,-103.00,Low VHF+FM
76.61,-100.92,Low VHF+FM
76.65,-99.10,Low VHF+FM
76.70,-102.79,Low VHF+FM
76.74,-102.97,Low VHF+FM
76.78,-100.52,Low VHF+FM
76.83,-104.01,Low VHF+FM
76.87,-103.00,Low VHF+FM
76.91,-104.10,Low VHF+FM
76.96,-103.19,Low VHF+FM
77.00,-103.20,Low VHF+FM
77.04,-103.41,Low VHF+FM
77.09,-102.58,Low VHF+FM
77.13,-115.18,Low VHF+FM
77.17,-106.20,Low VHF+FM
77.22,-96.84,Low VHF+FM
77.26,-100.85,Low VHF+FM
77.30,-105.06,Low VHF+FM
77.35,-104.06,Low VHF+FM
77.39,-105.74,Low VHF+FM
77.43,-100.11,Low VHF+FM
77.48,-100.70,Low VHF+FM
77.52,-100.25,Low VHF+FM
77.57,-105.04,Low VHF+FM
77.61,-101.43,Low VHF+FM
77.65,-101.24,Low VHF+FM
77.70,-102.37,Low VHF+FM
77.74,-99.85,Low VHF+FM
77.78,-104.18,Low VHF+FM
77.83,-102.09,Low VHF+FM
77.87,-102.49,Low VHF+FM
77.91,-98.13,Low VHF+FM
77.96,-106.09,Low VHF+FM
78.00,-106.74,Low VHF+FM
78.04,-105.28,Low VHF+FM
78.09,-99.96,Low VHF+FM
78.13,-104.06,Low VHF+FM
78.17,-103.36,Low VHF+FM
78.22,-101.46,Low VHF+FM
78.26,-102.33,Low VHF+FM
78.30,-102.29,Low VHF+FM
78.35,-98.90,Low VHF+FM
78.39,-100.66,Low VHF+FM
78.43,-102.40,Low VHF+FM
78.48,-106.30,Low VHF+FM
78.52,-100.57,Low VHF+FM
78.57,-100.12,Low VHF+FM
78.61,-108.69,Low VHF+FM
78.65,-104.75,Low VHF+FM
78.70,-100.58,Low VHF+FM
78.74,-100.76,Low VHF+FM
78.78,-101.81,Low VHF+FM
78.83,-100.43,Low VHF+FM
78.87,-101.82,Low VHF+FM
78.91,-99.45,Low VHF+FM
78.96,-100.84,Low VHF+FM
79.00,-104.42,Low VHF+FM
79.04,-104.03,Low VHF+FM
79.09,-103.98,Low VHF+FM
79.13,-102.84,Low VHF+FM
79.17,-108.09,Low VHF+FM
79.22,-101.07,Low VHF+FM
79.26,-108.41,Low VHF+FM
79.30,-103.26,Low VHF+FM
79.35,-100.59,Low VHF+FM
79.39,-102.89,Low VHF+FM
79.43,-102.90,Low VHF+FM
79.48,-100.27,Low VHF+FM
79.52,-99.24,Low VHF+FM
79.57,-103.36,Low VHF+FM
79.61,-104.93,Low VHF+FM
79.65,-100.67,Low VHF+FM
79.70,-103.65,Low VHF+FM
79.74,-101.18,Low VHF+FM
79.78,-104.53,Low VHF+FM
79.83,-101.11,Low VHF+FM
79.87,-103.34,Low VHF+FM
79.91,-104.02,Low VHF+FM
79.96,-97.65,Low VHF+FM
80.00,-102.16,Low VHF+FM
80.04,-102.73,Low VHF+FM
80.09,-98.19,Low VHF+FM
80.13,-106.08,Low VHF+FM
80.17,-107.63,Low VHF+FM
80.22,-101.51,Low VHF+FM
80.26,-101.79,Low VHF+FM
80.30,-102.06,Low VHF+FM
80.35,-103.22,Low VHF+FM
80.39,-101.78,Low VHF+FM
80.43,-103.54,Low VHF+FM
80.48,-105.24,Low VHF+FM
80.52,-104.52,Low VHF+FM
80.57,-98.71,Low VHF+FM
80.61,-104.87,Low VHF+FM
80.65,-104.53,Low VHF+FM
80.70,-102.28,Low VHF+FM
80.74,-100.62,Low VHF+FM
80.78,-101.89,Low VHF+FM
80.83,-102.83,Low VHF+FM
80.87,-104.43,Low VHF+FM
80.91,-103.80,Low VHF+FM
80.96,-101.37,Low VHF+FM
81.00,-104.94,Low VHF+FM
81.04,-102.93,Low VHF+FM
81.09,-104.87,Low VHF+FM
81.13,-104.70,Low VHF+FM
81.17,-105.07,Low VHF+FM
81.22,-105.24,Low VHF+FM
81.26,-101.10,Low VHF+FM
81.30,-100.66,Low VHF+FM
81.35,-100.80,Low VHF+FM
81.39,-104.37,Low VHF+FM
81.43,-102.53,Low VHF+FM
81.48,-101.48,Low VHF+FM
81.52,-99.88,Low VHF+FM
81.57,-102.95,Low VHF+FM
81.61,-99.75,Low VHF+FM
81.65,-101.18,Low VHF+FM
81.70,-106.31,Low VHF+FM
81.74,-97.44,Low VHF+FM
81.78,-101.35,Low VHF+FM
81.83,-102.96,Low VHF+FM
81.87,-106.79,Low VHF+FM
81.91,-103.43,Low VHF+FM
81.96,-103.26,Low VHF+FM
82.00,-102.87,Low VHF+FM
82.04,-101.76,Low VHF+FM
82.09,-100.78,Low VHF+FM
82.13,-103.10,Low VHF+FM
82.17,-102.59,Low VHF+FM
82.22,-104.47,Low VHF+FM
82.26,-101.01,Low VHF+FM
82.30,-102.92,Low VHF+FM
82.35,-104.47,Low VHF+FM
82.39,-102.76,Low VHF+FM
82.43,-103.83,Low VHF+FM
82.48,-104.74,Low VHF+FM
82.52,-103.30,Low VHF+FM
82.57,-101.64,Low VHF+FM
82.61,-105.50,Low VHF+FM
82.65,-97.64,Low VHF+FM
82.70,-101.51,Low VHF+FM
82.74,-100.03,Low VHF+FM
82.78,-101.20,Low VHF+FM
82.83,-100.32,Low VHF+FM
82.87,-99.49,Low VHF+FM
82.91,-101.97,Low VHF+FM
82.96,-103.57,Low VHF+FM
83.00,-101.47,Low VHF+FM
83.04,-103.38,Low VHF+FM
83.09,-103.33,Low VHF+FM
83.13,-99.55,Low VHF+FM
83.17,-99.18,Low VHF+FM
83.22,-99.67,Low VHF+FM
83.26,-100.37,Low VHF+FM
83.30,-101.78,Low VHF+FM
83.35,-100.06,Low VHF+FM
83.39,-99.37,Low VHF+FM
83.43,-99.95,Low VHF+FM
83.48,-101.66,Low VHF+FM
83.52,-105.13,Low VHF+FM
83.57,-100.71,Low VHF+FM
83.61,-106.95,Low VHF+FM
