Frequency (MHz),Level (dBm),Band Name
218.43,-93.24,High VHF+216
218.46,-94.68,High VHF+216
218.48,-95.75,High VHF+216
218.50,-96.67,High VHF+216
218.52,-91.35,High VHF+216
218.54,-99.21,High VHF+216
218.57,-96.85,High VHF+216
218.59,-95.71,High VHF+216
218.61,-99.58,High VHF+216
218.63,-95.39,High VHF+216
218.65,-95.88,High VHF+216
218.67,-100.56,High VHF+216
218.70,-91.58,High VHF+216
218.72,-96.58,High VHF+216
218.74,-97.48,High VHF+216
218.76,-96.26,High VHF+216
218.78,-103.41,High VHF+216
218.80,-94.83,High VHF+216
218.83,-100.09,High VHF+216
218.85,-92.88,High VHF+216
218.87,-95.73,High VHF+216
218.89,-99.56,High VHF+216
218.91,-95.60,High VHF+216
218.93,-97.21,High VHF+216
218.96,-93.03,High VHF+216
218.98,-96.89,High VHF+216
219.00,-92.12,High VHF+216
219.02,-92.09,High VHF+216
219.04,-95.40,High VHF+216
219.07,-94.38,High VHF+216
219.09,-93.49,High VHF+216
219.11,-89.11,High VHF+216
219.13,-91.17,High VHF+216
219.15,-94.12,High VHF+216
219.17,-95.47,High VHF+216
219.20,-92.11,High VHF+216
219.22,-90.20,High VHF+216
219.24,-90.00,High VHF+216
219.26,-94.39,High VHF+216
219.28,-92.01,High VHF+216
219.30,-91.43,High VHF+216
219.33,-92.82,High VHF+216
219.35,-96.08,High VHF+216
219.37,-95.77,High VHF+216
219.39,-93.80,High VHF+216
219.41,-95.54,High VHF+216
219.43,-99.92,High VHF+216
219.46,-96.60,High VHF+216
219.48,-94.09,High VHF+216
219.50,-94.77,High VHF+216
219.52,-94.78,High VHF+216
219.54,-94.94,High VHF+216
219.57,-93.60,High VHF+216
219.59,-99.05,High VHF+216
219.61,-96.27,High VHF+216
219.63,-95.96,High VHF+216
219.65,-98.59,High VHF+216
219.67,-99.63,High VHF+216
219.70,-99.46,High VHF+216
219.72,-98.31,High VHF+216
219.74,-98.62,High VHF+216
219.76,-99.35,High VHF+216
219.78,-97.08,High VHF+216
219.80,-92.44,High VHF+216
219.83,-102.66,High VHF+216
219.85,-103.20,High VHF+216
219.87,-97.14,High VHF+216
219.89,-99.73,High VHF+216
219.91,-96.22,High VHF+216
219.93,-100.59,High VHF+216
219.96,-98.57,High VHF+216
219.98,-97.34,High VHF+216
220.00,-96.35,High VHF+216
400.00,-96.30,UHF -1
400.09,-98.13,UHF -1
400.17,-97.07,UHF -1
400.26,-95.10,UHF -1
400.35,-99.67,UHF -1
400.43,-93.97,UHF -1
400.52,-97.57,UHF -1
400.61,-100.29,UHF -1
400.70,-102.19,UHF -1
400.78,-97.17,UHF -1
400.87,-103.21,UHF -1
400.96,-103.14,UHF -1
401.04,-100.37,UHF -1
401.13,-101.10,UHF -1
401.22,-104.52,UHF -1
401.30,-102.61,UHF -1
401.39,-98.42,UHF -1
401.48,-96.96,UHF -1
401.57,-100.61,UHF -1
401.65,-103.15,UHF -1
401.74,-98.34,UHF -1
401.83,-99.37,UHF -1
401.91,-96.08,UHF -1
402.00,-99.47,UHF -1
402.09,-101.67,UHF -1
402.17,-100.86,UHF -1
402.26,-101.22,UHF -1
402.35,-98.81,UHF -1
402.43,-96.33,UHF -1
402.52,-104.43,UHF -1
402.61,-97.80,UHF -1
402.70,-99.22,UHF -1
402.78,-102.12,UHF -1
402.87,-99.96,UHF -1
402.96,-98.20,UHF -1
403.04,-103.55,UHF -1
403.13,-101.68,UHF -1
403.22,-98.39,UHF -1
403.30,-102.34,UHF -1
403.39,-99.76,UHF -1
403.48,-94.50,UHF -1
403.57,-100.82,UHF -1
403.65,-98.64,UHF -1
403.74,-101.06,UHF -1
403.83,-102.15,UHF -1
403.91,-97.71,UHF -1
404.00,-97.62,UHF -1
404.09,-103.22,UHF -1
404.17,-98.35,UHF -1
404.26,-102.82,UHF -1
404.35,-102.57,UHF -1
404.43,-99.01,UHF -1
404.52,-97.43,UHF -1
404.61,-99.42,UHF -1
404.70,-98.89,UHF -1
404.78,-97.83,UHF -1
404.87,-98.64,UHF -1
404.96,-96.18,UHF -1
405.04,-100.49,UHF -1
405.13,-94.48,UHF -1
405.22,-100.00,UHF -1
405.30,-95.54,UHF -1
405.39,-97.68,UHF -1
405.48,-94.40,UHF -1
405.57,-96.65,UHF -1
405.65,-95.71,UHF -1
405.74,-96.18,UHF -1
405.83,-97.53,UHF -1
405.91,-94.02,UHF -1
406.00,-95.89,UHF -1
406.09,-99.53,UHF -1
406.17,-100.81,UHF -1
406.26,-102.80,UHF -1
406.35,-100.04,UHF -1
406.43,-99.12,UHF -1
406.52,-98.79,UHF -1
406.61,-102.68,UHF -1
406.70,-96.25,UHF -1
406.78,-101.50,UHF -1
406.87,-101.83,UHF -1
406.96,-97.73,UHF -1
407.04,-101.68,UHF -1
407.13,-96.73,UHF -1
407.22,-106.30,UHF -1
407.30,-102.19,UHF -1
407.39,-103.64,UHF -1
407.48,-95.68,UHF -1
407.57,-100.94,UHF -1
407.65,-101.99,UHF -1
407.74,-97.58,UHF -1
407.83,-100.34,UHF -1
407.91,-102.11,UHF -1
408.00,-98.17,UHF -1
408.09,-100.47,UHF -1
408.17,-98.53,UHF -1
408.26,-95.95,UHF -1
408.35,-100.04,UHF -1
408.43,-99.32,UHF -1
408.52,-96.42,UHF -1
408.61,-98.37,UHF -1
408.70,-99.80,UHF -1
408.78,-96.17,UHF -1
408.87,-101.88,UHF -1
408.96,-97.46,UHF -1
409.04,-100.67,UHF -1
409.13,-100.38,UHF -1
409.22,-100.97,UHF -1
409.30,-100.61,UHF -1
409.39,-100.96,UHF -1
409.48,-103.77,UHF -1
409.57,-97.58,UHF -1
409.65,-96.74,UHF -1
409.74,-102.85,UHF -1
409.83,-98.76,UHF -1
409.91,-100.55,UHF -1
410.00,-99.98,UHF -1
410.09,-101.35,UHF -1
410.17,-96.78,UHF -1
410.26,-98.28,UHF -1
410.35,-101.23,UHF -1
410.43,-98.29,UHF -1
410.52,-104.16,UHF -1
410.61,-95.21,UHF -1
410.70,-100.04,UHF -1
410.78,-96.04,UHF -1
410.87,-101.43,UHF -1
410.96,-100.35,UHF -1
411.04,-103.49,UHF -1
411.13,-101.60,UHF -1
411.22,-99.31,UHF -1
411.30,-100.27,UHF -1
411.39,-104.43,UHF -1
411.48,-103.55,UHF -1
411.57,-103.61,UHF -1
411.65,-100.07,UHF -1
411.74,-98.01,UHF -1
411.83,-102.21,UHF -1
411.91,-100.28,UHF -1
412.00,-97.36,UHF -1
412.09,-103.66,UHF -1
412.17,-100.40,UHF -1
412.26,-99.37,UHF -1
412.35,-96.29,UHF -1
412.43,-96.13,UHF -1
412.52,-99.61,UHF -1
412.61,-97.89,UHF -1
412.70,-97.33,UHF -1
412.78,-98.81,UHF -1
412.87,-97.43,UHF -1
412.96,-95.30,UHF -1
413.04,-98.50,UHF -1
413.13,-97.52,UHF -1
413.22,-104.10,UHF -1
413.30,-99.84,UHF -1
413.39,-98.90,UHF -1
413.48,-98.54,UHF -1
413.57,-97.44,UHF -1
413.65,-95.46,UHF -1
413.74,-101.56,UHF -1
413.83,-98.93,UHF -1
413.91,-93.97,UHF -1
414.00,-102.55,UHF -1
414.09,-99.91,UHF -1
414.17,-97.95,UHF -1
414.26,-104.20,UHF -1
414.35,-100.09,UHF -1
414.43,-101.28,UHF -1
414.52,-101.10,UHF -1
414.61,-101.73,UHF -1
414.70,-96.58,UHF -1
414.78,-95.97,UHF -1
414.87,-97.08,UHF -1
414.96,-99.68,UHF -1
415.04,-98.41,UHF -1
415.13,-98.17,UHF -1
415.22,-97.88,UHF -1
415.30,-97.88,UHF -1
415.39,-102.20,UHF -1
415.48,-102.99,UHF -1
415.57,-100.58,UHF -1
415.65,-98.18,UHF -1
415.74,-99.62,UHF -1
415.83,-102.13,UHF -1
415.91,-96.46,UHF -1
416.00,-99.19,UHF -1
416.09,-98.58,UHF -1
416.17,-100.14,UHF -1
416.26,-97.72,UHF -1
416.35,-99.94,UHF -1
416.43,-102.63,UHF -1
416.52,-98.65,UHF -1
416.61,-104.94,UHF -1
416.70,-103.51,UHF -1
416.78,-101.06,UHF -1
416.87,-102.59,UHF -1
416.96,-105.04,UHF -1
417.04,-99.91,UHF -1
417.13,-97.82,UHF -1
417.22,-100.78,UHF -1
417.30,-96.10,UHF -1
417.39,-96.75,UHF -1
417.48,-96.56,UHF -1
417.57,-98.57,UHF -1
417.65,-95.26,UHF -1
417.74,-95.34,UHF -1
417.83,-102.06,UHF -1
417.91,-100.06,UHF -1
418.00,-103.55,UHF -1
418.09,-100.36,UHF -1
418.17,-97.66,UHF -1
418.26,-100.03,UHF -1
418.35,-97.94,UHF -1
418.43,-98.12,UHF -1
418.52,-93.71,UHF -1
418.61,-99.52,UHF -1
418.70,-98.71,UHF -1
418.78,-97.69,UHF -1
418.87,-96.34,UHF -1
418.96,-102.19,UHF -1
419.04,-98.65,UHF -1
419.13,-103.73,UHF -1
419.22,-98.03,UHF -1
419.30,-99.82,UHF -1
419.39,-99.46,UHF -1
419.48,-100.76,UHF -1
419.57,-96.57,UHF -1
419.65,-99.33,UHF -1
419.74,-97.03,UHF -1
419.83,-99.06,UHF -1
419.91,-98.69,UHF -1
420.00,-98.68,UHF -1
420.09,-98.53,UHF -1
420.17,-99.72,UHF -1
420.26,-100.68,UHF -1
420.35,-103.09,UHF -1
420.43,-98.61,UHF -1
420.52,-101.48,UHF -1
420.61,-103.23,UHF -1
420.70,-97.99,UHF -1
420.78,-94.97,UHF -1
420.87,-96.12,UHF -1
420.96,-98.70,UHF -1
421.04,-99.06,UHF -1
421.13,-96.27,UHF -1
421.22,-98.67,UHF -1
421.30,-99.91,UHF -1
421.39,-98.71,UHF -1
421.48,-99.70,UHF -1
421.57,-98.20,UHF -1
421.65,-97.08,UHF -1
421.74,-93.20,UHF -1
421.83,-103.31,UHF -1
421.91,-98.78,UHF -1
422.00,-99.59,UHF -1
422.09,-94.39,UHF -1
422.17,-98.93,UHF -1
422.26,-95.80,UHF -1
422.35,-99.69,UHF -1
422.43,-98.16,UHF -1
422.52,-97.42,UHF -1
422.61,-100.30,UHF -1
422.70,-95.47,UHF -1
422.78,-97.28,UHF -1
422.87,-96.84,UHF -1
422.96,-101.87,UHF -1
423.04,-100.86,UHF -1
423.13,-100.74,UHF -1
423.22,-98.12,UHF -1
423.30,-96.62,UHF -1
423.39,-95.21,UHF -1
423.48,-96.95,UHF -1
423.57,-101.64,UHF -1
423.65,-104.02,UHF -1
423.74,-103.98,UHF -1
423.83,-99.82,UHF -1
423.91,-98.33,UHF -1
424.00,-98.45,UHF -1
424.09,-98.20,UHF -1
424.17,-101.38,UHF -1
424.26,-105.11,UHF -1
424.35,-101.73,UHF -1
424.43,-95.52,UHF -1
424.52,-101.29,UHF -1
424.61,-101.39,UHF -1
424.70,-99.38,UHF -1
424.78,-100.75,UHF -1
424.87,-97.83,UHF -1
424.96,-102.91,UHF -1
425.04,-95.71,UHF -1
425.13,-99.98,UHF -1
425.22,-97.76,UHF -1
425.30,-99.53,UHF -1
425.39,-101.07,UHF -1
425.48,-101.83,UHF -1
425.57,-100.75,UHF -1
425.65,-96.66,UHF -1
425.74,-94.98,UHF -1
425.83,-95.52,UHF -1
425.91,-100.45,UHF -1
426.00,-100.90,UHF -1
426.09,-99.81,UHF -1
426.17,-94.63,UHF -1
426.26,-99.49,UHF -1
426.35,-103.15,UHF -1
426.43,-100.63,UHF -1
426.52,-96.19,UHF -1
426.61,-100.12,UHF -1
426.70,-95.59,UHF -1
426.78,-103.07,UHF -1
426.87,-102.40,UHF -1
426.96,-103.27,UHF -1
427.04,-104.85,UHF -1
427.13,-98.14,UHF -1
427.22,-97.69,UHF -1
427.30,-101.32,UHF -1
427.39,-100.67,UHF -1
427.48,-100.24,UHF -1
427.57,-101.02,UHF -1
427.65,-99.08,UHF -1
427.74,-98.22,UHF -1
427.83,-96.85,UHF -1
427.91,-96.63,UHF -1
428.00,-98.62,UHF -1
428.09,-101.62,UHF -1
428.17,-101.85,UHF -1
428.26,-99.56,UHF -1
428.35,-94.30,UHF -1
428.43,-95.37,UHF -1
428.52,-101.36,UHF -1
428.61,-104.82,UHF -1
428.70,-102.26,UHF -1
428.78,-101.74,UHF -1
428.87,-99.55,UHF -1
428.96,-100.54,UHF -1
429.04,-101.95,UHF -1
429.13,-100.50,UHF -1
429.22,-97.11,UHF -1
429.30,-97.35,UHF -1
429.39,-101.98,UHF -1
429.48,-98.50,UHF -1
429.57,-101.96,UHF -1
429.65,-101.97,UHF -1
429.74,-102.45,UHF -1
429.83,-103.42,UHF -1
429.91,-98.65,UHF -1
430.00,-94.57,UHF -1
430.09,-99.68,UHF -1
430.17,-100.74,UHF -1
430.26,-101.69,UHF -1
430.35,-97.41,UHF -1
430.43,-101.16,UHF -1
430.52,-97.31,UHF -1
430.61,-100.12,UHF -1
430.70,-101.45,UHF -1
430.78,-98.46,UHF -1
430.87,-100.45,UHF -1
430.96,-99.50,UHF -1
431.04,-99.65,UHF -1
431.13,-101.75,UHF -1
431.22,-100.40,UHF -1
431.30,-98.74,UHF -1
431.39,-99.32,UHF -1
431.48,-101.63,UHF -1
431.57,-99.33,UHF -1
431.65,-101.05,UHF -1
431.74,-98.21,UHF -1
431.83,-95.33,UHF -1
431.91,-99.57,UHF -1
432.00,-103.83,UHF -1
432.09,-96.88,UHF -1
432.17,-95.70,UHF -1
432.26,-98.17,UHF -1
432.35,-102.88,UHF -1
432.43,-95.94,UHF -1
432.52,-95.00,UHF -1
432.61,-99.44,UHF -1
432.70,-97.63,UHF -1
432.78,-101.83,UHF -1
432.87,-101.93,UHF -1
432.96,-100.84,UHF -1
433.04,-102.49,UHF -1
433.13,-97.64,UHF -1
433.22,-99.65,UHF -1
433.30,-99.26,UHF -1
433.39,-96.87,UHF -1
433.48,-103.21,UHF -1
433.57,-99.20,UHF -1
433.65,-98.07,UHF -1
433.74,-95.03,UHF -1
433.83,-99.16,UHF -1
433.91,-100.17,UHF -1
434.00,-97.98,UHF -1
434.09,-99.10,UHF -1
434.17,-99.76,UHF -1
434.26,-100.41,UHF -1
434.35,-100.52,UHF -1
434.43,-98.97,UHF -1
434.52,-103.44,UHF -1
434.61,-100.58,UHF -1
434.70,-99.27,UHF -1
434.78,-101.82,UHF -1
434.87,-101.25,UHF -1
434.96,-102.55,UHF -1
435.04,-98.53,UHF -1
435.13,-103.31,UHF -1
435.22,-102.12,UHF -1
435.30,-100.17,UHF -1
435.39,-97.55,UHF -1
435.48,-98.29,UHF -1
435.57,-101.02,UHF -1
435.65,-102.18,UHF -1
435.74,-96.81,UHF -1
435.83,-100.21,UHF -1
435.91,-99.09,UHF -1
436.00,-99.09,UHF -1
436.09,-99.54,UHF -1
436.17,-96.38,UHF -1
436.26,-99.48,UHF -1
436.35,-99.77,UHF -1
436.43,-97.58,UHF -1
436.52,-98.35,UHF -1
436.61,-94.61,UHF -1
436.70,-97.83,UHF -1
436.78,-101.22,UHF -1
436.87,-98.85,UHF -1
436.96,-98.77,UHF -1
437.04,-102.67,UHF -1
437.13,-99.98,UHF -1
437.22,-106.88,UHF -1
437.30,-102.06,UHF -1
437.39,-102.82,UHF -1
437.48,-100.14,UHF -1
437.57,-102.42,UHF -1
437.65,-99.33,UHF -1
437.74,-103.39,UHF -1
437.83,-101.46,UHF -1
437.91,-99.82,UHF -1
438.00,-98.85,UHF -1
438.09,-103.82,UHF -1
438.17,-100.50,UHF -1
438.26,-99.93,UHF -1
438.35,-101.20,UHF -1
438.43,-101.24,UHF -1
438.52,-104.22,UHF -1
438.61,-103.55,UHF -1
438.70,-101.47,UHF -1
438.78,-103.19,UHF -1
438.87,-98.06,UHF -1
438.96,-100.80,UHF -1
439.04,-99.68,UHF -1
439.13,-95.76,UHF -1
439.22,-100.52,UHF -1
439.30,-98.25,UHF -1
439.39,-98.19,UHF -1
439.48,-104.25,UHF -1
439.57,-102.18,UHF -1
439.65,-97.69,UHF -1
439.74,-101.63,UHF -1
439.83,-100.54,UHF -1
439.91,-101.14,UHF -1
440.00,-99.37,UHF -1
440.00,-99.68,UHF -1
440.09,-97.50,UHF -1
440.17,-100.44,UHF -1
440.26,-98.11,UHF -1
440.35,-98.26,UHF -1
440.43,-96.11,UHF -1
440.52,-96.91,UHF -1
440.61,-96.91,UHF -1
440.70,-100.47,UHF -1
440.78,-99.90,UHF -1
440.87,-100.70,UHF -1
440.96,-100.46,UHF -1
441.04,-101.95,UHF -1
441.13,-96.85,UHF -1
441.22,-102.50,UHF -1
441.30,-101.49,UHF -1
441.39,-102.26,UHF -1
441.48,-103.40,UHF -1
441.57,-98.27,UHF -1
441.65,-101.34,UHF -1
441.74,-96.85,UHF -1
441.83,-100.90,UHF -1
441.91,-101.03,UHF -1
442.00,-99.09,UHF -1
442.09,-98.48,UHF -1
442.17,-96.65,UHF -1
442.26,-103.76,UHF -1
442.35,-95.48,UHF -1
442.43,-97.55,UHF -1
442.52,-99.96,UHF -1
442.61,-99.31,UHF -1
442.70,-96.47,UHF -1
442.78,-97.59,UHF -1
442.87,-96.54,UHF -1
442.96,-95.44,UHF -1
443.04,-97.13,UHF -1
443.13,-99.14,UHF -1
443.22,-97.23,UHF -1
443.30,-99.54,UHF -1
443.39,-96.80,UHF -1
443.48,-100.02,UHF -1
443.57,-102.16,UHF -1
443.65,-99.08,UHF -1
443.74,-93.95,UHF -1
443.83,-99.79,UHF -1
443.91,-98.75,UHF -1
444.00,-97.79,UHF -1
444.09,-101.76,UHF -1
444.17,-94.35,UHF -1
444.26,-100.22,UHF -1
444.35,-104.48,UHF -1
444.43,-97.81,UHF -1
444.52,-99.13,UHF -1
444.61,-97.37,UHF -1
444.70,-95.12,UHF -1
444.78,-93.03,UHF -1
444.87,-103.81,UHF -1
444.96,-94.25,UHF -1
445.04,-96.93,UHF -1
445.13,-99.84,UHF -1
445.22,-98.25,UHF -1
445.30,-98.82,UHF -1
445.39,-99.24,UHF -1
445.48,-96.14,UHF -1
445.57,-95.21,UHF -1
445.65,-105.26,UHF -1
445.74,-99.85,UHF -1
445.83,-96.06,UHF -1
445.91,-97.95,UHF -1
446.00,-94.64,UHF -1
446.09,-99.53,UHF -1
446.17,-94.03,UHF -1
446.26,-95.27,UHF -1
446.35,-95.67,UHF -1
446.43,-99.80,UHF -1
446.52,-98.75,UHF -1
446.61,-106.01,UHF -1
446.70,-99.75,UHF -1
446.78,-97.14,UHF -1
446.87,-99.49,UHF -1
446.96,-101.90,UHF -1
447.04,-100.69,UHF -1
447.13,-98.38,UHF -1
447.22,-94.57,UHF -1
447.30,-96.97,UHF -1
447.39,-101.13,UHF -1
447.48,-96.49,UHF -1
447.57,-97.66,UHF -1
447.65,-100.76,UHF -1
447.74,-100.21,UHF -1
447.83,-99.81,UHF -1
447.91,-100.23,UHF -1
448.00,-101.31,UHF -1
448.09,-97.84,UHF -1
448.17,-100.15,UHF -1
448.26,-99.65,UHF -1
448.35,-99.50,UHF -1
448.43,-100.48,UHF -1
448.52,-95.83,UHF -1
448.61,-102.11,UHF -1
448.70,-98.97,UHF -1
448.78,-95.16,UHF -1
448.87,-97.92,UHF -1
448.96,-93.99,UHF -1
449.04,-103.01,UHF -1
449.13,-99.17,UHF -1
449.22,-103.00,UHF -1
449.30,-99.58,UHF -1
449.39,-97.55,UHF -1
449.48,-99.34,UHF -1
449.57,-100.04,UHF -1
449.65,-97.26,UHF -1
449.74,-98.33,UHF -1
449.83,-98.15,UHF -1
449.91,-99.89,UHF -1
450.00,-98.69,UHF -1
450.09,-98.53,UHF -1
450.17,-100.94,UHF -1
450.26,-98.50,UHF -1
450.35,-95.49,UHF -1
450.43,-99.85,UHF -1
450.52,-97.75,UHF -1
450.61,-96.91,UHF -1
450.70,-95.98,UHF -1
450.78,-96.87,UHF -1
450.87,-99.95,UHF -1
450.96,-101.72,UHF -1
451.04,-101.82,UHF -1
451.13,-96.77,UHF -1
451.22,-97.56,UHF -1
451.30,-100.02,UHF -1
451.39,-96.83,UHF -1
451.48,-100.43,UHF -1
451.57,-97.80,UHF -1
451.65,-99.42,UHF -1
451.74,-103.44,UHF -1
451.83,-102.70,UHF -1
451.91,-101.07,UHF -1
452.00,-98.96,UHF -1
452.09,-100.16,UHF -1
452.17,-97.30,UHF -1
452.26,-97.97,UHF -1
452.35,-104.09,UHF -1
452.43,-99.41,UHF -1
452.52,-104.74,UHF -1
452.61,-102.90,UHF -1
452.70,-100.98,UHF -1
452.78,-99.97,UHF -1
452.87,-100.56,UHF -1
452.96,-99.81,UHF -1
453.04,-98.13,UHF -1
453.13,-102.09,UHF -1
453.22,-96.61,UHF -1
453.30,-98.73,UHF -1
453.39,-100.43,UHF -1
453.48,-98.99,UHF -1
453.57,-99.35,UHF -1
453.65,-102.44,UHF -1
453.74,-97.34,UHF -1
453.83,-98.58,UHF -1
453.91,-93.39,UHF -1
454.00,-102.18,UHF -1
454.09,-98.22,UHF -1
454.17,-93.96,UHF -1
454.26,-99.90,UHF -1
454.35,-99.54,UHF -1
454.43,-97.92,UHF -1
454.52,-99.12,UHF -1
454.61,-97.41,UHF -1
454.70,-97.24,UHF -1
454.78,-96.66,UHF -1
454.87,-101.54,UHF -1
454.96,-98.81,UHF -1
455.04,-98.47,UHF -1
455.13,-97.38,UHF -1
455.22,-100.80,UHF -1
455.30,-98.76,UHF -1
455.39,-104.58,UHF -1
455.48,-101.82,UHF -1
455.57,-99.62,UHF -1
455.65,-101.48,UHF -1
455.74,-102.58,UHF -1
455.83,-97.03,UHF -1
455.91,-100.18,UHF -1
456.00,-97.25,UHF -1
456.09,-101.47,UHF -1
456.17,-101.46,UHF -1
456.26,-102.54,UHF -1
456.35,-100.94,UHF -1
456.43,-99.74,UHF -1
456.52,-99.16,UHF -1
456.61,-101.66,UHF -1
456.70,-98.79,UHF -1
456.78,-100.83,UHF -1
456.87,-100.32,UHF -1
456.96,-100.65,UHF -1
457.04,-98.64,UHF -1
457.13,-98.31,UHF -1
457.22,-99.58,UHF -1
457.30,-100.80,UHF -1
457.39,-97.82,UHF -1
457.48,-101.77,UHF -1
457.57,-101.69,UHF -1
457.65,-102.15,UHF -1
457.74,-100.84,UHF -1
457.83,-99.72,UHF -1
457.91,-98.45,UHF -1
458.00,-97.25,UHF -1
458.09,-100.91,UHF -1
458.17,-104.14,UHF -1
458.26,-102.74,UHF -1
458.35,-97.95,UHF -1
458.43,-97.21,UHF -1
458.52,-99.08,UHF -1
458.61,-101.22,UHF -1
458.70,-102.30,UHF -1
458.78,-98.88,UHF -1
458.87,-99.31,UHF -1
458.96,-100.52,UHF -1
459.04,-97.04,UHF -1
459.13,-98.25,UHF -1
459.22,-93.34,UHF -1
459.30,-97.86,UHF -1
459.39,-86.36,UHF -1
459.48,-90.80,UHF -1
459.57,-93.17,UHF -1
459.65,-96.98,UHF -1
459.74,-96.82,UHF -1
459.83,-98.38,UHF -1
459.91,-94.30,UHF -1
460.00,-97.56,UHF -1
460.09,-97.11,UHF -1
460.17,-99.28,UHF -1
460.26,-99.63,UHF -1
460.35,-98.45,UHF -1
460.43,-99.68,UHF -1
460.52,-101.79,UHF -1
460.61,-98.35,UHF -1
460.70,-101.12,UHF -1
460.78,-101.98,UHF -1
460.87,-100.65,UHF -1
460.96,-99.65,UHF -1
461.04,-101.83,UHF -1
461.13,-99.56,UHF -1
461.22,-96.84,UHF -1
461.30,-100.15,UHF -1
461.39,-100.58,UHF -1
461.48,-96.23,UHF -1
461.57,-101.07,UHF -1
461.65,-95.98,UHF -1
461.74,-101.94,UHF -1
461.83,-97.73,UHF -1
461.91,-103.82,UHF -1
462.00,-97.16,UHF -1
462.09,-102.19,UHF -1
462.17,-103.76,UHF -1
462.26,-96.48,UHF -1
462.35,-103.79,UHF -1
462.43,-100.24,UHF -1
462.52,-99.95,UHF -1
462.61,-100.90,UHF -1
462.70,-102.63,UHF -1
462.78,-95.09,UHF -1
462.87,-97.19,UHF -1
462.96,-97.34,UHF -1
463.04,-99.42,UHF -1
463.13,-98.37,UHF -1
463.22,-102.92,UHF -1
463.30,-102.02,UHF -1
463.39,-104.38,UHF -1
463.48,-100.13,UHF -1
463.57,-100.63,UHF -1
463.65,-98.71,UHF -1
463.74,-97.11,UHF -1
463.83,-98.31,UHF -1
463.91,-100.26,UHF -1
464.00,-103.73,UHF -1
464.09,-102.84,UHF -1
464.17,-98.89,UHF -1
464.26,-95.68,UHF -1
464.35,-100.42,UHF -1
464.43,-95.68,UHF -1
464.52,-98.72,UHF -1
464.61,-102.53,UHF -1
464.70,-97.34,UHF -1
464.78,-94.60,UHF -1
464.87,-102.52,UHF -1
464.96,-98.61,UHF -1
465.04,-97.81,UHF -1
465.13,-100.03,UHF -1
465.22,-101.84,UHF -1
465.30,-99.89,UHF -1
465.39,-97.63,UHF -1
465.48,-96.25,UHF -1
465.57,-99.97,UHF -1
465.65,-99.75,UHF -1
465.74,-103.94,UHF -1
465.83,-98.77,UHF -1
465.91,-97.83,UHF -1
466.00,-98.60,UHF -1
466.09,-104.10,UHF -1
466.17,-100.09,UHF -1
466.26,-95.43,UHF -1
466.35,-97.11,UHF -1
466.43,-101.63,UHF -1
466.52,-100.76,UHF -1
466.61,-101.86,UHF -1
466.70,-99.16,UHF -1
466.78,-100.69,UHF -1
466.87,-100.15,UHF -1
466.96,-103.96,UHF -1
467.04,-96.84,UHF -1
467.13,-103.11,UHF -1
467.22,-97.48,UHF -1
467.30,-98.88,UHF -1
467.39,-97.54,UHF -1
467.48,-102.47,UHF -1
467.57,-99.92,UHF -1
467.65,-103.82,UHF -1
467.74,-100.95,UHF -1
467.83,-102.25,UHF -1
467.91,-100.10,UHF -1
468.00,-98.59,UHF -1
468.09,-99.05,UHF -1
468.17,-104.66,UHF -1
468.26,-94.10,UHF -1
468.35,-100.64,UHF -1
468.43,-100.13,UHF -1
468.52,-97.94,UHF -1
468.61,-100.14,UHF -1
468.70,-96.16,UHF -1
468.78,-102.64,UHF -1
468.87,-99.97,UHF -1
468.96,-104.12,UHF -1
469.04,-101.46,UHF -1
469.13,-100.57,UHF -1
469.22,-96.67,UHF -1
469.30,-102.23,UHF -1
469.39,-100.93,UHF -1
469.48,-98.88,UHF -1
469.57,-101.44,UHF -1
469.65,-102.66,UHF -1
469.74,-98.43,UHF -1
469.83,-97.73,UHF -1
469.91,-95.25,UHF -1
470.00,-89.82,UHF -1
470.09,-89.81,UHF -1
470.17,-89.71,UHF -1
470.26,-92.90,UHF -1
470.35,-97.13,UHF -1
470.43,-94.04,UHF -1
470.52,-99.02,UHF -1
470.61,-102.47,UHF -1
470.70,-96.40,UHF -1
470.78,-97.34,UHF -1
470.87,-104.62,UHF -1
470.96,-100.83,UHF -1
471.04,-99.94,UHF -1
471.13,-96.41,UHF -1
471.22,-96.57,UHF -1
471.30,-103.63,UHF -1
471.39,-101.30,UHF -1
471.48,-95.71,UHF -1
471.57,-101.09,UHF -1
471.65,-98.87,UHF -1
471.74,-98.31,UHF -1
471.83,-99.19,UHF -1
471.91,-102.20,UHF -1
472.00,-98.67,UHF -1
472.09,-99.85,UHF -1
472.17,-101.25,UHF -1
472.26,-103.10,UHF -1
472.35,-102.67,UHF -1
472.43,-102.74,UHF -1
472.52,-96.39,UHF -1
472.61,-101.89,UHF -1
472.70,-100.16,UHF -1
472.78,-102.67,UHF -1
472.87,-100.35,UHF -1
472.96,-97.66,UHF -1
473.04,-99.43,UHF -1
473.13,-100.16,UHF -1
473.22,-102.80,UHF -1
473.30,-96.76,UHF -1
473.39,-103.85,UHF -1
473.48,-98.36,UHF -1
473.57,-102.80,UHF -1
473.65,-100.16,UHF -1
473.74,-102.34,UHF -1
473.83,-97.35,UHF -1
473.91,-95.41,UHF -1
474.00,-98.01,UHF -1
474.09,-98.14,UHF -1
