Frequency (MHz),Level (dBm),Band Name
61.48,-91.53,Low VHF+FM
61.52,-92.56,Low VHF+FM
61.57,-88.98,Low VHF+FM
61.61,-93.79,Low VHF+FM
61.65,-90.88,Low VHF+FM
61.70,-92.52,Low VHF+FM
61.74,-93.41,Low VHF+FM
61.78,-91.94,Low VHF+FM
61.83,-91.49,Low VHF+FM
61.87,-93.10,Low VHF+FM
61.91,-96.05,Low VHF+FM
61.96,-97.94,Low VHF+FM
62.00,-98.76,Low VHF+FM
62.04,-94.85,Low VHF+FM
62.09,-96.49,Low VHF+FM
62.13,-95.39,Low VHF+FM
62.17,-92.88,Low VHF+FM
62.22,-96.83,Low VHF+FM
62.26,-98.55,Low VHF+FM
62.30,-94.60,Low VHF+FM
62.35,-94.81,Low VHF+FM
62.39,-94.82,Low VHF+FM
62.43,-95.71,Low VHF+FM
62.48,-98.26,Low VHF+FM
62.52,-97.60,Low VHF+FM
62.57,-94.84,Low VHF+FM
62.61,-93.18,Low VHF+FM
62.65,-96.19,Low VHF+FM
62.70,-95.29,Low VHF+FM
62.74,-92.29,Low VHF+FM
62.78,-102.25,Low VHF+FM
62.83,-97.01,Low VHF+FM
62.87,-94.63,Low VHF+FM
62.91,-89.85,Low VHF+FM
62.96,-93.13,Low VHF+FM
63.00,-89.03,Low VHF+FM
63.04,-90.52,Low VHF+FM
63.09,-89.82,Low VHF+FM
63.13,-88.14,Low VHF+FM
63.17,-91.91,Low VHF+FM
63.22,-92.44,Low VHF+FM
63.26,-92.53,Low VHF+FM
63.30,-93.55,Low VHF+FM
63.35,-92.28,Low VHF+FM
63.39,-90.22,Low VHF+FM
63.43,-91.71,Low VHF+FM
63.48,-93.55,Low VHF+FM
63.52,-96.68,Low VHF+FM
63.57,-96.54,Low VHF+FM
63.61,-98.23,Low VHF+FM
63.65,-93.96,Low VHF+FM
63.70,-94.81,Low VHF+FM
63.74,-98.82,Low VHF+FM
63.78,-96.29,Low VHF+FM
63.83,-93.47,Low VHF+FM
63.87,-96.98,Low VHF+FM
63.91,-94.14,Low VHF+FM
63.96,-96.89,Low VHF+FM
64.00,-97.41,Low VHF+FM
64.04,-98.68,Low VHF+FM
64.09,-95.18,Low VHF+FM
64.13,-98.01,Low VHF+FM
64.17,-98.10,Low VHF+FM
64.22,-97.89,Low VHF+FM
64.26,-97.06,Low VHF+FM
64.30,-95.26,Low VHF+FM
64.35,-97.64,Low VHF+FM
64.39,-94.96,Low VHF+FM
64.43,-93.82,Low VHF+FM
64.48,-94.58,Low VHF+FM
64.52,-90.46,Low VHF+FM
64.57,-91.67,Low VHF+FM
64.61,-92.25,Low VHF+FM
64.65,-92.50,Low VHF+FM
64.70,-92.32,Low VHF+FM
64.74,-90.17,Low VHF+FM
64.78,-92.17,Low VHF+FM
64.83,-90.58,Low VHF+FM
64.87,-93.15,Low VHF+FM
64.91,-92.37,Low VHF+FM
64.96,-92.57,Low VHF+FM
65.00,-91.04,Low VHF+FM
65.04,-99.54,Low VHF+FM
65.09,-95.95,Low VHF+FM
65.13,-97.30,Low VHF+FM
65.17,-93.52,Low VHF+FM
65.22,-93.69,Low VHF+FM
65.26,-97.68,Low VHF+FM
65.30,-97.70,Low VHF+FM
65.35,-97.55,Low VHF+FM
65.39,-99.44,Low VHF+FM
65.43,-98.37,Low VHF+FM
65.48,-98.44,Low VHF+FM
65.52,-101.71,Low VHF+FM
65.57,-98.20,Low VHF+FM
65.61,-97.04,Low VHF+FM
65.65,-100.79,Low VHF+FM
65.70,-98.72,Low VHF+FM
65.74,-101.18,Low VHF+FM
65.78,-97.52,Low VHF+FM
65.83,-96.34,Low VHF+FM
65.87,-93.43,Low VHF+FM
65.91,-95.62,Low VHF+FM
65.96,-99.02,Low VHF+FM
66.00,-99.98,Low VHF+FM
66.04,-95.31,Low VHF+FM
66.09,-92.47,Low VHF+FM
66.13,-98.28,Low VHF+FM
66.17,-97.42,Low VHF+FM
66.22,-96.09,Low VHF+FM
66.26,-96.00,Low VHF+FM
66.30,-96.08,Low VHF+FM
66.35,-93.50,Low VHF+FM
66.39,-95.88,Low VHF+FM
66.43,-95.91,Low VHF+FM
66.48,-98.50,Low VHF+FM
66.52,-96.47,Low VHF+FM
66.57,-100.63,Low VHF+FM
66.61,-100.97,Low VHF+FM
66.65,-98.90,Low VHF+FM
66.70,-98.27,Low VHF+FM
66.74,-96.39,Low VHF+FM
66.78,-99.14,Low VHF+FM
66.83,-97.78,Low VHF+FM
66.87,-99.12,Low VHF+FM
66.91,-95.50,Low VHF+FM
66.96,-102.69,Low VHF+FM
67.00,-96.61,Low VHF+FM
67.04,-100.78,Low VHF+FM
67.09,-103.40,Low VHF+FM
67.13,-100.66,Low VHF+FM
67.17,-100.18,Low VHF+FM
67.22,-101.29,Low VHF+FM
67.26,-98.90,Low VHF+FM
67.30,-100.33,Low VHF+FM
67.35,-100.45,Low VHF+FM
67.39,-98.59,Low VHF+FM
67.43,-100.88,Low VHF+FM
67.48,-97.17,Low VHF+FM
67.52,-97.57,Low VHF+FM
67.57,-100.55,Low VHF+FM
67.61,-103.87,Low VHF+FM
67.65,-99.78,Low VHF+FM
67.70,-101.03,Low VHF+FM
67.74,-97.01,Low VHF+FM
67.78,-96.56,Low VHF+FM
67.83,-98.92,Low VHF+FM
67.87,-100.73,Low VHF+FM
67.91,-97.98,Low VHF+FM
67.96,-104.70,Low VHF+FM
68.00,-97.28,Low VHF+FM
68.04,-95.59,Low VHF+FM
68.09,-99.18,Low VHF+FM
68.13,-100.13,Low VHF+FM
68.17,-97.99,Low VHF+FM
68.22,-99.54,Low VHF+FM
68.26,-102.11,Low VHF+FM
68.30,-101.86,Low VHF+FM
68.35,-99.33,Low VHF+FM
68.39,-99.35,Low VHF+FM
68.43,-103.07,Low VHF+FM
68.48,-98.66,Low VHF+FM
68.52,-97.38,Low VHF+FM
68.57,-100.62,Low VHF+FM
68.61,-99.63,Low VHF+FM
68.65,-98.38,Low VHF+FM
68.70,-100.36,Low VHF+FM
68.74,-100.86,Low VHF+FM
68.78,-100.74,Low VHF+FM
68.83,-102.75,Low VHF+FM
68.87,-98.34,Low VHF+FM
68.91,-101.44,Low VHF+FM
68.96,-98.68,Low VHF+FM
69.00,-98.24,Low VHF+FM
69.04,-98.73,Low VHF+FM
69.09,-98.18,Low VHF+FM
69.13,-98.41,Low VHF+FM
69.17,-100.12,Low VHF+FM
69.22,-101.11,Low VHF+FM
69.26,-100.63,Low VHF+FM
69.30,-101.12,Low VHF+FM
69.35,-101.03,Low VHF+FM
69.39,-98.62,Low VHF+FM
69.43,-99.97,Low VHF+FM
69.48,-104.44,Low VHF+FM
69.52,-101.81,Low VHF+FM
69.57,-100.85,Low VHF+FM
69.61,-102.18,Low VHF+FM
69.65,-97.82,Low VHF+FM
69.70,-99.17,Low VHF+FM
69.74,-95.15,Low VHF+FM
69.78,-98.21,Low VHF+FM
69.83,-100.09,Low VHF+FM
69.87,-99.22,Low VHF+FM
69.91,-98.66,Low VHF+FM
69.96,-99.51,Low VHF+FM
70.00,-101.98,Low VHF+FM
70.00,-98.20,Low VHF+FM
70.04,-98.29,Low VHF+FM
70.09,-98.57,Low VHF+FM
70.13,-96.99,Low VHF+FM
70.17,-99.36,Low VHF+FM
70.22,-98.57,Low VHF+FM
70.26,-98.09,Low VHF+FM
70.30,-97.62,Low VHF+FM
70.35,-101.19,Low VHF+FM
70.39,-100.27,Low VHF+FM
70.43,-100.10,Low VHF+FM
70.48,-102.23,Low VHF+FM
70.52,-96.60,Low VHF+FM
70.57,-103.49,Low VHF+FM
70.61,-103.50,Low VHF+FM
70.65,-103.62,Low VHF+FM
70.70,-106.92,Low VHF+FM
70.74,-105.31,Low VHF+FM
70.78,-101.63,Low VHF+FM
70.83,-102.15,Low VHF+FM
70.87,-101.10,Low VHF+FM
70.91,-101.33,Low VHF+FM
70.96,-99.15,Low VHF+FM
71.00,-98.25,Low VHF+FM
71.04,-99.85,Low VHF+FM
71.09,-97.03,Low VHF+FM
71.13,-99.65,Low VHF+FM
71.17,-99.80,Low VHF+FM
71.22,-101.01,Low VHF+FM
71.26,-102.95,Low VHF+FM
71.30,-98.55,Low VHF+FM
71.35,-101.81,Low VHF+FM
71.39,-99.25,Low VHF+FM
71.43,-95.67,Low VHF+FM
71.48,-96.92,Low VHF+FM
71.52,-100.31,Low VHF+FM
71.57,-99.77,Low VHF+FM
71.61,-99.51,Low VHF+FM
71.65,-101.49,Low VHF+FM
71.70,-96.11,Low VHF+FM
71.74,-98.37,Low VHF+FM
71.78,-100.62,Low VHF+FM
71.83,-103.65,Low VHF+FM
71.87,-100.21,Low VHF+FM
71.91,-97.71,Low VHF+FM
71.96,-93.85,Low VHF+FM
72.00,-95.42,Low VHF+FM
72.04,-96.14,Low VHF+FM
72.09,-101.94,Low VHF+FM
72.13,-105.18,Low VHF+FM
72.17,-105.89,Low VHF+FM
72.22,-104.30,Low VHF+FM
72.26,-101.41,Low VHF+FM
72.30,-101.65,Low VHF+FM
72.35,-107.08,Low VHF+FM
72.39,-109.24,Low VHF+FM
72.43,-102.65,Low VHF+FM
72.48,-99.29,Low VHF+FM
72.52,-97.85,Low VHF+FM
72.57,-100.23,Low VHF+FM
72.61,-97.65,Low VHF+FM
72.65,-97.12,Low VHF+FM
72.70,-99.06,Low VHF+FM
72.74,-100.83,Low VHF+FM
72.78,-97.73,Low VHF+FM
72.83,-98.87,Low VHF+FM
72.87,-98.41,Low VHF+FM
72.91,-101.28,Low VHF+FM
72.96,-99.86,Low VHF+FM
73.00,-97.16,Low VHF+FM
73.04,-95.73,Low VHF+FM
73.09,-100.00,Low VHF+FM
73.13,-99.99,Low VHF+FM
73.17,-97.01,Low VHF+FM
73.22,-98.19,Low VHF+FM
73.26,-100.17,Low VHF+FM
73.30,-102.44,Low VHF+FM
73.35,-100.65,Low VHF+FM
73.39,-99.44,Low VHF+FM
73.43,-104.30,Low VHF+FM
73.48,-101.78,Low VHF+FM
73.52,-103.49,Low VHF+FM
73.57,-99.93,Low VHF+FM
73.61,-101.84,Low VHF+FM
73.65,-104.94,Low VHF+FM
73.70,-102.92,Low VHF+FM
73.74,-100.15,Low VHF+FM
73.78,-100.75,Low VHF+FM
73.83,-101.58,Low VHF+FM
73.87,-102.30,Low VHF+FM
73.91,-105.17,Low VHF+FM
73.96,-102.27,Low VHF+FM
74.00,-106.74,Low VHF+FM
74.04,-104.33,Low VHF+FM
74.09,-101.92,Low VHF+FM
74.13,-100.16,Low VHF+FM
74.17,-102.87,Low VHF+FM
74.22,-98.25,Low VHF+FM
74.26,-98.06,Low VHF+FM
74.30,-100.16,Low VHF+FM
74.35,-101.89,Low VHF+FM
74.39,-99.91,Low VHF+FM
74.43,-101.26,Low VHF+FM
74.48,-107.53,Low VHF+FM
74.52,-105.47,Low VHF+FM
74.57,-107.66,Low VHF+FM
74.61,-101.04,Low VHF+FM
74.65,-103.66,Low VHF+FM
74.70,-103.44,Low VHF+FM
74.74,-101.18,Low VHF+FM
74.78,-101.43,Low VHF+FM
74.83,-104.87,Low VHF+FM
74.87,-102.69,Low VHF+FM
74.91,-99.97,Low VHF+FM
74.96,-102.20,Low VHF+FM
75.00,-99.56,Low VHF+FM
75.04,-100.00,Low VHF+FM
75.09,-101.27,Low VHF+FM
75.13,-104.81,Low VHF+FM
75.17,-102.00,Low VHF+FM
75.22,-102.23,Low VHF+FM
75.26,-102.37,Low VHF+FM
75.30,-101.95,Low VHF+FM
75.35,-103.41,Low VHF+FM
75.39,-104.50,Low VHF+FM
75.43,-96.71,Low VHF+FM
75.48,-103.74,Low VHF+FM
75.52,-100.97,Low VHF+FM
75.57,-100.26,Low VHF+FM
75.61,-103.25,Low VHF+FM
75.65,-107.82,Low VHF+FM
75.70,-99.95,Low VHF+FM
75.74,-104.51,Low VHF+FM
75.78,-103.15,Low VHF+FM
75.83,-105.17,Low VHF+FM
75.87,-99.40,Low VHF+FM
75.91,-101.07,Low VHF+FM
75.96,-102.56,Low VHF+FM
76.00,-109.98,Low VHF+FM
76.04,-102.62,Low VHF+FM
76.09,-104.28,Low VHF+FM
76.13,-105.40,Low VHF+FM
76.17,-104.15,Low VHF+FM
76.22,-103.55,Low VHF+FM
76.26,-106.68,Low VHF+FM
76.30,-101.85,Low VHF+FM
76.35,-101.47,Low VHF+FM
76.39,-102.50,Low VHF+FM
76.43,-100.41,Low VHF+FM
76.48,-103.32,Low VHF+FM
76.52,-102.03,Low VHF+FM
76.57,-103.48,Low VHF+FM
76.61,-101.02,Low VHF+FM
76.65,-102.21,Low VHF+FM
76.70,-102.24,Low VHF+FM
76.74,-100.01,Low VHF+FM
76.78,-98.10,Low VHF+FM
76.83,-103.16,Low VHF+FM
76.87,-101.16,Low VHF+FM
76.91,-102.64,Low VHF+FM
76.96,-103.98,Low VHF+FM
77.00,-102.61,Low VHF+FM
77.04,-104.68,Low VHF+FM
77.09,-105.05,Low VHF+FM
77.13,-106.29,Low VHF+FM
77.17,-98.19,Low VHF+FM
77.22,-100.48,Low VHF+FM
77.26,-105.16,Low VHF+FM
77.30,-104.61,Low VHF+FM
77.35,-102.77,Low VHF+FM
77.39,-104.19,Low VHF+FM
77.43,-103.50,Low VHF+FM
77.48,-99.20,Low VHF+FM
77.52,-103.30,Low VHF+FM
77.57,-103.70,Low VHF+FM
77.61,-104.64,Low VHF+FM
77.65,-97.38,Low VHF+FM
77.70,-103.41,Low VHF+FM
77.74,-106.92,Low VHF+FM
77.78,-103.17,Low VHF+FM
77.83,-103.83,Low VHF+FM
77.87,-99.52,Low VHF+FM
77.91,-101.14,Low VHF+FM
77.96,-101.86,Low VHF+FM
78.00,-102.12,Low VHF+FM
78.04,-101.49,Low VHF+FM
78.09,-99.90,Low VHF+FM
78.13,-102.76,Low VHF+FM
78.17,-107.20,Low VHF+FM
78.22,-106.55,Low VHF+FM
78.26,-99.75,Low VHF+FM
78.30,-102.96,Low VHF+FM
78.35,-104.63,Low VHF+FM
78.39,-99.46,Low VHF+FM
78.43,-99.79,Low VHF+FM
78.48,-108.09,Low VHF+FM
78.52,-102.87,Low VHF+FM
78.57,-102.02,Low VHF+FM
78.61,-102.00,Low VHF+FM
78.65,-102.87,Low VHF+FM
78.70,-101.24,Low VHF+FM
78.74,-101.89,Low VHF+FM
78.78,-105.28,Low VHF+FM
78.83,-105.64,Low VHF+FM
78.87,-101.41,Low VHF+FM
78.91,-104.64,Low VHF+FM
78.96,-104.07,Low VHF+FM
79.00,-105.28,Low VHF+FM
79.04,-103.83,Low VHF+FM
79.09,-101.14,Low VHF+FM
79.13,-102.14,Low VHF+FM
79.17,-100.27,Low VHF+FM
79.22,-99.60,Low VHF+FM
79.26,-101.33,Low VHF+FM
79.30,-102.78,Low VHF+FM
79.35,-105.28,Low VHF+FM
79.39,-101.39,Low VHF+FM
79.43,-103.59,Low VHF+FM
79.48,-108.17,Low VHF+FM
79.52,-102.73,Low VHF+FM
79.57,-101.71,Low VHF+FM
79.61,-104.56,Low VHF+FM
79.65,-102.36,Low VHF+FM
79.70,-103.59,Low VHF+FM
79.74,-105.37,Low VHF+FM
79.78,-106.25,Low VHF+FM
79.83,-101.73,Low VHF+FM
79.87,-99.28,Low VHF+FM
79.91,-105.71,Low VHF+FM
79.96,-97.07,Low VHF+FM
80.00,-97.60,Low VHF+FM
80.04,-96.42,Low VHF+FM
80.09,-101.07,Low VHF+FM
80.13,-104.51,Low VHF+FM
80.17,-104.40,Low VHF+FM
80.22,-100.73,Low VHF+FM
80.26,-100.61,Low VHF+FM
80.30,-106.04,Low VHF+FM
80.35,-103.93,Low VHF+FM
80.39,-108.24,Low VHF+FM
80.43,-103.63,Low VHF+FM
80.48,-101.31,Low VHF+FM
80.52,-102.38,Low VHF+FM
80.57,-101.55,Low VHF+FM
80.61,-104.80,Low VHF+FM
80.65,-102.84,Low VHF+FM
80.70,-99.90,Low VHF+FM
80.74,-102.83,Low VHF+FM
80.78,-102.90,Low VHF+FM
80.83,-106.17,Low VHF+FM
80.87,-104.31,Low VHF+FM
80.91,-106.28,Low VHF+FM
80.96,-104.76,Low VHF+FM
81.00,-104.99,Low VHF+FM
81.04,-102.32,Low VHF+FM
81.09,-103.84,Low VHF+FM
81.13,-103.88,Low VHF+FM
81.17,-99.89,Low VHF+FM
81.22,-102.44,Low VHF+FM
81.26,-100.79,Low VHF+FM
81.30,-100.83,Low VHF+FM
81.35,-102.12,Low VHF+FM
81.39,-99.71,Low VHF+FM
81.43,-104.30,Low VHF+FM
81.48,-99.11,Low VHF+FM
81.52,-100.46,Low VHF+FM
81.57,-104.65,Low VHF+FM
81.61,-100.97,Low VHF+FM
81.65,-105.26,Low VHF+FM
81.70,-99.55,Low VHF+FM
81.74,-102.44,Low VHF+FM
81.78,-101.53,Low VHF+FM
81.83,-99.09,Low VHF+FM
81.87,-105.00,Low VHF+FM
81.91,-102.34,Low VHF+FM
81.96,-104.09,Low VHF+FM
82.00,-100.69,Low VHF+FM
82.04,-103.66,Low VHF+FM
82.09,-100.38,Low VHF+FM
82.13,-100.18,Low VHF+FM
82.17,-99.24,Low VHF+FM
82.22,-103.58,Low VHF+FM
82.26,-103.23,Low VHF+FM
82.30,-101.84,Low VHF+FM
82.35,-102.49,Low VHF+FM
82.39,-100.67,Low VHF+FM
82.43,-104.02,Low VHF+FM
82.48,-102.57,Low VHF+FM
82.52,-104.15,Low VHF+FM
82.57,-101.74,Low VHF+FM
82.61,-101.33,Low VHF+FM
82.65,-103.13,Low VHF+FM
82.70,-105.03,Low VHF+FM
82.74,-109.13,Low VHF+FM
82.78,-102.40,Low VHF+FM
82.83,-101.44,Low VHF+FM
82.87,-102.03,Low VHF+FM
82.91,-101.40,Low VHF+FM
82.96,-102.26,Low VHF+FM
83.00,-101.52,Low VHF+FM
83.04,-101.96,Low VHF+FM
83.09,-105.03,Low VHF+FM
83.13,-97.25,Low VHF+FM
83.17,-99.19,Low VHF+FM
83.22,-103.31,Low VHF+FM
83.26,-101.06,Low VHF+FM
83.30,-96.42,Low VHF+FM
83.35,-105.27,Low VHF+FM
83.39,-100.98,Low VHF+FM
83.43,-103.31,Low VHF+FM
83.48,-105.16,Low VHF+FM
83.52,-106.20,Low VHF+FM
83.57,-98.06,Low VHF+FM
83.61,-100.10,Low VHF+FM
